canonical_name	aliases	native_form	proposed_type	tradition	sources	inclusion_reason	duplicate_or_equivalent	disposition	corpus_name_hits
Devana	Dziewanna; Dzievana	Děvana	deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Goddess of hunting and the wilds named by Dlugosz as the Slavic Diana. Ingested at LOW weight with the objection on the record: most modern scholars do not accept Dlugosz's pantheon.	New ID slavic_devana	ADD	
Baba Yaga	Baba Jaga; Jezibaba; Baba Roga	Баба Яга	numen	Slavic	Reference treatments consulted via server-side web search; see transcript citations	The hag of the East Slavic tale: flies in a mortar steered by the pestle, sweeps her tracks with a birch broom, lives in a hut on chicken legs, and is villain or donor depending on how the visitor behaves. The best-known figure the tradition has produced and the registry did not hold her.	New ID slavic_baba_yaga	ADD	
Koschei the Deathless	Koshchei; Kashchei; Koshchey Bessmertny	Кощей Бессмертный	numen	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Immortal antagonist of the wonder-tale whose death is in a needle, in an egg, in a duck, in a hare, in an iron chest, under an oak, on the island of Buyan.	New ID slavic_koschei	ADD	
Zmey Gorynych	Zmiy Gorynych; Gorynych	Змей Горыныч	numen	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Three-headed fire-breathing dragon of East Slavic epic, killed in the bylina by Dobrynya Nikitich. THE REGISTRY HELD THE DRAGON-SLAYER AND NOT THE DRAGON.	New ID slavic_zmey_gorynych	ADD	
Svyatogor	Sviatogor	Святогор	mortal	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Giant bogatyr whom Mother Earth cannot carry, and who cannot lift the small bag holding the pull of the earth. Studied outside both the Kievan and Novgorodian cycles, which is why a registry built from the Kiev cycle missed him.	New ID slavic_svyatogor	ADD	
Mikula Selyaninovich	Mikula the Villager's Son	Микула Селянинович	mortal	Slavic	Reference treatments consulted via server-side web search; see transcript citations	The ploughman-bogatyr who is stronger than every armed hero in the epic because Mother Earth loves him, and the only one who can lift the bag of earthly weight.	New ID slavic_mikula_selyaninovich	ADD	
Sadko	Sadko the Guslar	Садко	mortal	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Gusli-playing merchant hero of the NOVGORODIAN cycle - a different cycle, politics and hero from the Kiev bogatyrs the registry held. Wins a fortune on the Sea Tsar's advice and is taken down to the Sea Tsar's kingdom.	New ID slavic_sadko	ADD	
Nightingale the Robber	Solovei Razboynik; Solovey the Brigand	Соловей-разбойник	numen	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Part-bird brigand of the road to Kiev whose whistle stuns and kills; shot in the eye by Ilya Muromets and brought alive to Vladimir's court. The bylina was recorded 132 times.	New ID slavic_solovei	ADD	
Prince Vladimir	Vladimir Krasnoye Solnyshko; Vladimir the Fair Sun	Владимир Красное Солнышко	mortal	Slavic	Reference treatments consulted via server-side web search; see transcript citations	The epic prince of Kiev at whose court the whole Kievan cycle is set. The registry held three bogatyrs with no court to serve at. Recorded as the EPIC figure, composite and undated, not identified with the historical Vladimir Svyatoslavich.	New ID slavic_prince_vladimir	ADD	
Alkonost	Alkonest	Алконост	numen	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Bird-woman of paradise whose voice brings joy to the hearer and despair to the wicked. Her name is a Greek phrase about the halcyon misread in a Slavonic manuscript as a proper noun.	New ID slavic_alkonost	ADD	
Sirin		Сирин	numen	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Bird-woman with a woman's head and an owl's body, of sorrow and temptation; the Greek siren naturalised through Byzantium and changed in function.	New ID slavic_sirin	ADD	
Gamayun	Gamaun	Гамаюн	numen	Slavic	Reference treatments consulted via server-side web search; see transcript citations	The prophetic bird of the triad; described in seventeenth- to nineteenth-century Russian books as legless and wingless, flying by her tail, her fall foretelling the death of statesmen.	New ID slavic_gamayun	ADD	
Svantevit		Svantovitus	deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Saxo's Latin form of Svetovid.	Alias on slavic_svetovid	ALIAS	slavic_svetovid
Sventovit		Svętovitъ	deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Orthographic variant of the same theonym.	Alias on slavic_svetovid	ALIAS	slavic_svetovid
Yarilo		Ярило	deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	East Slavic form of Jarilo; the same god, not a second one.	Alias on slavic_jarilo	ALIAS	slavic_jarilo
Siwa		Siwa	deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Helmold's Latin form of Ziva.	Alias on slavic_zhiva	ALIAS	slavic_zhiva
Dziewanna		Dziewanna	deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Polish form of Devana.	Alias on slavic_devana	ALIAS	slavic_devana
Morana	Morena; Mara	Morana	deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Czech and South Slavic form of Marzanna, already in the corpus.	Alias on the pre-existing slavic_marzanna	ALIAS	slavic_marzanna
Kupalo		Купало	deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Masculine form of the same festival personification.	Alias on slavic_kupala	ALIAS	slavic_kupala
Gerovit		Gerovit	deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	German rendering of the Slavic Jarovit in the Lives of Otto.	Alias on slavic_yarovit	ALIAS	slavic_yarovit
Solovei Razboynik		Соловей-разбойник	numen	Slavic	Reference treatments consulted via server-side web search; see transcript citations	The Russian name of Nightingale the Robber.	Alias on slavic_solovei	ALIAS	slavic_solovei
Jezibaba		Ježibaba	numen	Slavic	Reference treatments consulted via server-side web search; see transcript citations	West Slavic form of Baba Yaga.	Alias on slavic_baba_yaga	ALIAS	slavic_baba_yaga
Volos		Волосъ	deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	The other form of the theonym Veles, already carried as an alias on the existing record.	Alias on the pre-existing slavic_veles	ALIAS	slavic_veles
Zuarasici		Zuarasici	deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Thietmar's Latin form of Svarozhich, already carried on the existing record. Relevant because Thietmar places Zuarasici at Rethra and Helmold places Radegast there, which is the crux of the Radegast question below.	Alias on the pre-existing slavic_svarozhich	ALIAS	slavic_svarozhich
Perun			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Thunder god and head of the Kiev pantheon.	Already present as slavic_perun	EXISTING	slavic_perun
Veles			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. God of cattle, the underworld and oaths; Perun's opponent.	Already present as slavic_veles	EXISTING	slavic_veles
Mokosh			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. The only goddess in the Kiev idol list.	Already present as slavic_mokosh	EXISTING	slavic_mokosh
Dazhbog			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Giving god and sun god of the Kiev list.	Already present as slavic_dazhbog	EXISTING	slavic_dazhbog
Stribog			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Wind god of the Kiev list.	Already present as slavic_stribog	EXISTING	slavic_stribog
Simargl			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Winged creature of the Kiev list, usually read with Khors as an Iranian layer.	Already present as slavic_simargl	EXISTING	slavic_simargl
Svarog			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Smith and father of Svarozhich.	Already present as slavic_svarog	EXISTING	slavic_svarog
Svarozhich			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Fire god; Thietmar's Zuarasici at Rethra.	Already present as slavic_svarozhich	EXISTING	slavic_svarozhich
Rod			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Reconstructed progenitor deity.	Already present as slavic_rod	EXISTING	slavic_rod
Lada			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Reconstructed goddess from song refrains; carried by the corpus already.	Already present as slavic_lada	EXISTING	slavic_lada
Zorya			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. The dawn; the corpus holds one record where folklore gives two or three.	Already present as slavic_zorya	EXISTING	slavic_zorya
Marzanna			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Winter and death; the figure this batch supplies a husband and an opposite for.	Already present as slavic_marzanna	EXISTING	slavic_marzanna
Belobog			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Reconstructed white god.	Already present as slavic_belobog	EXISTING	slavic_belobog
Chernobog			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Helmold's black god.	Already present as slavic_chernobog	EXISTING	slavic_chernobog
Triglav			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Three-headed god of Szczecin and Wolin.	Already present as slavic_triglav	EXISTING	slavic_triglav
Ilya Muromets			mortal	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. First bogatyr; this batch supplies his opponent and his prince.	Already present as slavic_ilya_muromets	EXISTING	slavic_ilya_muromets
Dobrynya Nikitich			mortal	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Second bogatyr; this batch supplies his dragon.	Already present as slavic_dobrynya_nikitich	EXISTING	slavic_dobrynya_nikitich
Alyosha Popovich			mortal	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Third bogatyr; this batch supplies his court.	Already present as slavic_alyosha_popovich	EXISTING	slavic_alyosha_popovich
Perkunas	Perkuns	Perkūnas	deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	The Baltic member of the inherited thunder god. The Slavic reflex is Perun, already in the corpus; the Baltic reflexes are already in the corpus under their own tradition keys. No Slavic record is needed and none is made.	Held as lithuanian_perkunas and old_prussian_perkuns; Slavic reflex is slavic_perun	CROSS-TRADITION SAME FIGURE	lithuanian_perkunas; old_prussian_perkuns
Velnias	Velinas	Velnias	deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	The Baltic counterpart usually set opposite Perkunas as Veles is set opposite Perun. The equation Veles ~ Velnias is standard but more contested than the thunder-god one; either way the figure is held under the Lithuanian key and the Slavic one is held as slavic_veles.	Held as lithuanian_velnias; Slavic counterpart is slavic_veles	CROSS-TRADITION SAME FIGURE	lithuanian_velnias
Mara (Latvian)		Māra	deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Sweep name-collision investigated and resolved: the Latvian Mara is a distinct Baltic goddess, not the Slavic Mara/Morana. No action.	Distinct figure; held as latvian_mara	CROSS-TRADITION SAME FIGURE	latvian_mara; buddhist_mara; nuristani_imra; slavic_marzanna
Domovoi			numen	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. A kind of being, not an individual: there is a domovoi behind every stove. This programme does not record classes.		REJECT	
Rusalka			numen	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. A class of water spirit, one per river and pool. Same rule.		REJECT	
Leshy			numen	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. A class of forest spirit, one per wood. Same rule.		REJECT	
Vodyanoy			numen	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. A class of water spirit. Same rule.		REJECT	
Bannik			numen	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. A class: the spirit of a bathhouse, one per bathhouse. Same rule.		REJECT	
Kikimora			numen	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. A class of house spirit. Same rule.		REJECT	
Vila			numen	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. A class of South Slavic mountain and cloud spirit, always plural in the sources. Same rule.		REJECT	
Poludnitsa			numen	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. A class: the noon-day spirit of the fields, encountered rather than named. Same rule.		REJECT	
Chort			numen	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. A class of minor devil, and largely a Christian-era category. Same rule.		REJECT	
Likho			numen	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. A personification of misfortune, a class rather than an individual. Same rule.		REJECT	
Upyr			numen	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. A class: the revenant of Slavic belief, and the ancestor of the vampire. Same rule.		REJECT	
Bereginya			numen	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. A class named in the plural in the sermons against paganism; the singular is a modern coinage.		REJECT	
Rozhanitsy			numen	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. Named in the plural in every source - the birth-givers who attend a delivery. A class, and a class that is grammatically plural.		REJECT	
Lel and Polel			numen	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. Dlugosz's pair, derived from the song refrain 'lelum polelum' and near-universally regarded as artefacts of that refrain. Distinguished from Devana, who is ingested at low weight, because dziewanna is an independent Polish plant-name with a long life outside Dlugosz, and lelum polelum is a burden in a song.		REJECT	
Zhar-ptitsa (the Firebird)			numen	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. A marvellous object of the quest rather than a person: the tale's interest is in catching it, and it has no name, speech or will. A strong candidate for an ITEMS pass, not a figure pass.		REJECT	
Sivka-Burka			numen	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. A named horse identified only by a name and an owner, which is the exact ground on which four Norse horses were rejected in lane 13. Consistency, not a judgement about horses.		REJECT	
Dodola / Perperuna			numen	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. A ritual role, not a person: a girl dressed in leaves who is led through the village and rained on in a drought, and a different girl each time. The rite is real and well recorded; the individual is not.		REJECT	
Vesna			numen	Slavic	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. A personification of spring in later South Slavic folklore and literature with no medieval attestation as a deity. The popular equation of Vesna with Ziva is modern and is made by neither source; it is not made on the Ziva record either.		REJECT	
Radegast			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Genuine blocker with a real question behind it. Helmold places Radegast at Rethra; Thietmar places Zuarasici - Svarozhich, already in the corpus - at the same sanctuary, and the two are widely identified. Ingesting Radegast as a new record could duplicate an existing one under a second name. SOURCES CHECKED: Helmold and Thietmar reference treatments, reached only in summary. EVIDENCE NEEDED: a treatment that states whether Radegast and Svarozhich are one figure, so the name is either added as an ALIAS on slavic_svarozhich or as a separate record.		BLOCKED	
Chernoglav			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The Knytlinga saga's silver-moustached war god of Rugen. SOURCES CHECKED: the searches that returned Svetovid, Rugievit, Porevit and Porenut did not return a usable treatment of him. EVIDENCE NEEDED: the Knytlinga saga passage or a treatment quoting it.		BLOCKED	
Pripegala			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Named in a twelfth-century letter of the bishops of Magdeburg, with an accusation of human sacrifice attached. SOURCES CHECKED: search returned the name without a retrievable treatment. EVIDENCE NEEDED: a treatment of the Magdeburg letter.		BLOCKED	
Turupit, Puruvit and Karevit			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Three further Rugen gods named in the Knytlinga saga alongside Rugievit and Porevit. SOURCES CHECKED: same searches as Chernoglav, same result. EVIDENCE NEEDED: the saga passage. Strong ADDs if it can be had - they complete a set the batch currently holds four of.		BLOCKED	
Volga Svyatoslavich			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Mikula Selyaninovich's usual companion in the byliny, and a shapeshifting prince-hunter in his own right. SOURCES CHECKED: the search that returned Mikula returned his name and not a usable treatment. EVIDENCE NEEDED: a bylina summary. STRONG ADD: the batch ingests Mikula without the figure he is normally paired with.		BLOCKED	
Vasily Buslaev			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The other Novgorodian bylina hero besides Sadko. SOURCES CHECKED: not researched in this session. EVIDENCE NEEDED: a treatment of the Novgorodian cycle.		BLOCKED	
Dunai Ivanovich, Churilo Plenkovich, Stavr Godinovich			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Three further named bogatyrs of the Kiev cycle. SOURCES CHECKED: not researched in this session. EVIDENCE NEEDED: bylina summaries. They are absent because they were not researched, not because they were judged out.		BLOCKED	
Kiy, Shchek, Khoriv and Lybid			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The legendary founders of Kiev and their sister, named in the Primary Chronicle - the same source this batch used for Khors. SOURCES CHECKED: not researched in this session. EVIDENCE NEEDED: the Chronicle's foundation passage. STRONG ADD: four figures from a source already cited by this batch.		BLOCKED	
Krak, Wanda, Piast, Popiel			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The legendary founders of the Polish state, from Gallus Anonymus and Dlugosz. SOURCES CHECKED: not researched in this session. EVIDENCE NEEDED: treatments of the Polish foundation legends.		BLOCKED	
Lech, Czech and Rus			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The three brothers of the West Slavic origin legend. SOURCES CHECKED: not researched in this session. EVIDENCE NEEDED: a treatment of the legend and of its date, which matters because it may be late.		BLOCKED	
Rurik and Oleg of Novgorod			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Historical-legendary founders of the Rus polity. SOURCES CHECKED: not researched in this session. EVIDENCE NEEDED: a decision on scope as much as a citation - whether the registry takes historical rulers into the kievan-rus-historical era, which the existing era vocabulary invites but the existing records do not settle.		BLOCKED	
Kostroma			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The figure burned or drowned at the end of the Kupala rites, and in some reconstructions Kupala's sister and bride. SOURCES CHECKED: the Kupala searches returned the rite and not a usable treatment of her. EVIDENCE NEEDED: a treatment that separates the ritual effigy from the nineteenth-century literary reworking.		BLOCKED	
Mat Syra Zemlya (Moist Mother Earth)			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Invoked in East Slavic charms and oaths and central to the Svyatogor and Mikula material this batch ingests. SOURCES CHECKED: appears inside the Svyatogor and Mikula treatments as a phrase, not as a treated figure. EVIDENCE NEEDED: a treatment of the personification in its own right. STRONG ADD: the two records this batch adds both turn on her.		BLOCKED	
Marya Morevna, Vasilisa the Beautiful, Ivan Tsarevich			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The recurring protagonists of the wonder-tale, and the figures Koschei's relations would point at. SOURCES CHECKED: not researched in this session. EVIDENCE NEEDED: a scope decision first - whether tale-type roles filled by a differently-named character in each variant are individuals for this registry's purposes. That question is the same one that made the household spirits REJECT rows, and it deserves a deliberate answer rather than a reflex.		BLOCKED	
Snegurochka and Ded Moroz			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Both are attested figures with a literary history that is largely nineteenth- and twentieth-century. SOURCES CHECKED: not researched in this session. EVIDENCE NEEDED: treatments that separate the folk layer from Ostrovsky's play and the Soviet New Year.		BLOCKED	
Trojan			deity	Slavic	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Named in the Tale of Igor's Campaign and in South Slavic folklore, and unresolved between a god, the emperor Trajan, and a three-headed figure. SOURCES CHECKED: not researched in this session. EVIDENCE NEEDED: a treatment of the Igor Tale passage.		BLOCKED	
