canonical_name	aliases	native_form	proposed_type	tradition	sources	inclusion_reason	duplicate_or_equivalent	disposition	corpus_name_hits
Mehet-Weret	Mehturt | Methyer | Mḥt-wrt	Mḥt-wrt	deity	Egyptian	Reference treatment of Mehet-Weret	'The great flood': the celestial cow of the primeval waters who carries the sun.	Proposed new ID egyptian_mehet_weret	ADD	
Apep	Apophis | Apepi | Aapep | ꜥꜣpp	ꜥꜣpp	deity	Egyptian	Amduat; Book of Gates; Book of Overthrowing Apep (Bremner-Rhind Papyrus)	The serpent Ra fights every night. The registry held the entire solar apparatus and not the thing it exists to resist.	Proposed new ID egyptian_apep	ADD	
Mehen	Mehen the Coiled One | Mḥn	Mḥn	deity	Egyptian	Amduat; Book of Gates; mehen game boards	The protective serpent coiled round the solar shrine, and the name of an Old Kingdom board game.	Proposed new ID egyptian_mehen	ADD	
Hu	Ḥw	Ḥw	deity	Egyptian	Reference treatment of Hu and Sia; Book of Gates	Authoritative utterance personified, crew of the solar barque — the Egyptian theory of magic in one god.	Proposed new ID egyptian_hu	ADD	
Sia	Sja | Sjꜣ	Sjꜣ	deity	Egyptian	Reference treatment of Hu and Sia; Book of Gates	Perception personified, Ra's companion through the underworld.	Proposed new ID egyptian_sia	ADD	
Seshat	Sesheta | Safkhet | Sšꜣt	Sšꜣt	deity	Egyptian	Reference treatment of Seshat	Goddess of writing, measurement and architecture, who stretches the cord at temple foundations. The registry held Thoth without her.	Proposed new ID egyptian_seshat	ADD	
Sokar	Seker | Sokaris | Skr	Skr	deity	Egyptian	Pyramid Texts; reference treatment of Sokar	Falcon god of the Memphite necropolis, carried on the henu barque, third member of Ptah-Sokar-Osiris.	Proposed new ID egyptian_sokar	ADD	
Khenti-Amentiu	Khenty-Imentiu | Khentiamentiu | Ḫntj-jmntjw	Ḫntj-jmntjw	deity	Egyptian	Reference treatment of Khenti-Amentiu	'Foremost of the Westerners': the god of the dead at Abydos before Osiris took the site and the title.	Proposed new ID egyptian_khenti_amentiu	ADD	
Ammit	Ammut | Ahemait | Am-mit	ꜥm-mwt	deity	Egyptian	Book of the Dead, spell 125; reference treatment of Ammit	The devourer beside the scales — the other outcome of the weighing of the heart.	Proposed new ID egyptian_ammit	ADD	
Aker	Akeru (plural) | ꜣkr	ꜣkr	deity	Egyptian	Reference treatment of Aker	The deified horizon: two lions back to back, through whom the solar barque enters and leaves the night.	Proposed new ID egyptian_aker	ADD	
Am-heh	Amheh | Am-huh | ꜥm-ḥḥ	ꜥm-ḥḥ	deity	Egyptian	Reference treatment of Am-heh	'Devourer of millions', dog-headed, in a lake of fire; only Atum can repel him.	Proposed new ID egyptian_am_heh	ADD	
Babi	Baba | Bebon | Bꜣbꜣ	Bꜣbꜣ	deity	Egyptian	Reference treatment of Babi	The baboon god of primal aggression, devourer of the unjustified and guardian of the underworld's secrets.	Proposed new ID egyptian_babi	ADD	
Nehebkau	Nehebu-Kau | Nḥb-kꜣw	Nḥb-kꜣw	deity	Egyptian	Reference treatment of Nehebkau	The serpent who joins the ka to the body at birth and to the ba after death, and guards the underworld gates.	Proposed new ID egyptian_nehebkau	ADD	
Wepwawet	Upuaut | Wepwaut | Ophois | Wp-wꜣwt	Wp-wꜣwt	deity	Egyptian	Reference treatment of Wepwawet	'Opener of the ways', the upright canid on the first standard. Most upright jackals people call Anubis are him.	Proposed new ID egyptian_wepwawet	ADD	
Anput	Anupet | Input | Jnpwt	Jnpwt	deity	Egyptian	Reference treatment of Anubis's family	Consort of Anubis, mother of Kebechet, and the goddess the seventeenth Upper Egyptian nome is named for.	Proposed new ID egyptian_anput	ADD	
Kebechet	Qebehet | Kebehut | Qbḥwt	Qbḥwt	deity	Egyptian	Reference treatment of Kebechet	Daughter of Anubis and Anput: the cool water of the funerary libation, personified.	Proposed new ID egyptian_kebechet	ADD	
Imsety	Imseti | Amset | Mesti | Jmstj	Jmstj	deity	Egyptian	Reference treatment of the four sons of Horus	Human-headed son of Horus, guardian of the liver, watched over by Isis.	Proposed new ID egyptian_imsety	ADD	
Hapy (son of Horus)	Hapi (son of Horus) | Hepy | Ḥpj	Ḥpj	deity	Egyptian	Reference treatments of the four sons of Horus and of Hapi	Baboon-headed son of Horus, guardian of the lungs. A different god from the Nile-inundation Hapi already in the registry, which carries 'Hapy' among its aliases.	Proposed new ID egyptian_hapy_son_of_horus	ADD	
Duamutef	Tuamutef | Dwꜣ-mwt.f	Dwꜣ-mwt.f	deity	Egyptian	Reference treatment of the four sons of Horus	Jackal-headed son of Horus, guardian of the stomach, watched over by Neith.	Proposed new ID egyptian_duamutef	ADD	
Qebehsenuef	Kebehsenuef | Qebḥ-snw.f	Qbḥ-snw.f	deity	Egyptian	Reference treatment of the four sons of Horus	Falcon-headed son of Horus, guardian of the intestines, watched over by Serqet.	Proposed new ID egyptian_qebehsenuef	ADD	
Shai	Shay | Psais (Greek) | Šꜣj	Šꜣj	deity	Egyptian	Reference treatment of Shai	Fate personified: born with each person, setting the span of the life, attending the judgement.	Proposed new ID egyptian_shai	ADD	
Renenutet	Renenet | Ernutet | Thermuthis (Greek) | Rnnwtt	Rnnwtt	deity	Egyptian	Reference treatment of Renenutet	The cobra who gives a newborn its secret name with its mother's milk, and who watches the granary.	Proposed new ID egyptian_renenutet	ADD	
Meskhenet	Meshkenet | Msḫnt	Msḫnt	deity	Egyptian	Reference treatment of Meskhenet	The birth brick personified, who pronounces the child's destiny at delivery.	Proposed new ID egyptian_meskhenet	ADD	
Heqet	Heket | Hekit | Ḥqt	Ḥqt	deity	Egyptian	Reference treatment of Heqet	The frog goddess who breathes life into the bodies Khnum throws on his wheel. The registry held Khnum without her.	Proposed new ID egyptian_heqet	ADD	
Shezmu	Shesmu | Schesmu | Šsmw	Šsmw	deity	Egyptian	Reference treatment of Shezmu	God of the oil and wine press: perfumer and underworld executioner in the same office.	Proposed new ID egyptian_shezmu	ADD	
Neper	Nepri | Npr	Npr	deity	Egyptian	Reference treatment of Neper	God of grain, who dies with the harvest and returns with the sowing.	Proposed new ID egyptian_neper	ADD	
Nepit	Nepret | Nprt	Nprt	deity	Egyptian	Reference treatment of Neper and Nepit	Neper's female counterpart, the goddess of grain.	Proposed new ID egyptian_nepit	ADD	
Tayt	Tayet | Tait | Tꜣjt	Tꜣjt	deity	Egyptian	Reference treatment of Tayt	Goddess of weaving and linen — the cloth that clothes the living, curtains the shrine and wraps the dead.	Proposed new ID egyptian_tayt	ADD	
Hedjhotep	Hedj-hotep | Ḥḏ-ḥtp	Ḥḏ-ḥtp	deity	Egyptian	Reference treatment of Tayt and Hedjhotep	An obscure god of cloth, sometimes named as Tayt's consort. Thin, and the record says so.	Proposed new ID egyptian_hedjhotep	ADD	
Montu	Month | Mentu | Monthu | Mnṯw	Mnṯw	deity	Egyptian	Reference treatment of Montu	Theban falcon war god. The registry held no war god of Thebes in a corpus containing kings named 'Montu is satisfied'.	Proposed new ID egyptian_montu	ADD	
Maahes	Mihos | Miysis | Mios | Mꜣj-ḥsꜣ	Mꜣj-ḥsꜣ	deity	Egyptian	Reference treatment of Maahes	Lion-headed god of war, son of the lion goddess, with live lions kept at Leontopolis.	Proposed new ID egyptian_maahes	ADD	
Pakhet	Pachet | Pehkhet | Pasht | Pḫt	Pḫt	deity	Egyptian	Reference treatment of Pakhet	'She who scratches': lioness of the desert wadis, whose rock-cut temple is the Speos Artemidos.	Proposed new ID egyptian_pakhet	ADD	
Mehit	Mehyt | Mekhit | Mekit | Mḥjt	Mḥjt	deity	Egyptian	Reference treatments of Mehit and Anhur	Lion goddess of Nubian origin, wife of Anhur at Thinis, and the Distant Goddess he is named for fetching home.	Proposed new ID egyptian_mehit	ADD	
Menhit	Menhet | Menchit | Mnḥjt	Mnḥjt	deity	Egyptian	Reference treatment of Menhit	Lion-headed war goddess of the south, consort of Khnum at Esna.	Proposed new ID egyptian_menhit	ADD	
Mafdet	Maftet | Mfdt	Mfdt	deity	Egyptian	Pyramid Texts; reference treatment of Mafdet	One of the oldest named Egyptian deities: the cat who kills snakes in the king's chambers and presides over executions.	Proposed new ID egyptian_mafdet	ADD	
Unut	Wenut | Wenet | Wnwt	Wnwt	deity	Egyptian	Reference treatment of Unut	Predynastic hare and snake goddess whose emblem names the Hare nome.	Proposed new ID egyptian_unut	ADD	
Anhur	Onuris | Onouris | An-her | Jn-ḥrt	Jn-ḥrt	deity	Egyptian	Reference treatment of Anhur/Onuris	War god of Thinis, patron of the army, 'he who leads back the distant one'.	Proposed new ID egyptian_anhur	ADD	
Satis	Satet | Sati | Setis | Sṯt	Sṯt	deity	Egyptian	Reference treatment of the Elephantine triad	Goddess of the First Cataract and the inundation's force; the registry held Khnum alone out of a triad of three.	Proposed new ID egyptian_satis	ADD	
Anuket	Anqet | Anukis | ꜥnqt	ꜥnqt	deity	Egyptian	Reference treatment of Anuket and Sehel	Goddess of the cataracts and Lower Nubia, daughter of Khnum and Satis, third of the Elephantine triad.	Proposed new ID egyptian_anuket	ADD	
Meretseger	Mertseger | Dedet | Mrt-sgr	Mrt-sgr	deity	Egyptian	Reference treatment of Meretseger and el-Qurn	The cobra of the Theban necropolis, 'she who loves silence', worshipped by the tomb-workers of Deir el-Medina.	Proposed new ID egyptian_meretseger	ADD	
Sopdu	Soped | Sopedu | Spdw	Spdw	deity	Egyptian	Reference treatment of Sopdu	God of the eastern frontier and of the Sinai mining expeditions, son of Sopdet and Sah.	Proposed new ID egyptian_sopdu	ADD	
Apis	Hapi-ankh | Hep | Ḥp	Ḥp	deity	Egyptian	Reference treatments of the Apis bull and the Serapeum	The bull of Memphis, Ptah's living form and an oracle, buried in the Serapeum. The registry held none of the three bull cults.	Proposed new ID egyptian_apis	ADD	
Mnevis	Mer-wer | Nem-wer | Mr-wr	Mr-wr	deity	Egyptian	Reference treatment of the Mnevis bull	The bull of Heliopolis, the ba of Ra, provided for even by Akhenaten.	Proposed new ID egyptian_mnevis	ADD	
Buchis	Bakh | Bukhe | Bḫ	Bḫ	deity	Egyptian	Reference treatment of the Buchis bull	The bull of Armant, Montu's living form, with dated stelae in the Bucheion.	Proposed new ID egyptian_buchis	ADD	
Serapis	Sarapis | Osiris-Apis | Wsjr-Ḥp	Wsjr-Ḥp	deity	Egyptian	Reference treatment of Serapis	The Ptolemaic synthesis of Osiris-Apis given a Greek body, whose cult spread across the Roman world.	Proposed new ID egyptian_serapis	ADD	
Bat	Bꜣt	Bꜣt	deity	Egyptian	Reference treatments of Bat and the Narmer Palette	Cow goddess of the seventh Upper Egyptian nome, probably on the Narmer Palette, absorbed by Hathor by the Middle Kingdom.	Proposed new ID egyptian_bat	ADD	
Ihy	Ihi | Ahy | Jḥj	Jḥj	deity	Egyptian	Reference treatment of Ihy and the Dendera triad	Child god of Dendera, son of Hathor, the sistrum's noise personified.	Proposed new ID egyptian_ihy	ADD	
Banebdjedet	Banebdjed | Ba-neb-djedet | Bꜣ-nb-ḏdt	Bꜣ-nb-ḏdt	deity	Egyptian	Reference treatment of Banebdjedet	The four-headed ram of Mendes, who in the Contendings tells the Ennead to ask Neith.	Proposed new ID egyptian_banebdjedet	ADD	
Sopdet	Sothis | Sepedet | Spdt	Spdt	deity	Egyptian	Reference treatment of Sopdet; Pyramid Texts	Sirius personified, whose heliacal rising opened the Egyptian year and announced the inundation.	Proposed new ID egyptian_sopdet	ADD	
Sah	Sahu | Orion | Sꜣḥ	Sꜣḥ	deity	Egyptian	Pyramid Texts; reference treatment of Sah	Orion personified, husband of Sopdet, identified with Osiris.	Proposed new ID egyptian_sah	ADD	
Haroeris	Har-wer | Horus the Elder | Ḥr-wr	Ḥr-wr	deity	Egyptian	Reference treatments of Haroeris and Kom Ombo	Horus the Elder: the older sky-Horus who is Set's brother rather than his nephew, with his own half of the Kom Ombo temple.	Proposed new ID egyptian_haroeris	ADD	
Harpocrates	Harpokrates | Har-pa-khered | Horus the Child | Ḥr-pꜣ-ẖrd	Ḥr-pꜣ-ẖrd	deity	Egyptian	Reference treatments of Harpocrates and the Horus cippi	Horus the Child, with his own Mediterranean-wide cult and the cippi poured over with water as a cure for venom.	Proposed new ID egyptian_harpocrates	ADD	
Werethekau	Weret-hekau | Urthekau | Wrt-ḥkꜣw	Wrt-ḥkꜣw	deity	Egyptian	Reference treatment of Werethekau	'Great of magic': the power that makes a crown work, present at the coronation.	Proposed new ID egyptian_werethekau	ADD	
Wadj-wer	Wadj-Wer | Uatch-Ur | Wꜣḏ-wr	Wꜣḏ-wr	deity	Egyptian	Reference treatment of Wadj-wer	'The great green': the Mediterranean and the Delta waters personified.	Proposed new ID egyptian_wadj_wer	ADD	
Renpet	Renpit | Rnpt	Rnpt	deity	Egyptian	Reference treatment of Renpet	The year personified, 'Mistress of Eternity', with a palm shoot on her head.	Proposed new ID egyptian_renpet	ADD	
Wosret	Wesret | Wasret | Wsrt	Wsrt	deity	Egyptian	Reference treatment of Wosret	Theban goddess whose name three Twelfth Dynasty kings took into theirs, though she has no identified temple.	Proposed new ID egyptian_wosret	ADD	
Kherty	Cherti | Kherti | H̱rtj	H̱rtj	deity	Egyptian	Reference treatment of Kherty	Ram-headed god of the Duat attested from the Second Dynasty, whose mythology appears four dynasties later.	Proposed new ID egyptian_kherty	ADD	
Shed	Shedu | the Saviour | Šd	Šd	deity	Egyptian	Reference treatment of Shed	'The Saviour': a post-Amarna god of personal rescue with no temple and no state cult.	Proposed new ID egyptian_shed	ADD	
Hesat	Hesahet | Ḥsꜣt	Ḥsꜣt	deity	Egyptian	Reference treatment of Hesat	The white cow whose milk is 'the beer of Hesat', suckling humanity, the king and the sacred bulls.	Proposed new ID egyptian_hesat	ADD	
Ipy	Ipet | Opet | Apet | Jpt	Jpt	deity	Egyptian	Reference treatment of Ipy/Opet	Hippopotamus goddess of fertility with her own temple at Karnak, constantly confused with Taweret.	Proposed new ID egyptian_ipy	ADD	
Sepa	Sep | Spꜣ	Spꜣ	deity	Egyptian	Reference treatment of Sepa	The centipede god, invoked against venomous animals.	Proposed new ID egyptian_sepa	ADD	
Ta-Bitjet	Tabithet | Ta-Bitjet the scorpion | Tꜣ-bjṯt	Tꜣ-bjṯt	deity	Egyptian	Reference treatment of Ta-Bitjet	Scorpion goddess and consort of Horus, whose blood is the anti-venom in the spells.	Proposed new ID egyptian_ta_bitjet	ADD	
Hatmehit	Hatmehyt | Hat-mehit | Ḥꜣt-mḥyt	Ḥꜣt-mḥyt	deity	Egyptian	Reference treatment of Hatmehit and Mendes	'Foremost of the Fishes': probably the original deity of Mendes, reclassified as the ram's consort.	Proposed new ID egyptian_hatmehit	ADD	
Amenhotep son of Hapu	Amenhotep-sa-Hapu | Amenothes | Jmn-ḥtp sꜣ Ḥꜣpw	Jmn-ḥtp sꜣ Ḥꜣpw	mortal	Egyptian	Reference treatment of the cult of Amenhotep son of Hapu and Imhotep	The second deified commoner of Egypt, sharing a dream-incubation cult with Imhotep at Deir el-Bahari. The registry held Imhotep alone.	Proposed new ID egyptian_amenhotep_son_of_hapu	ADD	
Apophis	Apep | Apepi	ꜥꜣpp	deity	Egyptian	Greek sources; reference treatment	The Greek rendering of Apep's name, not a second god.	Alias on egyptian_apep	ALIAS	egyptian_apep
Onuris	Anhur | An-her	Jn-ḥrt	deity	Egyptian	Greek sources; reference treatment	The Greek form of Anhur.	Alias on egyptian_anhur	ALIAS	egyptian_anhur
Sothis	Sopdet	Spdt	deity	Egyptian	Greek sources; reference treatment	The Greek form of Sopdet.	Alias on egyptian_sopdet	ALIAS	egyptian_sopdet
Opet	Ipet | Ipy	Jpt	deity	Egyptian	Reference treatment of Ipy/Opet	The same goddess under the form of the name used for the Karnak temple and the festival.	Alias on egyptian_ipy	ALIAS	egyptian_ipy
Amunet	Amaunet	Jmnt	deity	Egyptian	Reference treatment of the Ogdoad	A spelling of Amaunet's name.	Alias on egyptian_amaunet	ALIAS	egyptian_amaunet
Nunet	Naunet	Nwnt	deity	Egyptian	Reference treatment of the Ogdoad	A spelling of Naunet's name, already carried as an alias on the pre-existing Nun record.	Alias on egyptian_naunet	ALIAS	egyptian_naunet
Ra-Horakhty	Re-Horakhty	Rꜥ-Ḥr-ꜣḫtj	deity	Egyptian	corpus check	A composite of Ra and Horus of the Horizon, already carried as an alias on the Ra record.	Alias on egyptian_ra (pre-existing)	ALIAS	egyptian_ra
Harsiese	Hor-sa-iset | Horus son of Isis	Ḥr-sꜣ-ꜣst	deity	Egyptian	Reference treatment of the forms of Horus	'Horus son of Isis' is the registry's Horus — the heir who contends with Set. Not a second record.	egyptian_horus	EXISTING	egyptian_horus
Hapi (Nile inundation)	Hapy | Hap	ḥꜥpj	deity	Egyptian	corpus check	Already in the registry. Distinct from the Hapy of the four sons of Horus, who is added; both records state the collision.	egyptian_hapi	EXISTING	egyptian_hapi
Nefertum	Nefertem	Nfr-tm	deity	Egyptian	corpus check	Already in the registry under the spelling Nefertem.	egyptian_nefertem	EXISTING	egyptian_nefertem
Imhotep	Imouthes	Jj-m-ḥtp	mortal	Egyptian	corpus check	Already in the registry. The other deified commoner, Amenhotep son of Hapu, is added.	egyptian_imhotep	EXISTING	egyptian_imhotep
Ra	Re | Ra-Horakhty	Rꜥ	deity	Egyptian	corpus check	Already in the registry; its record is edited in this pass to carry the reciprocal enemy edge to Apep.	egyptian_ra	EXISTING	egyptian_ra
Osiris	Wesir | Asar	Wsjr	deity	Egyptian	corpus check	Already in the registry, in the seed core.	egyptian_osiris	EXISTING	egyptian_osiris
Isis	Aset | Iset	ꜣs.t	deity	Egyptian	corpus check	Already in the registry, in the seed core.	egyptian_isis	EXISTING	egyptian_isis
Horus	Hor	Ḥr	deity	Egyptian	corpus check	Already in the registry, in the seed core; relations toward him therefore use non-symmetric kinds only.	egyptian_horus	EXISTING	egyptian_horus
Ptah		Ptḥ	deity	Egyptian	corpus check	Already in the registry, in the seed core.	egyptian_ptah	EXISTING	egyptian_ptah
Amun	Amon | Ammon	Jmn	deity	Egyptian	corpus check	Already in the registry, in the seed core; his Ogdoad pair Amaunet was not, and is added.	egyptian_amun	EXISTING	egyptian_amun
Nun	Nu | Nunet (fem.)	nww	deity	Egyptian	corpus check	Already in the registry; his Ogdoad pair Naunet is added rather than left as his alias.	egyptian_nun	EXISTING	egyptian_nun
Thoth	Djehuty	Ḏḥwtj	deity	Egyptian	corpus check	Already in the registry; his counterpart Seshat was not, and is added.	egyptian_thoth	EXISTING	egyptian_thoth
Anubis	Inpu	Jnpw	deity	Egyptian	corpus check	Already in the registry; his consort, daughter and canid counterpart were not, and are added.	egyptian_anubis	EXISTING	egyptian_anubis
Hathor	Het-Heru	Ḥwt-Ḥr	deity	Egyptian	corpus check	Already in the registry; Bat, Hesat and her son Ihy were not, and are added.	egyptian_hathor	EXISTING	egyptian_hathor
Khnum	Khnemu	H̱nmw	deity	Egyptian	corpus check	Already in the registry; his consorts Satis, Heqet and Menhit and his daughter Anuket were not, and are added.	egyptian_khnum	EXISTING	egyptian_khnum
Set	Seth | Sutekh	Stḫ	deity	Egyptian	corpus check	Already in the registry.	egyptian_set	EXISTING	egyptian_set
Nephthys	Nebet-het	Nbt-ḥwt	deity	Egyptian	corpus check	Already in the registry.	egyptian_nephthys	EXISTING	egyptian_nephthys
Sobek	Suchos	Sbk	deity	Egyptian	corpus check	Already in the registry; his Kom Ombo temple-partner Haroeris was not, and is added.	egyptian_sobek	EXISTING	egyptian_sobek
Taweret	Thoeris	Tꜣ-wrt	deity	Egyptian	corpus check	Already in the registry; the closely related Ipy is added and linked to her.	egyptian_taweret	EXISTING	egyptian_taweret
Serqet	Selket | Serket	srqt	deity	Egyptian	corpus check	Already in the registry; she guards Qebehsenuef, who is added.	egyptian_serqet	EXISTING	egyptian_serqet
Heka	Hike	ḥkꜣ	deity	Egyptian	corpus check	Already in the registry; Werethekau, built on the same word, is added.	egyptian_heka	EXISTING	egyptian_heka
Neith	Net	Nt	deity	Egyptian	corpus check	Already in the registry; she guards Duamutef, who is added.	egyptian_neith	EXISTING	egyptian_neith
Mandulis	Merul | Melul		deity	Egyptian	corpus check	Carried in the registry as a Beja (Blemmye) deity, which is where the cult comes from; the Kalabsha temple is Nubian rather than Egyptian.	beja_mandulis	CROSS-TRADITION SAME FIGURE	beja_mandulis
Anat	Anath		deity	Egyptian	corpus check	The Levantine goddess taken into Egyptian worship in the New Kingdom. Already carried as canaanite_anat; the Egyptian cult belongs to the Levantine-imports group deferred below.	canaanite_anat	CROSS-TRADITION SAME FIGURE	canaanite_anat
Astarte	Ashtart | Athtart		deity	Egyptian	corpus check	As Anat: a Levantine goddess with a New Kingdom Egyptian cult, already carried under four other traditions.	canaanite_athtart	CROSS-TRADITION SAME FIGURE	canaanite_athtart | phoenician_astarte | punic_astarte | yahwism_astarte
Reshep	Resheph | Reshef	Ršpw	deity	Egyptian	corpus check; reference treatment of Resheph	The Levantine war god, given a genuine New Kingdom Egyptian royal cult with its own iconography. Already carried as canaanite_resheph; an Egyptian record is a candidate for the Levantine-imports pass rather than this one.	canaanite_resheph	CROSS-TRADITION SAME FIGURE	canaanite_resheph | eblaite_resheph | phoenician_resheph | punic_resheph
Ptah-Sokar-Osiris		Ptḥ-Skr-Wsjr		Egyptian	Reference treatment of the composite deity	A syncretism of three gods, all three of which are now in the registry. Recording the compound as a fourth figure would be recording a theological operation rather than a deity; it is stated on Sokar's record instead.		REJECT	
Tenenet	Tjenenyet	Ṯnnt	deity	Egyptian	Reference lists of Egyptian deities	Named in the god-lists as a consort of Montu at Armant, but the sources reachable in this session give the name and nothing else.		BLOCKED	uncertainty: whether any character, iconography or cult is attested beyond the filiation to Montu; sources checked: general reference lists of Egyptian deities and the Montu treatment; evidence needed: a treatment of the Armant temple's divine personnel
Qebui	Qebehwet	Qbwj	deity	Egyptian	Reference lists of Egyptian deities	Named as the god of the north wind, four-headed and ram-formed, but nothing beyond the name and the direction could be substantiated here.		BLOCKED	uncertainty: whether Qebui is a distinct deity or one of the four winds' personifications named collectively; sources checked: general reference lists of Egyptian deities; evidence needed: a treatment of the Egyptian wind gods
Wepset	Wepeset	Wpst	deity	Egyptian	Reference lists of Egyptian deities	A serpent deity connected with the uraeus and with the Distant Goddess material; the sources reachable here give limited detail and no stable characterisation.		BLOCKED	uncertainty: her relation to the uraeus goddesses and whether she is distinct from them; sources checked: general reference lists of Egyptian deities; evidence needed: a treatment of the uraeus goddesses of the Dodecaschoenus
Petbe	Petbes		deity	Egyptian	Reference lists of Egyptian deities	A late god of revenge named in Greco-Egyptian sources from Akhmim; almost nothing could be substantiated beyond the name and the sphere.		BLOCKED	uncertainty: his attestation base and whether the 'god of revenge' description rests on more than one source; sources checked: general reference lists of Egyptian deities; evidence needed: a treatment of the Panopolis/Akhmim cults
