canonical_name	aliases	native_form	proposed_type	tradition	sources	inclusion_reason	duplicate_or_equivalent	disposition	corpus_name_hits
Kaveh	Kaveh the Blacksmith; Kaveh Ahangar	کاوه آهنگر	mortal	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	The blacksmith who leads the uprising against Zahhak and raises his leather apron on a spear - the Derafsh Kaviani, the standard of Iran for a thousand years. The one commoner in a cycle the registry held only the kings and heroes of.	New ID zoroastrian_kaveh	ADD	
Iraj	Eraj; Airyu	ایرج	mortal	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Youngest of Fereydun's three sons, murdered by his brothers; Iran is named after him and his killing is why the rest of the epic happens.	New ID zoroastrian_iraj	ADD	
Salm	Sarm; Sairima	سلم	mortal	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Eldest of Fereydun's three sons.	New ID zoroastrian_salm	ADD	
Tur	Tuar; Tura	تور	mortal	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	One of Fereydun's three sons and the ancestor of Afrasiab; Turan is named after him, so the war that fills the epic is a quarrel between two brothers that never ends.	New ID zoroastrian_tur	ADD	
Afrasiab	Afrasiyab; Frangrasyan	Fraŋrasiian	mortal	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	KING OF TURAN AND CHIEF ANTAGONIST OF THE WHOLE SHAHNAMEH, already in the Avesta as Frangrasyan. The corpus held Kay Kavus, Kay Khosrow, Siyavash, Rostam and Sohrab - five figures whose stories are all about this man - and not him.	New ID zoroastrian_afrasiab	ADD	
Tahmineh	Tahmina	تهمینه	mortal	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Mother of Sohrab. The corpus held Rostam with BOTH parents in parentIds and Sohrab with his father alone; this record supplies the missing half as a relation, because the batch does not modify pre-existing records.	New ID zoroastrian_tahmineh	ADD	
Nariman	Nairimanah	نریمان	mortal	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Father of Sam and head of the Sistan line Nariman - Sam - Zal - Rostam. Ingested on one line of citation and holding nothing but that line.	New ID zoroastrian_nariman	ADD	
Sam	Sam Nariman	سام	mortal	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Father of Zal, whom he abandoned in the Alborz for being born white-haired and later reclaimed after a dream. THE CORPUS HELD ZAL WITH AN EMPTY parentIds ARRAY and his son Rostam with both parents named.	New ID zoroastrian_sam	ADD	
Simurgh	Simorgh; Senmurv; Saena	سیمرغ	numen	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	The great bird who finds the abandoned Zal, chooses not to feed him to her chicks, and raises him. Ingested where named horses were rejected: she has a name, a will, a moral decision and a continuing role.	New ID zoroastrian_simurgh	ADD	
Jamshid			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the sweep. The Persian form of Yima, already carried as an alias on the existing record.	Alias on zoroastrian_yima	ALIAS	zoroastrian_yima
Zahhak			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the sweep. The Persian form of Azhi Dahaka, already carried on the existing record.	Alias on zoroastrian_azhi_dahaka	ALIAS	zoroastrian_azhi_dahaka
Fereydun			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the sweep. The Persian form of Thraetaona, already carried. This batch adds his three sons and points their parentIds at the existing record.	Alias on zoroastrian_thraetaona	ALIAS	zoroastrian_thraetaona
Garshasp			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the sweep. The Persian form of Keresaspa, already carried.	Alias on zoroastrian_keresaspa	ALIAS	zoroastrian_keresaspa
Bahman			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the sweep. The Middle Persian form of Vohu Manah, already carried.	Alias on zoroastrian_vohu_manah	ALIAS	zoroastrian_vohu_manah
Anahita			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the sweep. The short form of the existing record's name.	Alias on zoroastrian_aredvi_sura_anahita	ALIAS	zoroastrian_aredvi_sura_anahita
Goshtasp			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the sweep. The Middle Persian form of Vishtaspa; recorded as an alias on the new record rather than as a second figure.	Alias on zoroastrian_vishtaspa	ALIAS	zoroastrian_vishtaspa
Saoshyant			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the sweep. Recorded as an alias on the Astvat-ereta record. The word is also a common noun used of any benefactor, which is why the record is filed under the personal name.	Alias on zoroastrian_astvat_ereta	ALIAS	zoroastrian_astvat_ereta
Ahura Mazda			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. The Wise Lord.	Already present as zoroastrian_ahura_mazda	EXISTING	zoroastrian_ahura_mazda
Angra Mainyu			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. The adversary; this batch supplies the first man and the ox he destroys.	Already present as zoroastrian_angra_mainyu	EXISTING	zoroastrian_angra_mainyu
Spenta Mainyu			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. The bounteous spirit.	Already present as zoroastrian_spenta_mainyu	EXISTING	zoroastrian_spenta_mainyu
Vohu Manah			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Good thought; this batch supplies Aka Manah opposite him.	Already present as zoroastrian_vohu_manah	EXISTING	zoroastrian_vohu_manah
Asha Vahishta			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Best truth; this batch supplies the daeva Indra.	Already present as zoroastrian_asha_vahishta	EXISTING	zoroastrian_asha_vahishta
Khshathra Vairya			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Desirable dominion; this batch supplies Saurva.	Already present as zoroastrian_khshathra_vairya	EXISTING	zoroastrian_khshathra_vairya
Spenta Armaiti			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Holy devotion; this batch supplies Nanghaithya.	Already present as zoroastrian_spenta_armaiti	EXISTING	zoroastrian_spenta_armaiti
Haurvatat			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Wholeness; this batch supplies Taurvi.	Already present as zoroastrian_haurvatat	EXISTING	zoroastrian_haurvatat
Ameretat			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Immortality; this batch supplies Zairich.	Already present as zoroastrian_ameretat	EXISTING	zoroastrian_ameretat
Mithra			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Covenant; one of the three judges this batch supplies the witness for.	Already present as zoroastrian_mithra	EXISTING	zoroastrian_mithra
Sraosha			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Obedience; second judge.	Already present as zoroastrian_sraosha	EXISTING	zoroastrian_sraosha
Rashnu			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Justice, holding the scales; third judge.	Already present as zoroastrian_rashnu	EXISTING	zoroastrian_rashnu
Tishtrya			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Sirius. Held with ZERO relations; this batch supplies Apaosha.	Already present as zoroastrian_tishtrya	EXISTING	zoroastrian_tishtrya
Verethragna			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Victory.	Already present as zoroastrian_verethragna	EXISTING	zoroastrian_verethragna
Vayu			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Wind.	Already present as zoroastrian_vayu	EXISTING	zoroastrian_vayu
Atar			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Fire.	Already present as zoroastrian_atar	EXISTING	zoroastrian_atar
Haoma			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. The pressed plant.	Already present as zoroastrian_haoma	EXISTING	zoroastrian_haoma
Aredvi Sura Anahita			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. The waters.	Already present as zoroastrian_aredvi_sura_anahita	EXISTING	zoroastrian_aredvi_sura_anahita
Yima			mortal	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. First king; the vara.	Already present as zoroastrian_yima	EXISTING	zoroastrian_yima
Azhi Dahaka			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. The serpent-king; this batch supplies Kaveh, who rebels against him.	Already present as zoroastrian_azhi_dahaka	EXISTING	zoroastrian_azhi_dahaka
Thraetaona			mortal	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Fereydun; this batch supplies his three sons.	Already present as zoroastrian_thraetaona	EXISTING	zoroastrian_thraetaona
Zal			mortal	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held with an EMPTY parentIds array; this batch supplies his father, the abandonment and the bird that raised him.	Already present as zoroastrian_zal	EXISTING	zoroastrian_zal
Zurvan (Sogdian)			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	TRADITION-KEY QUESTION RAISED, NOT RESOLVED. The corpus holds sogdian_zurvan; this batch adds zoroastrian_zurvan and does not merge them, on the corpus's own precedent of holding zoroastrian_mithra and roman_mithraic_mysteries_mithras as two records. Merging is destructive and irreversible and is the owner's call. Seventh lane running to raise a tradition-key question.	Held as sogdian_zurvan; new record zoroastrian_zurvan	CROSS-TRADITION SAME FIGURE	sogdian_zurvan
Asmodeus / Ashmedai	Aeshma-daeva		deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	The corpus holds jewish_ashmedai. Aeshma is generally taken to stand behind that figure - the Asmodeus of Tobit who kills Sarah's seven husbands carries strikingly similar themes to the Avestan demon of wrath. A NEW VARIETY OF THE RECURRING FAULT: the tradition that borrowed was in the corpus and the tradition that lent was not. No equated-with edge is drawn, because the treatment describes a likely derivation rather than an identity and the kind is symmetric.	Held as jewish_ashmedai; new record zoroastrian_aeshma	CROSS-TRADITION SAME FIGURE	jewish_ashmedai
Indra (Hindu)			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	FALSE SWEEP HIT, investigated and resolved. hindu_indra is not the Zoroastrian arch-daeva of the same name. The shared name is a fact about the Indo-Iranian religious split - a god on one side, a demon on the other, together with Saurva and Nanghaithya - and not a relation between two individuals, so no cross-tradition edge is drawn and the new id is qualified.	Distinct figure; new record zoroastrian_indra_daeva	CROSS-TRADITION SAME FIGURE	hindu_indra; buddhist_sakra; burmese_thagyamin; mon_thagyamin
Vata		Vāta	deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	FALSE SWEEP HIT: 'Vata' matched hindu_vayu. The Iranian Vata is a distinct wind-yazata and the corpus separately holds zoroastrian_vayu. Not ingested in this batch - see the BLOCKED row.	No action	CROSS-TRADITION SAME FIGURE	hindu_vayu
Fravashis			numen	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. Always plural: the guardian spirits, ninety-nine thousand of whom guard the prophet's seed in Lake Kansaoya. A class, and a class the tradition counts rather than names.		REJECT	
The daevas (as a category)			numen	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. A category, not a figure. The named members are ingested; the class is not.		REJECT	
The Amesha Spentas (as a group)			numen	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. A group. All six members are already in the corpus individually, which is the correct treatment.		REJECT	
The Chinvat Bridge			numen	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. A place. This programme records people. Its tribunal - Mithra, Sraosha, Rashnu - is already in the corpus and this batch adds Daena, who crosses it.		REJECT	
Rakhsh			numen	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. Rostam's horse, identified by a name and an owner. Rejected on exactly the ground that rejected four Norse horses in lane 13 and Sivka-Burka in lane 14. The Simurgh and the sole-created ox are ingested because they are not that.		REJECT	
Vourukasha			numen	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. The mythical sea where Tishtrya fights Apaosha. A place.		REJECT	
Mount Hara / Alborz			numen	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. A place, and the one the Simurgh nests on.		REJECT	
The Derafsh Kaviani			numen	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. Kaveh's apron made a standard. An OBJECT, and a strong candidate for an items pass rather than a figure pass.		REJECT	
Pourushaspa and Dughdova			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. THE PROPHET'S OWN PARENTS, and this batch adds the prophet without them. SOURCES CHECKED: the searches that returned Zarathustra, Vishtaspa, Jamasp, Frashaoshtra and Pouruchista did not return a usable treatment of his parents. EVIDENCE NEEDED: a treatment of the birth legend. STRONG ADD - the same fault this lane is correcting, one generation up.		BLOCKED	
Hvovi			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Zarathustra's wife, and in the tradition the daughter of Frashaoshtra, who IS ingested here. SOURCES CHECKED: the Gathic-circle searches named the Hvogva clan and not her. EVIDENCE NEEDED: a treatment stating the marriage and the filiation. STRONG ADD.		BLOCKED	
Hutaosa			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Vishtaspa's queen, named in the Avesta. SOURCES CHECKED: the Vishtaspa searches did not return her. EVIDENCE NEEDED: a treatment of the Avestan references.		BLOCKED	
Hushang and Tahmuras			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The first two Pishdadian kings, before Jamshid, whom the corpus holds. SOURCES CHECKED: named in the Shahnameh searches without a retrievable treatment. EVIDENCE NEEDED: Shahnameh summaries. STRONG ADD - the corpus holds the third king of a dynasty and not the first two.		BLOCKED	
Vivanghant			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Yima's father, named in the Avesta. The corpus holds Yima with no parents. SOURCES CHECKED: not returned. EVIDENCE NEEDED: a treatment of the Yima material. STRONG ADD.		BLOCKED	
Manuchehr			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The king who avenges Iraj, whose murder this batch ingests the victim and the murderers of. SOURCES CHECKED: named in the Shahnameh searches without a treatment. EVIDENCE NEEDED: a Shahnameh summary. STRONG ADD - the batch adds the crime and not the reckoning.		BLOCKED	
Esfandiyar			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The invulnerable prince whom Rostam kills, and one of the three or four largest figures in the epic. SOURCES CHECKED: searched twice; the searches returned Zal and the Simurgh and not him. EVIDENCE NEEDED: a treatment of the Rostam and Esfandiyar episode. STRONG ADD.		BLOCKED	
Pashang and Garsivaz			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Afrasiab's father in the Shahnameh's own genealogy, and his brother. Their absence is why this batch records Afrasiab as a DESCENDANT of Tur rather than his son: one treatment makes Tur the father directly and the epic puts Pashang between. SOURCES CHECKED: named without treatments. EVIDENCE NEEDED: the genealogy, which would also settle that edge.		BLOCKED	
Kay Kobad, Nodar, Tus, Giv, Gudarz, Piran			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Further kings and champions of the Kayanian cycle on both sides. SOURCES CHECKED: not researched in this session. EVIDENCE NEEDED: Shahnameh summaries.		BLOCKED	
Bizhan and Manizheh, Sudabeh, Gordafarid			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The women and the love-plots of the epic, and a warrior woman who fights Sohrab to a standstill. SOURCES CHECKED: not researched in this session. EVIDENCE NEEDED: episode treatments. Flagged because the registry's Iranian holdings are 90 per cent male and this is where that would change.		BLOCKED	
Arash the Archer			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The archer whose single shot fixes the border between Iran and Turan - the border this batch's Salm-Tur-Iraj records create the quarrel over. SOURCES CHECKED: not researched. EVIDENCE NEEDED: a treatment of the legend.		BLOCKED	
Chista, Zam, Arshtat, Vanant, Satavaesa, Ushah, Rapithwin, Asman			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Further yazatas, several with Yashts of their own. SOURCES CHECKED: the yazata searches returned Ashi, Daena, Apam Napat and Drvaspa and named these without treating them. EVIDENCE NEEDED: a Yasht-by-Yasht pass, which is the obvious shape of the next Zoroastrian lane.		BLOCKED	
Airyaman and Neryosang			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Two Indo-Iranian yazatas, of healing prayer and of messages. SOURCES CHECKED: returned in a single line naming them as Indo-Iranian yazatas alongside Apam Napat, who IS ingested on a line that also gives his function. EVIDENCE NEEDED: one line of function each, which is the whole difference between these rows and that record.		BLOCKED	
Hvare-khshaeta and Mah			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The sun and the moon. SOURCES CHECKED: 'Mah' matched bactrian_mao in the sweep, a different figure under a different key. EVIDENCE NEEDED: treatments of the Khorshed and Mah Yashts. STRONG ADD - a corpus that holds Tishtrya and now Apaosha should hold the sun and the moon.		BLOCKED	
Vata			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The wind-yazata, distinct from Vayu, whom the corpus holds. SOURCES CHECKED: the sweep hit matched hindu_vayu, a false positive. EVIDENCE NEEDED: a treatment that distinguishes Vata from Vayu in the Iranian material, which is precisely the difficulty.		BLOCKED	
Jahi and Druj			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The primal female demon of the Bundahishn and the personification of the Lie itself. SOURCES CHECKED: searched with the daevas; the searches returned Aeshma, Az, Apaosha, Bushyasta and Nasu and not these two. EVIDENCE NEEDED: treatments. Druj in particular is the word the whole religion is organised against.		BLOCKED	
Arda Viraf			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The visionary whose journey through heaven and hell is the great Middle Persian afterlife text, and the reason the Chinvat material is as detailed as it is. SOURCES CHECKED: not researched. EVIDENCE NEEDED: a treatment of the Arda Viraf Namag.		BLOCKED	
Kartir, Adurbad, Tansar, Mazdak			deity	Zoroastrian	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Historical Sasanian religious figures. SOURCES CHECKED: not researched. EVIDENCE NEEDED: a scope decision as much as a citation - the tradition's era vocabulary is only 'primordial' and 'legendary', with no historical era registered, which is a schema question for the owner rather than a research question.		BLOCKED	
