canonical_name	aliases	native_form	proposed_type	tradition	sources	inclusion_reason	duplicate_or_equivalent	disposition	corpus_name_hits
Nammu	Namma | dNammu	dNammu	deity	Mesopotamian	Enki and Ninmah; reference treatment	Primeval sea, mother of Enki, who sets the making of humanity in motion. Absent.	Proposed new ID mesopotamian_nammu	ADD	
Ninshubur	Ninšubur | Papsukkal (Akkadian male form) | Ilabrat	dNin-šubur	deity	Mesopotamian	Descent of Inanna; reference treatment	Inanna's sukkal and second-in-command, who raises the alarm when she does not return. Absent.	Proposed new ID mesopotamian_ninshubur	ADD	
Namtar	Namtaru | dNam-tar	dNam-tar	deity	Mesopotamian	Descent of Inanna; Nergal and Ereshkigal	Fate-cutter, vizier of Ereshkigal, the demon who carries out the sentence. Absent.	Proposed new ID mesopotamian_namtar	ADD	
Nusku	dNusku	Nusku	deity	Mesopotamian	Reference treatment; Nippur material	Fire and lamp god, vizier of Enlil. Absent — the registry held the king Mutakkil-Nusku, not the god.	Proposed new ID mesopotamian_nusku	ADD	
Ishum	Išum | Hendursaga (Sumerian counterpart)	Išum	deity	Mesopotamian	Epic of Erra; reference treatment	God of fire, night watchman and herald, the voice that talks Erra out of finishing the destruction. Absent.	Proposed new ID mesopotamian_ishum	ADD	
Ninazu	dNin-a-zu	dNin-a-zu	deity	Mesopotamian	Reference treatment of Eshnunna and Enegi	Underworld god of Eshnunna and Enegi, father of Ningishzida. Absent.	Proposed new ID mesopotamian_ninazu	ADD	
Ningishzida	Ninĝišzida | dNin-ĝiš-zid-da	dNin-ĝiš-zid-da	deity	Mesopotamian	Adapa myth; Gudea material	Underworld god and gatekeeper of heaven in the Adapa myth, Gudea's personal god. Absent.	Proposed new ID mesopotamian_ningishzida	ADD	
Ishtaran	Ištaran | Sataran	Ištaran	deity	Mesopotamian	Lagash-Umma boundary texts; reference treatment	God of Der and divine arbitrator, invoked to settle the oldest documented interstate dispute. Absent.	Proposed new ID mesopotamian_ishtaran	ADD	
Zababa	dZa-ba4-ba4	Zababa	deity	Mesopotamian	Reference treatment	War god and tutelary deity of Kish, counted among Inanna's consorts. Absent.	Proposed new ID mesopotamian_zababa	ADD	
Enmesharra	Enmešarra | dEn-me-šar2-ra	dEn-me-šar2-ra	deity	Mesopotamian	God-lists; theogony of Enlil; reference treatment	Deposed god of an older generation, 'lord of all the me', described as a ghost of the underworld. Absent.	Proposed new ID mesopotamian_enmesharra	ADD	
Enkidu	Enkidug | dEn-ki-du10	dEn-ki-du10	mortal	Mesopotamian	Epic of Gilgamesh I-VIII	Half the Epic of Gilgamesh. The registry held Gilgamesh, Ninsun and Lugalbanda and not him.	Proposed new ID mesopotamian_enkidu	ADD	
Humbaba	Huwawa | Ḫumbaba | Ḫuwawa	Ḫuwawa	deity	Mesopotamian	Epic of Gilgamesh V; Gilgamesh and Huwawa	Guardian of the Cedar Forest set there by Enlil, killed by the heroes. Absent.	Proposed new ID mesopotamian_humbaba	ADD	
Siduri	Šiduri | the alewife | sābītu	Šiduri	deity	Mesopotamian	Epic of Gilgamesh X; OB Meissner fragment	The divine alewife whose counsel is the oldest recorded carpe diem. Absent.	Proposed new ID mesopotamian_siduri	ADD	
Utnapishtim	Uta-napishti | Utanapishtim | Atra-hasis | Atrahasis | Ziusudra | Xisouthros	Zi-u4-sud-ra	mortal	Mesopotamian	Epic of Gilgamesh XI; Atra-hasis; Sumerian flood story	The flood hero. One record for the figure the three traditions name Ziusudra, Atra-hasis and Utnapishtim.	Proposed new ID mesopotamian_utnapishtim	ADD	
Shamhat	Šamḫat | Shamhatu	Šamḫat	mortal	Mesopotamian	Epic of Gilgamesh I, II, VII	The harimtu who brings Enkidu out of the wild, cursed and then blessed by him in Tablet VII. Absent.	Proposed new ID mesopotamian_shamhat	ADD	
Gugalanna	Gugalana | Gud-an-na | the Bull of Heaven	gu4-gal-an-na	deity	Mesopotamian	Descent of Inanna; Epic of Gilgamesh VI	Husband of Ereshkigal whose funeral is Inanna's pretext, identified with the Bull of Heaven. Absent.	Proposed new ID mesopotamian_gugalanna	ADD	
Anzu	Anzû | Imdugud | Im-dugud | Zu	dIm-dugud	deity	Mesopotamian	Anzu epic; reference treatment	The lion-headed storm bird who steals the Tablet of Destinies. Absent.	Proposed new ID mesopotamian_anzu	ADD	
Lamashtu	Lamaštu | Dimme | dDim3-me	dDim3-me	deity	Mesopotamian	Lamashtu incantations and amulets; Met Museum record	Daughter of Anu, the child-killing demoness of the best-attested body of household ritual in Mesopotamia. Absent.	Proposed new ID mesopotamian_lamashtu	ADD	
Pazuzu	Pazūzu	Pazūzu	deity	Mesopotamian	Pazuzu amulets and statuettes; reference treatment	King of the wind demons, son of Hanbi, worn as protection against Lamashtu. Absent.	Proposed new ID mesopotamian_pazuzu	ADD	
Asag	Asakku | Azag | Asakku-demon	Asag	deity	Mesopotamian	Lugal-e	The mountain demon of Lugal-e, whose defeat is the myth of Mesopotamian irrigation. Absent.	Proposed new ID mesopotamian_asag	ADD	
Adapa	Adapa of Eridu | Uan-Adapa | Adapa the sage	Adapa	mortal	Mesopotamian	Myth of Adapa (Adapa and the Food of Life)	Sage of Eridu who refused the bread of life; one of the two great Akkadian legends of a mortal reaching for immortality. Absent.	Proposed new ID mesopotamian_adapa	ADD	
Etana	Etana of Kish | Etana the shepherd	Etana	mortal	Mesopotamian	Sumerian King List; legend of Etana	Shepherd-king of Kish carried to heaven by an eagle to find the plant of birth. Absent.	Proposed new ID mesopotamian_etana	ADD	
Bau	Baba | Bawa | dBa-u2	dBa-u2	deity	Mesopotamian	Oracc AMGG s.v. Baba; Gudea inscriptions	Daughter of An, wife of Ningirsu, chief goddess of Lagash from Gudea on, whose temple archive is one of the largest from third-millennium Mesopotamia. Absent.	Proposed new ID mesopotamian_bau	ADD	
Haya	Ḫaya | Haia | dHa-ià	Ḫaya	deity	Mesopotamian	Oracc AMGG s.v. Haya	God of scribes, divine accountant and doorkeeper, husband of Nisaba. Was present only as a clause inside Nisaba's record.	Proposed new ID mesopotamian_haya	ADD	
Ninti	Nin-ti | dNin-ti	dNin-ti	deity	Mesopotamian	Enki and Ninhursag; A hymn to Ninkasi	'Lady of the rib' / 'lady who makes live', born to heal Enki's rib, and Ninkasi's mother in the hymn's own words. Absent.	Proposed new ID mesopotamian_ninti	ADD	
Hanbi	Hanpa | Hanba | Hanbu	Ḫanbi	deity	Mesopotamian	Louvre Pazuzu statuette MNB 467 inscription; incantation texts	King of the demons, named in Pazuzu's own voice on the amulet: 'I am Pazuzu, son of Hanpa.' Thin but inscriptionally attested, and the joint that makes two paternities into edges.	Proposed new ID mesopotamian_hanbi	ADD	
Urshanabi	Ur-shanabi | Sursunabu (Old Babylonian)	Ur-šanabi	mortal	Mesopotamian	Epic of Gilgamesh X-XI	Utnapishtim's boatman, the only crossing of the Waters of Death, and the man the epic's last speech is addressed to. Absent.	Proposed new ID mesopotamian_urshanabi	ADD	
Balih	Balih of Kish | Palakinatim	Balīh	mortal	Mesopotamian	Sumerian King List; reference treatment	Son and successor of Etana at Kish — the son the Etana legend is about. Absent.	Proposed new ID mesopotamian_balih	ADD	
Nanaya	Nanāy | Nanaja | Nanai | Nanâ	Nanaya	deity	Mesopotamian	Reference treatment of Nanaya; Sogdian Nana material	Goddess of love at Uruk, Larsa and Borsippa, worshipped for two millennia. Was in the registry only as an alias on the Sogdian record that descends from her.	Proposed new ID mesopotamian_nanaya	ADD	
Shara	Šara | dŠara2	dŠara2	deity	Mesopotamian	Reference treatment; Umma temple hymn; Descent of Inanna	Tutelary god of Umma, son of Inanna of Zabalam — the god on the other side of the Lagash-Umma war from Ningirsu. Absent.	Proposed new ID mesopotamian_shara	ADD	
Isimud	Usmu | Usmû | dIsimud	dIsimud	deity	Mesopotamian	Enki and Inanna; Akkadian cylinder seals	Enki's two-faced sukkal and messenger, recognisable on the seals from the double face alone. Absent.	Proposed new ID mesopotamian_isimud	ADD	
Ninura	Nin-ura | dNin-ura	dNin-ura	deity	Mesopotamian	Reference treatment of Shara and Ninura	Goddess of the Umma region and Shara's wife in the third millennium, whose cult does not survive the Old Babylonian reorganisation. Absent.	Proposed new ID mesopotamian_ninura	ADD	
Atra-hasis	Atrahasis | Atra-ḫasis	Atra-ḫasīs	deity	Mesopotamian	Atra-hasis epic; reference treatment	The Akkadian name of the flood hero. The reference literature states the identity with Ziusudra and Utnapishtim outright.	Alias on mesopotamian_utnapishtim	ALIAS	mesopotamian_utnapishtim
Ziusudra	Zi-u4-sud-ra | Zisudra	Zi-u4-sud-ra	deity	Mesopotamian	Sumerian flood story; reference treatment	The Sumerian name of the same flood hero; creating a second record would be the duplicate-transliteration error this programme forbids.	Alias on mesopotamian_utnapishtim	ALIAS	mesopotamian_utnapishtim
Xisouthros	Xisuthros | Sisythes	Ξίσουθρος	deity	Mesopotamian	Berossus via later Greek excerptors	Berossus' Greek rendering of Ziusudra.	Alias on mesopotamian_utnapishtim	ALIAS	mesopotamian_utnapishtim
Ninisina	Nin-Isina	dNin-Isina	deity	Mesopotamian	Oracc AMGG s.v. Gula/Ninkarrak	'Lady of Isin', a healing goddess already largely merged with Gula in antiquity; the sources cannot keep them apart.	Alias on mesopotamian_gula	ALIAS	mesopotamian_gula
Ninkarrak	Nin-Karrak	dNin-kar-ra-ak	deity	Mesopotamian	Oracc AMGG s.v. Gula/Ninkarrak	Healing goddess syncretised with Gula.	Alias on mesopotamian_gula	ALIAS	mesopotamian_gula
Nintinugga	Nin-tin-ug5-ga	dNin-tin-ug5-ga	deity	Mesopotamian	Reference treatment	Nippur healing goddess absorbed into the Gula complex.	Alias on mesopotamian_gula	ALIAS	mesopotamian_gula
Huwawa	Ḫuwawa	Ḫuwawa	deity	Mesopotamian	Gilgamesh and Huwawa	The older Sumerian form of Humbaba's name, same figure.	Alias on mesopotamian_humbaba	ALIAS	mesopotamian_humbaba
Imdugud	Im-dugud	dIm-dugud	deity	Mesopotamian	Tell al-Ubaid relief; reference treatment	The Sumerian name of the storm bird the Akkadians call Anzu.	Alias on mesopotamian_anzu	ALIAS	mesopotamian_anzu
Asakku	Azag	Asakku	deity	Mesopotamian	Lugal-e; incantation literature	The Akkadian name for Asag; also the word for a class of illness-demons, which is why only the Lugal-e individual is recorded.	Alias on mesopotamian_asag	ALIAS	mesopotamian_asag
Dimme	dDim3-me	dDim3-me	deity	Mesopotamian	Lamashtu incantations	The Sumerian writing of Lamashtu's name.	Alias on mesopotamian_lamashtu	ALIAS	mesopotamian_lamashtu
Usmu	Usmû	Usmû	deity	Mesopotamian	Akkadian seals; reference treatment	The Akkadian name of Isimud.	Alias on mesopotamian_isimud	ALIAS	mesopotamian_isimud
Sud	dSud3	dSud3	deity	Mesopotamian	Enlil and Sud; reference treatment	Sud of Shuruppak is the name Ninlil carries before her marriage to Enlil; identified with her early and fully absorbed.	Alias noted on mesopotamian_ninlil	ALIAS	mesopotamian_ninlil
Nunbarshegunu	Nunbaršegunu	Nun-bar-še-gu-nu	deity	Mesopotamian	Enlil and Ninlil; An = Anum	Ninlil's mother's name in Enlil and Ninlil; An = Anum states it is an alternate name of Nisaba.	Alias of mesopotamian_nisaba	ALIAS	mesopotamian_nisaba
Uanna	Oannes | Uan-Adapa	U4-an-na	mortal	Mesopotamian	Apkallu lists; Berossus	Widely identified with Adapa as the first of the seven antediluvian sages; recorded in variants on his record rather than as a second figure.	Variant on mesopotamian_adapa	ALIAS	mesopotamian_adapa
Erra	Erragal | Meslamtaea	Erra	deity	Mesopotamian	Epic of Erra; corpus check	Already carried by the registry as an alias on the Nergal record, together with Erragal and Meslamtaea. A separate record would be a duplicate.	Alias on mesopotamian_nergal (pre-existing)	EXISTING	mesopotamian_nergal
Anu	An	An	deity	Mesopotamian	corpus check	Already in the registry.	mesopotamian_anu	EXISTING	mesopotamian_anu
Enlil		dEn-lil2	deity	Mesopotamian	corpus check	Already in the registry.	mesopotamian_enlil	EXISTING	mesopotamian_enlil
Enki	Ea | Nudimmud	dEn-ki	deity	Mesopotamian	corpus check	Already in the registry.	mesopotamian_enki	EXISTING	mesopotamian_enki
Inanna	Ishtar	dInanna	deity	Mesopotamian	corpus check	Already in the registry.	mesopotamian_inanna	EXISTING	mesopotamian_inanna
Utu	Shamash	dUtu	deity	Mesopotamian	corpus check	Already in the registry.	mesopotamian_utu	EXISTING	mesopotamian_utu
Nanna	Sin | Suen	dNanna	deity	Mesopotamian	corpus check	Already in the registry.	mesopotamian_nanna	EXISTING	mesopotamian_nanna
Nergal		dNergal	deity	Mesopotamian	corpus check	Already in the registry.	mesopotamian_nergal	EXISTING	mesopotamian_nergal
Ereshkigal		dEreš-ki-gal	deity	Mesopotamian	corpus check	Already in the registry.	mesopotamian_ereshkigal	EXISTING	mesopotamian_ereshkigal
Marduk		dMarduk	deity	Mesopotamian	corpus check	Already in the registry.	mesopotamian_marduk	EXISTING	mesopotamian_marduk
Nabu		dNabû	deity	Mesopotamian	corpus check	Already in the registry.	mesopotamian_nabu	EXISTING	mesopotamian_nabu
Adad	Ishkur	dAdad	deity	Mesopotamian	corpus check	Already in the registry.	mesopotamian_adad	EXISTING	mesopotamian_adad
Ninhursag	Ninmah | Nintu | Aruru | Belet-ili | Mami	dNin-ḫur-saĝ	deity	Mesopotamian	corpus check	Already in the registry, with Aruru — the maker of Enkidu — among her aliases.	mesopotamian_ninhursag	EXISTING	mesopotamian_ninhursag
Tiamat		Tiāmat	deity	Mesopotamian	corpus check	Already in the registry.	mesopotamian_tiamat	EXISTING	mesopotamian_tiamat
Apsu	Abzu	Apsû	deity	Mesopotamian	corpus check	Already in the registry.	mesopotamian_apsu	EXISTING	mesopotamian_apsu
Lahmu	Laḫmu	Laḫmu	deity	Mesopotamian	corpus check	Already in the registry; his pair Lahamu was not, and is added.	mesopotamian_lahmu	EXISTING	mesopotamian_lahmu
Kingu	Qingu	Kingu	deity	Mesopotamian	corpus check	Already in the registry.	mesopotamian_kingu	EXISTING	mesopotamian_kingu
Mummu		Mummu	deity	Mesopotamian	corpus check	Already in the registry.	mesopotamian_mummu	EXISTING	mesopotamian_mummu
Gilgamesh	Bilgames	dGIŠ-gin2-maš	demigod	Mesopotamian	corpus check	Already in the registry, in the seed core; relations toward him therefore use non-symmetric kinds only.	mesopotamian_gilgamesh	EXISTING	mesopotamian_gilgamesh
Ninsun		dNin-sumun2	deity	Mesopotamian	corpus check	Already in the registry.	mesopotamian_ninsun	EXISTING	mesopotamian_ninsun
Lugalbanda		dLugal-banda3	demigod	Mesopotamian	corpus check	Already in the registry.	mesopotamian_lugalbanda	EXISTING	mesopotamian_lugalbanda
Dumuzi	Tammuz	dDumu-zi	deity	Mesopotamian	corpus check	Already in the registry.	mesopotamian_dumuzi	EXISTING	mesopotamian_dumuzi
Geshtinanna		dĜeštin-an-na	deity	Mesopotamian	corpus check	Already in the registry.	mesopotamian_geshtinanna	EXISTING	mesopotamian_geshtinanna
Anunnaki	Anunna	da-nun-na		Mesopotamian	Enuma Elish; Descent of Inanna	A collective term for the great gods, not an individual. The programme forbids ingesting generic classes.		REJECT	
Igigi		dI2-gi3-gi3		Mesopotamian	Atra-hasis; reference treatment	Collective term for the younger working gods; a class, not a figure.		REJECT	
Apkallu	Seven Sages	apkallu		Mesopotamian	Berossus; apkallu lists	A class of seven antediluvian sages. Individuals within it (Adapa/Uanna) are recorded; the class is not.		REJECT	
Lamassu	Shedu | Lamma	dLamma		Mesopotamian	Assyrian palace reliefs	A class of protective spirits — the colossi at the gates — not a named individual.		REJECT	
Udug	Utukku	udug		Mesopotamian	Udug-hul incantations	A class of demons. Their king Hanbi is recorded; the class is not.		REJECT	
Gallu	Galla	gal5-la2		Mesopotamian	Descent of Inanna	The demons who seize Dumuzi: a class of enforcers, unnamed individually.		REJECT	
Sebitti	The Seven	dIMIN.BI		Mesopotamian	Epic of Erra	A group of seven war gods acting as one; no individual names and no individual characters.		REJECT	
Kur		kur		Mesopotamian	Sumerian literature	The word for mountain, foreign land and underworld, and sometimes read as a dragon. Too unstable between common noun and being to record as a figure.		REJECT	
Sharur	Šar-ur	šar2-ur3		Mesopotamian	Lugal-e	Ninurta's talking mace. An object, however articulate — belongs to the items layer, not the figure layer.		REJECT	
Ḫegir	Hegir	dḪe2-ĝir	deity	Mesopotamian	Oracc AMGG s.v. Baba	A child of Bau and Ningirsu named in the reference treatment, but with nothing recorded beyond the name and the parentage in the sources consulted here.		BLOCKED	uncertainty: whether Ḫegir has any attested character or cult beyond the filiation; sources checked: Oracc AMGG s.v. Baba, reference treatment of Bau; evidence needed: a treatment of the Lagash divine family that says what Ḫegir does
Igalim	Ig-alim	dIg-alim	deity	Mesopotamian	Oracc AMGG s.v. Baba; Gudea cylinders	Son of Bau and Ningirsu, named in the Gudea material as a door-god of the Eninnu; the sources reachable here give the filiation and the name of his office but not enough to populate a record without guessing.		BLOCKED	uncertainty: his function beyond the Eninnu doorkeeping epithet; sources checked: Oracc AMGG s.v. Baba, reference treatments of Ningirsu and Gudea; evidence needed: a treatment of the Gudea cylinders' divine personnel
Shulshaga	Šul-šaga	dŠul-ša3-ga	deity	Mesopotamian	Oracc AMGG s.v. Baba	Son of Bau and Ningirsu. Same position as Igalim: the filiation is solid, the character is not recoverable from what could be reached in this session.		BLOCKED	uncertainty: his character and cult; sources checked: Oracc AMGG s.v. Baba; evidence needed: a treatment of the Lagash pantheon's second rank
Qudmu		Qudmu	deity	Mesopotamian	Reference treatment of Ishtaran	Named as Ishtaran's sukkal and nothing else in the sources reachable here.		BLOCKED	uncertainty: whether anything beyond the name and the office is attested; sources checked: reference treatment of Ishtaran; evidence needed: a treatment of the Der pantheon
Shatrat-Deri	Šarrat-Deri	Šarrat-Dēri	deity	Mesopotamian	Reference treatment of Ishtaran	'Queen of Der', named as Ishtaran's consort; the name is effectively a title of the city's goddess and the sources here do not say more.		BLOCKED	uncertainty: whether Šarrat-Deri is a distinct goddess or a title of another; sources checked: reference treatment of Ishtaran; evidence needed: a treatment of Der's local pantheon
