canonical_name	aliases	native_form	proposed_type	tradition	sources	inclusion_reason	duplicate_or_equivalent	disposition	corpus_name_hits
Hondus	Hontus | Hunte | Hondos | Hondus Jovius | Hondus Serfius | Hunte Iuvie | Hunte Cerfi	hunte	deity	Umbrian	TI Ib 4-7; IIa 15-43; VIb 45-47	Divine recipient of the Hondia; Jovian and Cerfian cult titles retained on one record.	Proposed new ID umbrian_hondus	ADD	
Vesticius Sancius	Vestice Sace | Vestiçe Saçe | Uestisier	vestiçe saçe	deity	Umbrian	TI IIa 4; VIa 14	Named recipient in the remedial ritual; independently named in the augural boundary description.	Proposed new ID umbrian_vesticius_sancius	ADD	
Spector	Speture | Spetture	speture	deity	Umbrian	TI IIa 5	Distinct named recipient in the remedial sacrifice.	Proposed new ID umbrian_spector	ADD	
Puemonus Popricus	Pomonus Poplicus | Puemonos Popricos | Puemune Puprike | Puemune Pupřike	puemune pupřike	deity	Umbrian	TI III 26-35; IV 1-33	God jointly worshipped with Vesuna. Do not infer identity with Roman Pomona from name resemblance.	Proposed new ID umbrian_puemonus_popricus	ADD	
Vesuna	Vesona | Vesune	vesune	deity	Umbrian	TI IV 3-13, 25-26	Individually named goddess associated with Puemonus; marriage is not asserted by the inscription.	Proposed new ID umbrian_vesuna	ADD	
Cupra	Cubra | Cupra Mater | Cupra Mother of the Plestini	cupras matres pletinas | CVBRAR MATRER	deity	Umbrian	ST Um 17-20; ST Um 7; M16; C01	Named goddess of the Plestia and Fossato di Vico dedications; shared Umbrian/Picene cult.	Proposed new ID umbrian_cupra	ADD	
Picus Martius	Piquier Martier | Picus of Mars	piquier martier	deity	Umbrian	TI Vb 8-18	The tablets name estates of this figure. No invented royal genealogy or transformation is imported from Latin Picus.	Proposed new ID umbrian_picus_martius	ADD	
Clitumnus	Clitunno | Jupiter Clitumnus	Clitumnus	deity	Umbrian	Pliny Epistles 8.8; Suetonius Caligula 43	Local river deity and oracle in Umbria. His local cult merits a record; the Jupiter identification is retained with caution.	Proposed new ID umbrian_clitumnus	ADD	
Valentia of Ocriculum	Valentia	Valentia	deity	Umbrian	Tertullian Apologeticum 24.8	Explicitly named municipal deity of Ocriculum; functions beyond the municipal cult are unknown.	Proposed new ID umbrian_valentia	ADD	
Visidianus of Narnia	Visidianus	Visidianus	deity	Umbrian	Tertullian Apologeticum 24.8	Explicitly named municipal deity of Narnia; no unattested genealogy or healing faculty supplied.	Proposed new ID umbrian_visidianus	ADD	
Fisovius Sancius	Fisouie Sansie	fisouie sanśie	deity	Umbrian	TI VIb 5-18	Related form within the same ritual complex; retain together pending stronger evidence for distinct identity.	umbrian_fisus_sancius	ALIAS	
Hondus Serfius	Hunte Cerfi | Honde Serfi	honde śerfi	deity	Umbrian	TI Ib 4-7; VIb 45-47	Cerfian form of Hondus; no unsupported second individual.	umbrian_hondus	ALIAS	
Hondus Jovius	Hunte Iuvie	hunte iuvie	deity	Umbrian	TI IIa 20, 34-35	Jovian form of Hondus.	umbrian_hondus	ALIAS	
Mars Hodius	Marte Hurie | Marte Horse	marte huřie	deity	Umbrian	TI Ib 2; VIb 43	Cult epithet of the already registered Umbrian Mars.	umbrian_mars_grabovius	ALIAS	
Jupiter Sancius	Iuve Patre Saci | Iupater Sace	iuvepatre saçi	deity	Umbrian	TI IIb 17, 22-29	Named Jupiter with a cult epithet; no second Jupiter identity.	umbrian_jupiter_grabovius	ALIAS	
Iupater	Iuvepatre | Iuve | Iuve Patre	iuvepatre	deity	Umbrian	TI IIa 5; III 22	Inflectional and compound forms of the already registered Jupiter.	umbrian_jupiter_grabovius	ALIAS	
Grabovius	Grabovie | Krapuvi	krapuvi	deity	Umbrian	TI Ia 3, 11, 21	Epithet shared by three gods; not an additional individual.	umbrian_jupiter_grabovius | umbrian_mars_grabovius | umbrian_vofionus_grabovius	ALIAS	
Cupra Mater	Cubrar Matrer | Cupras Matres	cupras matres	deity	Umbrian	ST Um 7; ST Um 17-20	Mater is the title of Cupra; retain Plestinian/local evidence in one record.	umbrian_cupra	ALIAS	
Ahtus Jovius	Ahtu Iuvip | Ahtus Jupiter	ahtu iuvip	undetermined	Umbrian	TI IIa 10; OB19 s.v. ahtu	Theonym versus divine epithet and the expansion of iuvip are disputed; primary critical commentary still needed.	umbrian_jupiter_grabovius?	BLOCKED	
Ahtus Martius	Ahtu Marti | Ahtus Mars	ahtu marti	undetermined	Umbrian	TI IIa 11; OB19 s.v. ahtu	Theonym versus epithet of Mars is unsettled; do not duplicate Mars on this evidence.	umbrian_mars_grabovius?	BLOCKED	
Stabilis Jovius	Stafli Iuve | Stafli	stafli	undetermined	Umbrian	TI Ia 30-31; OB19 s.v. stafli	Poultney renders a divine name; competing lexical analyses render an adjective. Critical edition needed.	umbrian_jupiter_grabovius?	BLOCKED	
Dicamnus Jovius	Tikamne Iuvie | Ticamnus	tikamne iuvie	undetermined	Umbrian	TI IIa 8; OB19 s.v. tikamne	Competing theonym and common-noun analyses require checking the critical editions, not voting between lists.	etruscan_tecum? (not in current corpus)	BLOCKED	
Hula	Hule	hule	undetermined	Umbrian	TI IV 17; OB19 s.v. hule	Named recipient in Poultney; need contemporary commentary to settle personhood and its relationship to Vesuna.	umbrian_vesuna?	BLOCKED	
Purdovif	Purtupite	purtupite	undetermined	Umbrian	TI IV 14; OB19 s.v. purtuvies	Poultney renders a recipient; Rix/Untermann, as reported by OB19, read a defective imperative. Their commentary was not directly consulted.		BLOCKED	
Padella	Padellar	padellar	undetermined	Umbrian	TI VIa 14; OB19 s.v. padellar	Gate-name derivation alone is insufficient here to settle a distinct divine person. Need critical cult discussion.	Roman Panda?	BLOCKED	
Hoius	Hoier	hoier	undetermined	Umbrian	TI VIa 14; OB19 s.v. hoier	Boundary landmark may name a human owner rather than a deity.		BLOCKED	
Coredius	Kureties | Coredier	kureties	undetermined	Umbrian	TI Ib 4; VIb 45; OB19 s.v. kureties	Grove designation may derive from a family name; does not by itself settle a god.		BLOCKED	
Smurcia			undetermined	Umbrian	TI VIa 13; P59	Temple/landmark translation needs collation of original name and personhood; no ID minted.		BLOCKED	
Supunna	Supunne | Supuna | Soquunda	supunne	undetermined	Umbrian	ST Um 24; OB19 s.v. supunne	Minor inscription known through lexical locator; primary object/text and scholarly interpretation not yet verified.		BLOCKED	
Arentia (Umbrian candidate)	Arentei	arentei	undetermined	Umbrian	OB19 Um 202 (compiler numbering)	Need original findspot and edition; do not conflate with Iberian Arentia on spelling alone.	Lusitanian Arentia?	BLOCKED	
Voburius / Voburia	Uoburi | Uobúri	uobúrí	undetermined	Umbrian	ST Um 41; OB19 s.v. uobúrí	Palaeo-Umbrian attribution and gender/personhood need the original inscription edition.		BLOCKED	
Semo	Semonia	sehmenier	undetermined	Umbrian	TI IIb 1; Vb 11, 16; P59	A festival or adjectival designation does not establish a distinct figure without further commentary.	Roman Semo Sancus?	BLOCKED	
Miletina	Miletinar	miletinar	undetermined	Umbrian	TI VIa 13; OB19 s.v. miletinar	Usually a personal/family designation; minority theonym interpretation needs critical review.		BLOCKED	
Jupiter Arsmo	Iuve Patre Armune	iuve patre ařmune	undetermined	Umbrian	TI IIb 7; OB19 s.v. ařmune	Poultney divine epithet versus ritual noun; no extra deity warranted until resolved.	umbrian_jupiter_grabovius?	BLOCKED	
Ancites	Acetus | Açetus	açetus	undetermined	Umbrian	TI IIa 14; OB19 s.v. açetus	Collective plural; no individually named member established.	Ahtus complex?	REJECT	
Lucius Tetteius	Vuvcis Teteies	vuvçis teteies	mortal	Umbrian	TI Ib 45; IIa 44	Historical approving official; no divine ancestry, legendary narrative, or cult demonstrated.		REJECT	
Jupiter (Roman identity)	Iuppiter	Iuppiter	deity	Umbrian	Existing corpus roman_iuppiter; TI Ia 3	Existing Roman figure remains separate from Umbrian Jupiter under repository precedent.	roman_iuppiter	EXISTING	messapian_zis | roman_iuppiter
Pomona (Roman identity)	Pomona	Pomona	deity	Umbrian	Existing corpus roman_pomona; TI III-IV	Roman goddess exists; phonetic resemblance does not make her an alias of male Puemonus.	roman_pomona	EXISTING	roman_pomona
