canonical_name	aliases	native_form	proposed_type	tradition	sources	inclusion_reason	duplicate_or_equivalent	disposition	corpus_name_hits
Furrina	Furina | Furrinae (the nymphs of her grove)	Furrina	deity	Roman	Reference treatment of Furrina, the antiquity of her cult, the flamen Furrinalis and the Furrinalia.	Archaic spring goddess with her own flamen and a festival kept after her function was forgotten.	Proposed new ID roman_furrina	ADD	
Vacuna	Vacuna of the Sabines	Vacuna	deity	Roman	Horace, Epistles 1.10, written 'behind Vacuna's crumbling shrine'.; Reference treatment of Vacuna and the ancient disagreement over her identification.	Sabine goddess attested by Horace; ancient authorities disagreed on her identification.	Proposed new ID roman_vacuna	ADD	
Laverna	Laverna of thieves	Laverna	deity	Roman	Reference treatment of Laverna, her spheres and her associations.	Goddess of gain, thieves and the poor; a gate of Rome bears her name.	Proposed new ID roman_laverna	ADD	
Libitina	Lubentina | Libitina Venus	Libitina	deity	Roman	Reference treatment of Libitina, her sphere and her grove on the Esquiline.	Goddess of funerals; her Esquiline grove was the undertakers base and the death register.	Proposed new ID roman_libitina	ADD	
Carmenta	Carmentis | Nicostrate	Carmenta	deity	Roman	Reference treatment of Carmenta, the Camenae, and the Carmentalia.	Goddess of childbirth and prophecy with her own flamen and the Carmentalia.	Proposed new ID roman_carmenta	ADD	
Egeria	Aegeria | Egeria of the grove	Egeria	numen	Roman	Reference treatment of Egeria as nymph of childbirth and giver of wisdom and prophecy, and one of the Camenae.	Spring nymph and counsellor of Numa; one of the four Camenae.	Proposed new ID roman_egeria	ADD	
Antevorta	Antevorta of the head-first birth | Porrima	Antevorta	numen	Roman	Reference treatment of the four Camenae and of Antevorta and Postvorta as birth goddesses.	Birth goddess of the head-first presentation; one of the four Camenae.	Proposed new ID roman_antevorta	ADD	
Postvorta	Postverta | Prorsa	Postvorta	numen	Roman	Reference treatment of the four Camenae and of Antevorta and Postvorta as birth goddesses.	Birth goddess of the breech presentation; one of the four Camenae.	Proposed new ID roman_postvorta	ADD	
Anna Perenna	Anna Perenna of the Ides of March	Anna Perenna	deity	Roman	Ovid, Fasti, on Anna Perenna, her identification with Dido's sister, and the Minerva impersonation that accounts for the festival's jokes.; Reference treatment of Anna Perenna as goddess of 	Goddess of the turning year; festival of 15 March.	Proposed new ID roman_anna_perenna	ADD	
Mater Matuta	Matuta | Mater Matuta of the Matralia	Mater Matuta	deity	Roman	Reference treatment of Mater Matuta, her spheres, and the ritual of the Matralia.	Goddess of the Matralia of 11 June.	Proposed new ID roman_mater_matuta	ADD	
Cloacina	Venus Cloacina | Cluacina	Cloacina	deity	Roman	Reference treatment of Cloacina as goddess of the sewer system of Rome.	Goddess of the Cloaca Maxima with a shrine in the Forum.	Proposed new ID roman_cloacina	ADD	
Cardea	Carda | Cardea of the hinge	Cardea	deity	Roman	Ovid, Fasti 6, on Cardea, the hinge, and the whitethorn rite.; Reference treatment of the threefold division of the Roman doorway.	Goddess of the door hinge; Ovid Fasti 6.	Proposed new ID roman_cardea	ADD	
Forculus	Forculus of the door-leaf	Forculus	deity	Roman	Augustine, De civitate Dei 4.8, on Forculus, Cardea and Limentinus.	God of the door-leaf; Varro via Augustine De civitate Dei 4.8.	Proposed new ID roman_forculus	ADD	
Limentinus	Limentinus of the threshold	Limentinus	deity	Roman	Augustine, De civitate Dei 4.8, on Forculus, Cardea and Limentinus.	God of the threshold; Varro via Augustine De civitate Dei 4.8.	Proposed new ID roman_limentinus	ADD	
Dis Pater	Dis	Dis Pater	deity	Roman	Existing corpus record	Already carried as an alias of the existing Pluto record.	roman_pluto	ALIAS	roman_pluto
Orcus		Orcus	deity	Roman	Existing corpus record	Already carried as an alias of the existing Pluto record.	roman_pluto	ALIAS	roman_pluto
Lupercus		Lupercus	deity	Roman	Existing corpus record	Already carried as an alias of the existing Faunus record.	roman_faunus	ALIAS	roman_faunus
Camenae	the Camenae	Camenae	deity	Roman	Reference treatment of the four Camenae	Names a group, not an individual. The four individual Camenae are added separately.	Collective, not an individual	REJECT	
Lares		Lares	deity	Roman	Roman household and crossroads cult	A class of household and crossroads spirits rather than named individuals.	Spirit class, not an individual	REJECT	
Penates		Penates	deity	Roman	Roman household cult	A class of household gods rather than named individuals.	Spirit class, not an individual	REJECT	
Genius		Genius	deity	Roman	Roman household and imperial cult	The genius is a class of tutelary spirit attached to a person or place, not an individual figure; individual instances are named for their bearer.	Spirit class, not an individual	REJECT	
