canonical_name	aliases	native_form	proposed_type	tradition	sources	inclusion_reason	duplicate_or_equivalent	disposition	corpus_name_hits
Agasou	Agassou; Agasu; Agassou Gnenen	Agasou	deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	Formerly a king of Dahomey, an ancestor said to have been raised up to divinity: a vodun who guards the old traditions of Dahomey in the West African Vodun religion and a Rada lwa of Haitian Vodou, the product of a divine mating, his mother being the princess Aligbonu, who is said to have mated with a leopard.		ADD	none before this batch
Aligbonu	Princess Aligbonu; Aligbonon	Aligbonu	mortal	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The princess who is said to have mated with a leopard and so to have given birth to Agasou, the ancestor raised up to divinity.		ADD	none before this batch
Sobo	Sogbo; Sobo Kessou; Papa Sobo	Sobo	deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	One of three spirits associated with weather: Sobo brings the lightning, and with Badè he summons Agau, who brings storms and tempests.		ADD	none before this batch
Badè	Bade; Bade Kessou; Papa Badè	Badè	deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	One of three spirits associated with weather: Badè brings the winds, and with Sobo he summons Agau, who brings storms and tempests.		ADD	none before this batch
Agau	Agaou; Agahou; Agau Tonne	Agau	deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The spirit whom Sobo and Badè together summon, who brings the storms and the tempests.		ADD	none before this batch
Azaka Medeh	Azaka; Kouzen Zaka; Papa Zaka; Cousin Zaca; Mazaka; Kouzin; Azake; Mede	Azaka Medeh	deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The lwa of the harvest, depicted as a country bumpkin who loves to eat, and kind and gentle.		ADD	none before this batch
Simbi	Sim'bi; Papa Simbi	Simbi	deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	Foremost a spirit of fresh water — of springs, streams and wells — and a consummate magician, who lends his power to many a houngan, manbo and bokò, and is revered as a master of sorcery and of spiritual communication.		ADD	none before this batch
Simbi Andezo	Simbi An Dezo; Simbi of Two Waters	Simbi Andezo	deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The balanced and benevolent form of Simbi: 'Simbi of two waters', who stands between vitality and disappearance, memory and forgetting, healing and dissolution — a spirit of thresholds within water, who rules the place where currents meet, where one state becomes another, and where the visible world touches the hidden.		ADD	none before this batch
Simbi Makaya	Simbi Macaya; Makaya	Simbi Makaya	deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The far end of the range of Simbi: where Simbi Andezo is balanced and benevolent, Simbi Makaya is the figure the sources place at the other extreme.		ADD	none before this batch
Ezili Je Wouj	Erzulie Je Rouge; Ezili Jé Wouj; Erzulie Red-Eyes	Ezili Je Wouj	deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	One of the manifestations of the Ezili family, named in the sources as Ezili Je Wouj, 'red eyes'.		ADD	none before this batch
Gran Ezili	Grande Erzulie; Gran Erzulie; Granne Ezili	Gran Ezili	deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	A well-known Rada spirit and one of the manifestations of the Ezili family.		ADD	none before this batch
Ezili Kokobe	Erzulie Kokobe; Ezili Kokobé	Ezili Kokobe	deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	One of the manifestations of the Ezili family, named in the sources as Ezili Kokobe, 'the shrivelled'.		ADD	none before this batch
Ogou Balendjo	Ogoun Balendjo; Ogou Balanjo; Balendjo	Ogou Balendjo	deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	A lwa of healing, of strength and of spiritual medicine, of the Ogou — the family of the Nago nation, which originates from Yorubaland and most of whose members use Ogou as a kind of family name.		ADD	none before this batch
Kalfou	Kafou; Carrefour; Maître Carrefour		deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The bare and French forms of the crossroads-master's name.	Alias on vodou_kalfou	ALIAS	resolves to the new record
Loko	Loco; Loko Atisou		deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The short form of the archetypal houngan's name.	Alias on vodou_loko	ALIAS	resolves to the new record
Ayizan Velekete	Ayizan; Manbo Ayizan		deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The fuller cult name of the archetypal manbo.	Alias on vodou_ayizan	ALIAS	resolves to the new record
Grand Bois	Grans Bwa; Bran Bwa; Ganga-Bois		deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The French and variant forms of 'great wood'.	Alias on vodou_gran_bwa	ALIAS	resolves to the new record
Kouzen Zaka	Papa Zaka; Cousin Zaca; Mazaka; Kouzin; Azake; Mede		deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	SIX FURTHER NAMES THE SOURCE GIVES FOR ONE FIGURE, carried as aliases on one record rather than split, because the source presents them as names for one lwa and not as distinct figures.	Alias on vodou_azaka	ALIAS	resolves to the new record
Bosou Twa Kon	Papa Bosou; Bossou		deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	'Three horns' - the cult name under which he is served in the Petwo rite.	Alias on vodou_bosou	ALIAS	resolves to the new record
Agassou	Agasu; Agassou Gnenen		deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The French-orthography and Fon forms.	Alias on vodou_agasou	ALIAS	resolves to the new record
Sogbo	Sobo Kessou; Papa Sobo		deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The form of the lightning-bringer's name that the sweep resolves onto ewe_so and fon_sogbo; carried here as an alias and NOT as an equation.	Alias on vodou_sobo	ALIAS	resolves to the new record
Simbi An Dezo	Simbi of Two Waters		deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The expanded form of 'Simbi of two waters'.	Alias on vodou_simbi_andezo	ALIAS	resolves to the new record
Simbi Macaya	Makaya		deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The French-orthography form.	Alias on vodou_simbi_makaya	ALIAS	resolves to the new record
Erzulie Je Rouge	Ezili Jé Wouj		deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The French-orthography form of 'red eyes'.	Alias on vodou_ezili_je_wouj	ALIAS	resolves to the new record
Grande Erzulie	Gran Erzulie; Granne Ezili		deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The French-orthography form.	Alias on vodou_gran_ezili	ALIAS	resolves to the new record
Erzulie Kokobe	Ezili Kokobé		deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The French-orthography form of 'the shrivelled'.	Alias on vodou_ezili_kokobe	ALIAS	resolves to the new record
Ogoun Balendjo	Ogou Balanjo; Balendjo		deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	Variant orthographies of the healing Ogou.	Alias on vodou_ogou_balendjo	ALIAS	resolves to the new record
Marassa Jumeaux	the Marasa; Marassa; the Divine Twins; Marasa Twa		deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	THE PRIMARY IS 'Marasa' AND NOT 'the Marasa': the record was first authored with the article and the post-generation sweep then reported 'Marasa' ABSENT against the record that had just been created, because a leading article normalises into the indexed string. The false-absence bug lane 27 documented, reproduced by this batch's own authoring and fixed before it shipped.	Alias on vodou_marasa	ALIAS	resolves to the new record
Ti-Jean	Ti Jean Pye Fin		deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	Short forms of the son of Dan Petro.	Alias on vodou_ti_jean_petro	ALIAS	resolves to the new record
Don Pedro	Dom Pèdwo		deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	Orthographic variants of the founder of the Petwo rite.	Alias on vodou_dom_pedro	ALIAS	resolves to the new record
Don Petro	Danpetro; Dan Pèdwo		deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	Orthographic variants of his deification.	Alias on vodou_dan_petro	ALIAS	resolves to the new record
Papa Legba			deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	Who opens the way at the crossroads. Held - and held WITHOUT Kalfou, which is this lane's headline.	Already in corpus: vodou_legba	EXISTING	hit: vodou_legba
Bondye			deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The supreme God. Held.	Already in corpus: vodou_bondye	EXISTING	hit: vodou_bondye
Danbala Wedo			deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The serpent. Held.	Already in corpus: vodou_danbala	EXISTING	hit: vodou_danbala
Ayida Wedo			deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The rainbow. Held.	Already in corpus: vodou_ayida_wedo	EXISTING	hit: vodou_ayida_wedo
Ezili Freda			deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The Rada Ezili of romantic love and erotic sexuality. Held - and the three new Ezili point at her.	Already in corpus: vodou_ezili_freda	EXISTING	hit: vodou_ezili_freda
Ezili Dantò			deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The Petwo Ezili, Mother of Haiti, the warrior who fought for the freedom of her people, spirit of the marketplace and of motherhood. Held - AND SHE IS THE ONE PETWO-AFFILIATED FIGURE THE CORPUS ALREADY HAD, filed among eleven Rada and Gede records with nothing else of her rite around her.	Already in corpus: vodou_ezili_danto	EXISTING	hit: vodou_ezili_danto
Lasirèn			deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The mermaid, third of the six Ezili the source names. Held.	Already in corpus: vodou_lasiren	EXISTING	hit: vodou_lasiren
Agwe			deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The sea. Held.	Already in corpus: vodou_agwe	EXISTING	hit: vodou_agwe
Manman Brijit			deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	Mistress of the graveyard. Held.	Already in corpus: vodou_manman_brijit	EXISTING	hit: vodou_manman_brijit
Gede Nibo			deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	Leader of the spirits of the dead. Held - AND HIS ALIAS LIST CARRIES THE BARE 'Gede' AND 'Ghede', so the name of the largest family of lwa in the religion resolves onto one member of it and no sweep will report the family absent.	Already in corpus: vodou_gede_nibo	EXISTING	hit: vodou_gede_nibo
Bawon Samdi			deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	Ruler of the graveyard. HELD - AND HIS ALIAS LIST CARRIES 'Baron La Croix' AND 'Baron Cimetière', which the sources give as two OTHER aspects of Bawon with two other stations: guardian of the gravestone and guardian of the grave. THE CORPUS HOLDS THREE GUARDIANS AS ONE RECORD.	Already in corpus: vodou_bawon_samdi	EXISTING	hit: vodou_bawon_samdi
Baron La Croix			deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	Guardian of the gravestone. NOT CREATED AS A RECORD, because the name is already an alias of Bawon Samdi and a record would duplicate a name the corpus resolves; separating them would mean mutating a pre-existing record. THE COST IS RECORDED HERE RATHER THAN PAID SILENTLY.	Already in corpus: vodou_bawon_samdi	EXISTING	hit: vodou_bawon_samdi (as an alias)
Baron Cimetière			deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	Guardian of the grave, part of the Gede nation. Same reasoning as Baron La Croix. THE SWEEP FOR 'Bawon Simitye' IN HAITIAN CREOLE ORTHOGRAPHY REPORTS ABSENT WHILE THE FRENCH FORM REPORTS PRESENT ON SAMDI'S RECORD - the false absence and the hidden figure in the same row.	Already in corpus: vodou_bawon_samdi	EXISTING	hit: vodou_bawon_samdi (French form only)
Ogou Badagris			deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	A distinct lwa of the Nago nation and a general in the armies of Ogou. NOT CREATED AS A RECORD: vodou_ogou, primary 'Ogou Feray', ALREADY CARRIES 'Ogou Badagri' AS AN ALIAS. THIS IS THE SHARPEST FORM OF THE NEVER-MUTATE COST THE PROGRAMME HAS FOUND - not a missing alias but a second figure hidden inside another figure's alias list, where no sweep will ever report him absent.	Already in corpus: vodou_ogou	EXISTING	hit: vodou_ogou (as an alias)
Brav Gede Nibo			deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	Named in the source among the Gede who are respected, old, wise and rare. An ASPECT of a held record rather than a separate figure on the retrieved evidence; not created.	Already in corpus: vodou_gede_nibo	EXISTING	absent as a string; resolves on no record
Legba (Fon)			deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The corpus holds the Fon Legba as well as the Haitian one. NO EDGE AND NO EQUATION IS WRITTEN between them: that the name crossed the Atlantic is a fact about the crossing, not a relation between two beings.	Cross-tradition: fon_legba	CROSS-TRADITION SAME FIGURE	hit: fon_legba
Sogbo (Fon)			deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The Fon original of the lightning-bringer. Not duplicated, not equated.	Cross-tradition: fon_sogbo	CROSS-TRADITION SAME FIGURE	hit: fon_sogbo
So (Ewe)			deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The Ewe form the sweep also resolves. Not duplicated, not equated.	Cross-tradition: ewe_so	CROSS-TRADITION SAME FIGURE	hit: ewe_so
Simbi (Kongo)			deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The Kongo original. The Simbi are the Kongo nation's lwa in Haiti and the corpus holds a Kongo key; not duplicated, not equated.	Cross-tradition: kongo_simbi	CROSS-TRADITION SAME FIGURE	hit: kongo_simbi
Ogun (Yoruba)			deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The Yoruba original, held under the id `ogun` with no tradition prefix. Not duplicated, not equated.	Cross-tradition: ogun	CROSS-TRADITION SAME FIGURE	hit: ogun
Oggún (Santería)			deity	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The Cuban form. THE CORPUS THEREFORE HOLDS THIS ONE WEST AFRICAN GOD THREE TIMES - `ogun` (Yoruba), `santeria_oggun` (Cuban Santería) and `vodou_ogou` (Haitian Vodou) - THREE KEYS, THREE RECORDS, ONE ORIGIN. The diaspora case of the tradition-key question, raised for the sixth time and answered by this batch the way the five before it were: no duplicate, no equation, and the question escalated.	Cross-tradition: santeria_oggun	CROSS-TRADITION SAME FIGURE	hit: santeria_oggun
the twenty-one nanchon			n/a	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	A CLASSIFICATORY SCHEME, not figures. The Rada, Petwo, Kongo and Nago nations likewise: each new record names its nation in its domains rather than being filed as an instance of one.		REJECT	n/a
the asson			n/a	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	A RITUAL OBJECT. Carried as material culture on Loko's and Ayizan's records, which is where an object belongs.		REJECT	n/a
kanzo			n/a	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	A RITE.		REJECT	n/a
Dosou Agadja			n/a	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	A HISTORICAL KING OF DAHOMEY, reigning 1708-1732, who appears in the Bosou source only as a reign-marker and who belongs to a Dahomean key and not to this one.		REJECT	n/a
the leopard that fathered Agasou			n/a	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	AN ANIMAL IDENTIFIED BY ITS ROLE IN A MATING - the rejection this programme has applied to Kanthaka, five horses, two hounds, Balder's foal and the dogs of Artavazd.		REJECT	n/a
Saints Cosmas and Damian			n/a	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	CATHOLIC SAINTS, recorded on the Marasa's record as the syncretism the source reports and not ingested: a syncretism is a fact about how a tradition was practised under pressure, not a relation between beings.		REJECT	n/a
'over a thousand lwa' and 'at least 232 recorded names'			n/a	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	A NUMBER IS NOT A ROSTER. Nothing is generated from a count - the rejection lane 25 applied to the five gods of Anu's curse and lane 27 to the six monkey children.		REJECT	n/a
THE RESEARCH BUDGET			unresolved	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	NOT A FIGURE AND THE BINDING CONSTRAINT ON THIS ENTIRE LANE. This session's web-search budget was exhausted before the lane was authored, so every record here rests on material retrieved while it lasted, and the batch stops where that material stops. THAT IS WHY THIS IS 23 FIGURES AND NOT THE THIRTY-ODD THE TRADITION WOULD SUPPORT. The names below are recorded so the next lane starts from them rather than rediscovering them.		BLOCKED	n/a
Ezili Freda's and Dantò's fuller narratives			unresolved	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The retrieved treatments give each a sentence. Neither pre-existing record is touched, and nothing is added to them.		BLOCKED	n/a
Baron Kriminel, Gede Doktè Pyè, Gede Masaka and the rest of the Gede			unresolved	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	THE LARGEST FAMILY OF LWA IN THE RELIGION, of which the corpus holds one member and an alias. Blocked on sourcing, and compounded by the alias problem recorded above.		BLOCKED	n/a
Ayizan's and Loko's kanzo liturgy			unresolved	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	Named in the retrieved source as a function and not described.		BLOCKED	n/a
the Makaya rite			unresolved	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	Carries Simbi Makaya's name and is not in the retrieved material; not written in from general knowledge.		BLOCKED	n/a
Marinette's narrative			unresolved	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	The retrieved treatment gives her a domain - power and violence - and nothing else. She has a large body of narrative in the practice literature and none of it was retrievable.		BLOCKED	n/a
Ogou Shango, Ogou Panama and the rest of the Nago Ogou			unresolved	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	Named in the practice literature as a family; the retrieved treatment names only Feray, Badagri and Balendjo.		BLOCKED	n/a
Aligbonu's tradition key			unresolved	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	SHE IS FILED UNDER HAITIAN VODOU AND MAY BELONG UNDER A FON KEY. The retrieved treatment reaches her through Agasou's Haitian cult; the corpus holds a Fon key. Censused as a question for the owner rather than answered here.		BLOCKED	n/a
the diaspora tradition-key question			unresolved	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	NOT A FIGURE. Ogun is held three times - Yoruba, Cuban Santería, Haitian Vodou - and Legba twice, and Simbi twice. This batch duplicates none of them and equates none of them, and the question of whether the corpus should relate them at all is the owner's. Sixth lane to raise tradition-key duplication, after Finnish/Karelian, Korean/Jeju, Hittite/Hattic, Buddhist/Chinese and the three Tibetan keys.		BLOCKED	n/a
the alias lists on vodou_bawon_samdi, vodou_gede_nibo and vodou_ogou			unresolved	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	NOT A FIGURE AND THE MOST ACTIONABLE ITEM IN THIS CENSUS. Three pre-existing records carry, as aliases, names the sources treat as distinct figures or as family names: Baron La Croix and Baron Cimetière on Samdi, the bare 'Gede' and 'Ghede' on Gede Nibo, and 'Ogou Badagri' on Ogou Feray. While those aliases stand, no sweep will report the hidden figures absent and no lane can create them without colliding. UNBLOCKING THIS NEEDS ONE OWNER DECISION: whether a lane may edit an alias list on a pre-existing record.		BLOCKED	n/a
the type vocabulary, for an ancestor raised to divinity			unresolved	Haitian Vodou	Reference treatments consulted via server-side web search; see transcript citations	NOT A FIGURE. Agasou is described as a king who was raised up to divinity, and deity|numen|demigod|quartigod|scion|mortal has no way to say that. Third tradition to hit the vocabulary escalation lane 26 opened.		BLOCKED	n/a
