canonical_name	aliases	native_form	proposed_type	tradition	sources	inclusion_reason	duplicate_or_equivalent	disposition	corpus_name_hits
Chiyou	蚩尤	蚩尤	deity	Chinese	Reference treatments consulted via server-side web search; see transcript citations	War deity of the Jiuli who fought Huangdi for ten years at Zhuolu; also claimed as an ancestor by the Miao and Hmong, of whom the corpus holds ten records.	New ID chinese_chiyou	ADD	
Xingtian	刑天	刑天	deity	Chinese	Reference treatments consulted via server-side web search; see transcript citations	The headless fighter of the Shanhaijing, one of the most recognisable figures in Chinese myth, absent entirely.	New ID chinese_xingtian	ADD	
Kuafu	夸父	夸父	deity	Chinese	Reference treatments consulted via server-side web search; see transcript citations	The giant who chased the sun and died of thirst; a four-character idiom in ordinary modern Chinese.	New ID chinese_kuafu	ADD	
Jingwei	精衛	精衛	deity	Chinese	Reference treatments consulted via server-side web search; see transcript citations	Yandi Shennong's drowned daughter, returned as a bird filling the sea one pebble at a time. The registry held her father.	New ID chinese_jingwei	ADD	
Xihe	羲和	羲和	deity	Chinese	Reference treatments consulted via server-side web search; see transcript citations	Solar goddess and mother of the ten suns, nine of which the registry's own Houyi shot down.	New ID chinese_xihe	ADD	
Hundun	混沌 | 渾敦	混沌	numen	Chinese	Reference treatments consulted via server-side web search; see transcript citations	One of the Four Perils: faceless chaos, and in the Zuo Zhuan a man descended from Emperor Hong.	New ID chinese_hundun	ADD	
Qiongqi	窮奇	窮奇	numen	Chinese	Reference treatments consulted via server-side web search; see transcript citations	One of the Four Perils; in the Zuo Zhuan descended from Shaohao, whom the registry holds.	New ID chinese_qiongqi	ADD	
Taowu	檮杌	檮杌	numen	Chinese	Reference treatments consulted via server-side web search; see transcript citations	One of the Four Perils, whose name Chu gave to its official history.	New ID chinese_taowu	ADD	
Taotie	饕餮	饕餮	numen	Chinese	Reference treatments consulted via server-side web search; see transcript citations	One of the Four Perils, and the name attached since the Song to the standing motif of Shang and Zhou ritual bronzes.	New ID chinese_taotie	ADD	
Youchao	有巢氏	有巢氏	mortal	Chinese	Reference treatments consulted via server-side web search; see transcript citations	Culture hero who invented houses; one of the Four Clans with Suiren, Fuxi and Shennong, of whom the registry held the last two.	New ID chinese_youchao	ADD	
Suiren	燧人氏	燧人氏	mortal	Chinese	Reference treatments consulted via server-side web search; see transcript citations	Culture hero who invented fire-making — the Chinese Prometheus with the theft removed.	New ID chinese_suiren	ADD	
Cangjie	倉頡	倉頡	mortal	Chinese	Reference treatments consulted via server-side web search; see transcript citations	The four-eyed historian of the Yellow Emperor who invented Chinese characters, at which the ghosts wept and millet fell.	New ID chinese_cangjie	ADD	
Zhang Daoling	張道陵 | the first Celestial Master	張道陵	mortal	Chinese	Reference treatments consulted via server-side web search; see transcript citations	Founder of organised religious Daoism after the revelation of 142 CE on Mount Heming; his office has descended in his family ever since.	New ID chinese_zhang_daoling	ADD	
Guan Yu	關羽 | Guandi | Guan Gong	關羽	mortal	Chinese	Reference treatments consulted via server-side web search; see transcript citations	A defeated third-century general now on more altars than almost any other figure: the god of the oath itself.	New ID chinese_guan_yu	ADD	
Mazu	媽祖 | Lin Moniang | Tianhou	媽祖	mortal	Chinese	Reference treatments consulted via server-side web search; see transcript citations	Born 960 on Meizhou, deified by her islanders, temple 987, made Consort of Heaven by the Yuan and Queen of Heaven by the Qing.	New ID chinese_mazu	ADD	
Jade Emperor				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_jade_emperor	EXISTING	chinese_jade_emperor
Nüwa				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_nuwa	EXISTING	chinese_nuwa
Fuxi				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_fuxi	EXISTING	chinese_fuxi
Shennong				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_shennong	EXISTING	chinese_shennong
Huangdi				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_huangdi	EXISTING	chinese_huangdi
Pangu				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_pangu	EXISTING	chinese_pangu
Sun Wukong				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_sun_wukong	EXISTING	chinese_sun_wukong
Guanyin				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_guanyin	EXISTING	chinese_guanyin
Chang'e				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_change	EXISTING	chinese_change
Houyi				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_houyi	EXISTING	chinese_houyi
Lü Dongbin				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_lu_dongbin	EXISTING	chinese_lu_dongbin
He Xiangu				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_he_xiangu	EXISTING	chinese_he_xiangu
Nezha				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_nezha	EXISTING	chinese_nezha
Li Jing				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_li_jing	EXISTING	chinese_li_jing
Jinzha				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_jinzha	EXISTING	chinese_jinzha
Muzha				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_muzha	EXISTING	chinese_muzha
Ao Guang				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_ao_guang	EXISTING	chinese_ao_guang
Erlang Shen				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_erlang_shen	EXISTING	chinese_erlang_shen
Xiwangmu				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_xiwangmu	EXISTING	chinese_xiwangmu
Zao Jun				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_zao_jun	EXISTING	chinese_zao_jun
Caishen				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_caishen	EXISTING	chinese_caishen
Leigong				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_leigong	EXISTING	chinese_leigong
Gonggong				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_gonggong	EXISTING	chinese_gonggong
Zhurong				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_zhurong	EXISTING	chinese_zhurong
Shaohao				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_shaohao	EXISTING	chinese_shaohao
Zhuanxu				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_zhuanxu	EXISTING	chinese_zhuanxu
Yao				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_yao	EXISTING	chinese_yao
Shun				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_shun	EXISTING	chinese_shun
Yu the Great				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_yu_the_great	EXISTING	chinese_yu_the_great
Houji				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Checked in the 72-name sweep or as a relation target; already in the corpus.	Corpus id chinese_houji	EXISTING	chinese_houji
Laozi				Chinese	Reference treatments consulted via server-side web search; see transcript citations	The tradition treats Laozi as a manifestation of Daode Tianzun rather than the deity as the deification of the man; carried as an alias on that record rather than duplicated. His historicity as a person is separately disputed and no position is taken.	Alias of chinese_daode_tianzun	ALIAS	
Taishang Laojun				Chinese	Reference treatments consulted via server-side web search; see transcript citations	The name under which Daode Tianzun descended to Zhang Daoling in 142; an alias, not a second deity.	Alias of chinese_daode_tianzun	ALIAS	
Sanqing				Chinese	Reference treatments consulted via server-side web search; see transcript citations	The collective name of the Three Pure Ones. The three are recorded individually; the collective is not a figure.	Alias of chinese_yuanshi_tianzun	ALIAS	
Baxian				Chinese	Reference treatments consulted via server-side web search; see transcript citations	The collective name of the Eight Immortals. All eight are now individually in the corpus.	Alias of chinese_zhongli_quan	ALIAS	
Nine-tailed fox / huli jing				Chinese	Reference treatments consulted via server-side web search; see transcript citations	The class of fox spirit. Its most famous individual, Daji, is ingested; the class is not.	Alias of chinese_daji	ALIAS	
Zhenwu				Chinese	Reference treatments consulted via server-side web search; see transcript citations	The name Xuanwu was given under the Song naming taboo; an alias.	Alias of chinese_xuanwu	ALIAS	
Tianhou / Tianfei				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Imperial titles conferred on Mazu by the Qing and the Yuan; aliases.	Alias of chinese_mazu	ALIAS	
Guandi				Chinese	Reference treatments consulted via server-side web search; see transcript citations	The imperial title conferred on Guan Yu in 1594; an alias.	Alias of chinese_guan_yu	ALIAS	
Xuanzang				Chinese	Reference treatments consulted via server-side web search; see transcript citations	The historical monk, and the character; one record carrying both, because the tradition does.	Alias of chinese_tang_sanzang	ALIAS	
Heibai Wuchang				Chinese	Reference treatments consulted via server-side web search; see transcript citations	The pair-name of the two Impermanences, who are recorded as two figures rather than one collective.	Alias of chinese_bai_wuchang	ALIAS	
Yama (Buddhist)				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Yanluo Wang's name is the Chinese form of Yama and the institution arrived with Buddhism, but the Chinese magistrate of the fifth of ten courts is a different office. Linked counterpart-of, not merged.	buddhist_yama	CROSS-TRADITION SAME FIGURE	
Yama (Hindu)				Chinese	Reference treatments consulted via server-side web search; see transcript citations	The far end of the same transmission. Not merged and not linked, because two steps of borrowing is not identity.	hindu_yama	CROSS-TRADITION SAME FIGURE	
Erlik (Kalmyk)				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Matched the sweep on a normalised alias; a Mongolic figure in the same Buddhist transmission, not a Chinese one.	kalmyk_erlik_nomin_khan	CROSS-TRADITION SAME FIGURE	
Tudigong / baule_asie				Chinese	Reference treatments consulted via server-side web search; see transcript citations	A false positive of the sweep: an unrelated West African earth deity matched on a normalised alias. Recorded so the 2-of-72 hit rate is not misread.	baule_asie	CROSS-TRADITION SAME FIGURE	
Chiyou (Hmong/Miao)				Chinese	Reference treatments consulted via server-side web search; see transcript citations	The Miao and Hmong claim Chiyou as an ancestor, which makes Zhuolu a founding story for two peoples with opposite verdicts on it. The corpus holds ten Hmong records; Chiyou is ingested here under Chinese and the connection is stated on his record rather than duplicated under a second key.		CROSS-TRADITION SAME FIGURE	
Chenghuang (City God)				Chinese	Reference treatments consulted via server-side web search; see transcript citations	A divine office held by a different deified local official in every town: the reference treatments define it as the tutelary deity 'of a particular village, town or city', which makes it a class. REJECT on the same rule that turned away the Ajogun, the Bacabs-as-a-class and the Are Ona Kakanfo. If office-deities are wanted as records this is the first ADD.		REJECT	
Tudigong (Earth God)				Chinese	Reference treatments consulted via server-side web search; see transcript citations	As above: the earth god of a particular locality, multiplied indefinitely. A class, not a figure.		REJECT	
The Ten Kings of Hell (as a collective)				Chinese	Reference treatments consulted via server-side web search; see transcript citations	The class. Two of the ten — Qinguang Wang and Yanluo Wang — are ingested individually because the sources describe their courts; the collective is not a figure.		REJECT	
The Four Perils (as a collective)				Chinese	Reference treatments consulted via server-side web search; see transcript citations	The class. All four members are ingested individually.		REJECT	
The Eight Immortals (as a collective)				Chinese	Reference treatments consulted via server-side web search; see transcript citations	The class. All eight are now individually in the corpus.		REJECT	
The Three Pure Ones (as a collective)				Chinese	Reference treatments consulted via server-side web search; see transcript citations	The class. All three are ingested individually.		REJECT	
The Four Symbols				Chinese	Reference treatments consulted via server-side web search; see transcript citations	The four constellation-animals. Xuanwu, the one of the four the tradition promoted into a personal deity with a biography, is ingested; the set is not.		REJECT	
Qilin				Chinese	Reference treatments consulted via server-side web search; see transcript citations	A species of auspicious beast, not an individual.		REJECT	
Fenghuang				Chinese	Reference treatments consulted via server-side web search; see transcript citations	A species, as above.		REJECT	
Bixi and the Nine Sons of the Dragon				Chinese	Reference treatments consulted via server-side web search; see transcript citations	A set of architectural creature-types, each a kind rather than a person.		REJECT	
Wuchang (impermanence)				Chinese	Reference treatments consulted via server-side web search; see transcript citations	The Buddhist doctrine. Its two personifications are ingested; the doctrine is not.		REJECT	
Taiyi Jiuku Tianzun				Chinese	Reference treatments consulted via server-side web search; see transcript citations	A high Daoist deity of salvation from suffering. Searched and not retrieved beyond the name and a related figure, Taiyi Zhenren, whose relation to him was not established. SOURCES CHECKED: web search on the Daoist high pantheon. EVIDENCE NEEDED: a treatment distinguishing Taiyi Jiuku Tianzun from Taiyi Zhenren.		BLOCKED	
Houtu				Chinese	Reference treatments consulted via server-side web search; see transcript citations	The earth deity, and in some periods an empress of the earth paired with the sovereign of heaven. SOURCES CHECKED: web search alongside Suiren, Youchao and Cangjie, which returned the other three and not this one. EVIDENCE NEEDED: any cited treatment.		BLOCKED	
Yuelao				Chinese	Reference treatments consulted via server-side web search; see transcript citations	The Old Man Under the Moon, who ties the red thread between people who will marry. SOURCES CHECKED: as above; not returned. EVIDENCE NEEDED: a cited treatment.		BLOCKED	
Ao Qin, Ao Run, Ao Shun				Chinese	Reference treatments consulted via server-side web search; see transcript citations	The other three Dragon Kings of the four seas. The registry holds Ao Guang, the first; the remaining three are a standard set and nothing about them individually was retrieved. SOURCES CHECKED: web search on the Dragon Kings. EVIDENCE NEEDED: a treatment giving each his sea and his acts, rather than a list of four names.		BLOCKED	
The other eight Kings of Hell				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Chujiang, Songdi, Wuguan, Biancheng, Taishan, Pingdeng, Dushi and Zhuanlun. The sources consulted name the set of ten and describe only the first and the fifth. SOURCES CHECKED: web search on the Shiwang. EVIDENCE NEEDED: per-king content; recording eight names with an ordinal each would be filling a table rather than ingesting figures.		BLOCKED	
Huang Feihu				Chinese	Reference treatments consulted via server-side web search; see transcript citations	A major Fengshen Yanyi figure, later the god of Mount Tai in some reckonings. SOURCES CHECKED: web search on the Fengshen Yanyi characters, which returned Jiang Ziya, Daji, Shen Gongbao and Bo Yikao and explicitly not him. EVIDENCE NEEDED: a cited treatment.		BLOCKED	
Yin Jiao, Yang Ren, Leizhenzi, Yunzhongzi				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Further Fengshen Yanyi figures, each of which appeared in search listings without content. SOURCES CHECKED: web search on the novel's characters. EVIDENCE NEEDED: retrievable content per figure.		BLOCKED	
Changxi				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Mother of the twelve moons, the lunar counterpart of Xihe. SOURCES CHECKED: web search alongside Xihe, which returned Xihe only. EVIDENCE NEEDED: a cited treatment.		BLOCKED	
Di Jun				Chinese	Reference treatments consulted via server-side web search; see transcript citations	The sky deity named as Xihe's husband and father of the ten suns. He is the reciprocal Xihe's record cannot carry. SOURCES CHECKED: web search on Xihe. EVIDENCE NEEDED: a treatment of Di Jun himself.		BLOCKED	
Confucius				Chinese	Reference treatments consulted via server-side web search; see transcript citations	A cult figure with state temples across China for two thousand years, and so a candidate on this registry's own terms rather than a philosopher to be excluded. Not searched in this session and therefore not written from recall. SOURCES CHECKED: none. EVIDENCE NEEDED: a research pass; he is a strong ADD.		BLOCKED	
Zhuge Liang, Yue Fei, Baosheng Dadi				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Three further deified historical figures with temple cults. Not searched in this session. SOURCES CHECKED: none beyond the name sweep. EVIDENCE NEEDED: a research pass each.		BLOCKED	
The imperial line (Qin Shi Huang, Han Wudi, Wu Zetian, and several hundred others)				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Two thousand years of emperors, absent from the registry entirely. Deferred as a unit: sampling two or three of several hundred would be exactly the arbitrary partial this census exists to prevent, and the corpus's treatment of Egyptian, Mexica and Maya royal lines argues for taking a dynasty at a time. SOURCES CHECKED: not applicable. EVIDENCE NEEDED: none — this is a scoping decision and it is the owner's to confirm.		BLOCKED	
Liu Bei and Zhang Fei				Chinese	Reference treatments consulted via server-side web search; see transcript citations	Guan Yu's sworn brothers, and the reciprocals his record cannot carry. They belong with a Three Kingdoms pass. SOURCES CHECKED: web search on Guan Yu's deification, which gave his lord's name and nothing about him. EVIDENCE NEEDED: a Three Kingdoms research pass.		BLOCKED	
Longmu				Chinese	Reference treatments consulted via server-side web search; see transcript citations	The Dragon Mother of the Xi River. SOURCES CHECKED: name sweep only. EVIDENCE NEEDED: a cited treatment.		BLOCKED	
Pan Jinlian				Chinese	Reference treatments consulted via server-side web search; see transcript citations	A figure of the Ming novels rather than of religion; included in the sweep to test the boundary and blocked on the ground that literary characters without cult are outside what this registry records, unless the owner says otherwise. SOURCES CHECKED: name sweep only. EVIDENCE NEEDED: a scope decision.		BLOCKED	
