canonical_name	aliases	native_form	proposed_type	tradition	sources	inclusion_reason	duplicate_or_equivalent	disposition	corpus_name_hits
Amr ibn Luhayy	ʿAmr ibn Luḥayy al-Khuzāʿī	عمرو بن لحي	mortal	Arabian	Ibn al-Kalbi, Kitab al-Asnam (early 9th c. CE); Ibn Ishaq, via Ibn Hisham, al-Sira al-Nabawiyya	Chief of the Khuza'a who brought Hubal from Ma'ab in the Balqa and set him up at Mecca, convinced idols could act as INTERMEDIARIES for God; THE CORPUS HELD THE IDOL AND NOT THE MAN ITS OWN SOURCES SAY FETCHED HIM	-	ADD	none
Qusayy ibn Kilab	Quṣayy ibn Kilāb	قصي بن كلاب	mortal	Arabian	Ibn Ishaq, via Ibn Hisham, al-Sira al-Nabawiyya	Chief of Mecca and leader of Quraysh, who took the stones of Isaf and Na'ila to the well of Zamzam	-	ADD	none
Zarqa al-Yamama	Zarqāʾ al-Yamāma	زرقاء اليمامة	mortal	Arabian	Reference treatment of Zarqa al-Yamama (web research pass, lane 36)	Legendary seeress of the Jadis who could see riders a week's distance away; 'sharper than Zarqa al-Yamama' became a proverb	-	ADD	none
Satih	Saṭīḥ ibn Rabīʿa		mortal	Arabian	Ibn Ishaq, via Ibn Hisham, al-Sira al-Nabawiyya	One of the two great kahins of the Jahiliyya, who foretold to Rabi'a ibn Nasr the Abyssinian conquest of the Yemen and the rise of Islam; THE CORPUS HELD EIGHT POETS AND NOT ONE PRIEST	-	ADD	none
Shiqq	Shiqq al-Yashkurī		mortal	Arabian	Ibn Ishaq, via Ibn Hisham, al-Sira al-Nabawiyya	The second of the two kahins, consulted together with Satih and giving the same prophecy	-	ADD	none
al-Kutba	al-Kutbay		deity	Nabataean (not this key)	Reference treatment of the Nabataean pantheon (web research pass, lane 36)	A real Nabataean deity	nabataean_* key	BLOCKED	THE BLOCKER IS THE KEY, NOT THE EVIDENCE: the corpus holds a Nabataean tradition with five records, and ingesting this under the Arabian key would file it under the wrong one. It should be ingested - in a Nabataean lane
Shay al-Qawm	Shai al-Qaum; al-Qaum		deity	Nabataean (not this key)	Reference treatment of the Nabataean pantheon (web research pass, lane 36)	A real Nabataean and Safaitic deity	nabataean_* key	BLOCKED	Same blocker as al-Kutba: belongs to the Nabataean key, which this lane does not cover
Ta'lab, Anbay, Nakrah, Dhat-Badan	-		deity	Sabaean (not this key)	Reference treatment of the South Arabian pantheon (web research pass, lane 36)	Real South Arabian deities	sabaean_* key	BLOCKED	THE SABAEAN KEY IS THEIRS. The corpus already holds Almaqah, Athtar, Shams, Sin, Wadd and 'Amm under it; these four belong in the same place and not here
al-Uqaysir	al-Uqaisir		(unknown)	Arabian	Ibn al-Kalbi, Kitab al-Asnam (early 9th c. CE)	Listed among the idols of the Book of Idols	-	BLOCKED	EXACT UNCERTAINTY: THE EVIDENCE DESCRIBES A PLACE, NOT A FIGURE - 'a place to which tribes were wont to go on pilgrimage and at the shrine of which they used to shave their heads'. Ibn al-Kalbi lists it among idols, but the description found supports a sanctuary with no personality, and a figure is not authored on a listing alone
Kahl	Kahl of Qaryat al-Faw		(unknown)	Arabian / Qaryat al-Faw	(none returned)	Candidate: the god of Qaryat al-Faw in central Arabia	-	BLOCKED	EXACT UNCERTAINTY: the search surfaced the reference-work ARTICLE TITLE and returned no content whatever - not one sentence on his sphere, cult or attestation. A title is not evidence
'Awd, Suwayr, Bajar, al-Jalsad, Ya'bub, Muharriq	-		(unknown)	Arabian	Ibn al-Kalbi, Kitab al-Asnam (early 9th c. CE)	Candidates: further idol-names associated with the Book of Idols	-	BLOCKED	EXACT UNCERTAINTY: these names appear in lists of the work's contents, but this pass returned NO DESCRIPTION AT ALL for any of them - no tribe, no place, no form. A name in a table of contents is not a figure
Rabi'a ibn Nasr	Rabīʿa ibn Naṣr		(unknown)	Arabian	Ibn Ishaq, via Ibn Hisham, al-Sira al-Nabawiyya	The South Arabian chieftain who consults Satih and Shiqq, named as progenitor of the Lakhmid dynasty	-	BLOCKED	EXACT UNCERTAINTY: this pass found him only in his role as the kahins' questioner, and whether he belongs to this key or to a Lakhmid one is unresolved. Recorded so the next lane starts from a name rather than a hunch
the jinn	jinn; djinn		(class)	Arabian	Reference treatment of pre-Islamic Arabian religion (web research pass, lane 36)	Candidate: the spirit-beings of Arabian belief	-	REJECT	A CLASS OF BEING, NOT A FIGURE - the standing rule that rejected the nanchon, the Gede, the nagas, the tsen and the zaedtae. A NAMED individual jinni with substance would be a different matter; none was found in this pass
the ghul / si'lat	ghoul; si'la		(classes)	Arabian	Reference treatment of pre-Islamic Arabian religion (web research pass, lane 36)	Candidates: classes of desert spirit	-	REJECT	Generic creature classes
the 360 idols of the Ka'ba	-		(count)	Arabian	Reference treatment of the Ka'ba (web research pass, lane 36)	Candidate: the idol-assemblage of the Meccan sanctuary	-	REJECT	A COUNT, NOT A SET OF FIGURES. The number is evidence about the sanctuary and is carried inside the source text of the pre-Islamic Allah record
Dhat Anwat	the tree of hanging		(object)	Arabian	Reference treatment of pre-Islamic Arabian cult (web research pass, lane 36)	Candidate: the tree on which weapons were hung	-	REJECT	A CULT OBJECT, NOT A PERSON
Hubal	(see record)		(see record)	Arabian	(see record)	Already held: chief deity of the Ka'ba; Amr ibn Luhayy's import	arabian_hubal	EXISTING	exact id match
Allat	(see record)		(see record)	Arabian	(see record)	Already held: one of the three of Surat al-Najm	arabian_allat	EXISTING	exact id match
Al-'Uzza	(see record)		(see record)	Arabian	(see record)	Already held: one of the three	arabian_al_uzza	EXISTING	exact id match
Manat	(see record)		(see record)	Arabian	(see record)	Already held: one of the three	arabian_manat	EXISTING	exact id match
Imru' al-Qais	(see record)		(see record)	Arabian	(see record)	Already held: poet of the Mu'allaqat	arabian_imru_al_qais	EXISTING	exact id match
'Antara ibn Shaddad	(see record)		(see record)	Arabian	(see record)	Already held: poet-knight	arabian_antara	EXISTING	exact id match
Hatim al-Tai	(see record)		(see record)	Arabian	(see record)	Already held: the archetype of generosity	arabian_hatim_al_tai	EXISTING	exact id match
'Abla bint Malik	(see record)		(see record)	Arabian	(see record)	Already held: 'Antara's beloved	arabian_abla	EXISTING	exact id match
'Adi ibn Hatim	(see record)		(see record)	Arabian	(see record)	Already held: Hatim's son	arabian_adi_ibn_hatim	EXISTING	exact id match
Hujr ibn al-Harith	(see record)		(see record)	Arabian	(see record)	Already held: Imru' al-Qais's father	arabian_hujr	EXISTING	exact id match
Shaddad ibn Mu'awiya	(see record)		(see record)	Arabian	(see record)	Already held: 'Antara's father	arabian_shaddad	EXISTING	exact id match
Zabiba	(see record)		(see record)	Arabian	(see record)	Already held: 'Antara's mother	arabian_zabiba	EXISTING	exact id match
