canonical_name	aliases	native_form	proposed_type	tradition	sources	inclusion_reason	duplicate_or_equivalent	disposition	corpus_name_hits
Kritavarma	Kritavarman	कृतवर्मा	mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Third of the three Kaurava survivors, who returns with Ashwatthama and Kripa to Duryodhana after the defeat.	New ID hindu_kritavarma	ADD	
Jayadratha	Saindhava	जयद्रथ	mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	King of Sindhu killed by Arjuna on the day Drona falls, whom Ashwatthama repeatedly tries to shield. The corpus held Abhimanyu, whose death is the reason for the oath that kills him, and not him.	New ID hindu_jayadratha	ADD	
Bharadvaja	Bharadwaja	भरद्वाज	mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	The rishi in whose gurukul Drona studied. The FIRST RISHI in the corpus's Hindu holdings, which held none.	New ID hindu_bharadvaja	ADD	
Vritra	Vrtra; Ahi	वृत्र	deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	INDRA'S ADVERSARY. The serpent-asura who seizes the waters of the world and imprisons them, causing drought, slain by Indra with the vajra. Indra's standing Rigvedic epithet is Vritrahan, 'slayer of Vritra' - the god is named after this killing and the registry held the god and not the killed.	New ID hindu_vritra	ADD	
Mahishasura	the Buffalo Demon	महिषासुर	deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	DURGA'S ADVERSARY. The buffalo demon of the Devi Mahatmya whose killing is the basis of Durga Puja and Vijayadashami. Durga's commonest cult name is Mahishasuramardini - she is named after him.	New ID hindu_mahishasura	ADD	
Diti		दिति	deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Wife of Kashyapa and mother of the daityas. The corpus held Kashyapa and Aditi, mother of the gods, and not the mother of their opponents - a genealogy with one branch cut.	New ID hindu_diti	ADD	
Hiranyakashipu	Hiranyakasipu	हिरण्यकशिपु	deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	NARASIMHA'S ADVERSARY. The asura king who persecutes his Vishnu-devoted son and is killed by the man-lion when he strikes the pillar. The corpus held an avatar whose entire reason for existing is this one killing.	New ID hindu_hiranyakashipu	ADD	
Prahlada	Prahlad	प्रह्लाद	mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	The devoted son whose answer about the pillar brings Narasimha out of it; the founding figure of the bhakti tradition's self-understanding.	New ID hindu_prahlada	ADD	
Hiranyaksha		हिरण्याक्ष	deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	VARAHA'S ADVERSARY. The asura who abducts the earth into the ocean, killed by Vishnu as the boar. Two brothers, two avatars, two killings, and the corpus held both avatars and neither brother.	New ID hindu_hiranyaksha	ADD	
Mahabali	Bali; Bali Chakravarti	महाबलि	deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	The asura king who grants Vamana three steps against his guru's warning and will not break his promise. Id qualified because hindu_vali - the VANARA king - already exists and the sweep for 'Bali' matched it. vitalStatus records the netherworld and the annual return rather than a death, because he is not killed.	New ID hindu_mahabali	ADD	
Vamana	Trivikrama	वामन	deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	The dwarf avatar, who covers the three worlds in two steps. Of the ten avatars the corpus held six; this is a seventh.	New ID hindu_vamana	ADD	
Shukra	Shukracharya; Usanas Kavya	शुक्र	deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Guru of the asuras, father of Devayani, who curses Yayati with premature old age and warns Bali against the three steps. Also one of the Navagraha, of which the corpus holds none.	New ID hindu_shukra	ADD	
Nahusha		नहुष	mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Lunar-dynasty king, father of Yayati. A one-line record where the tradition has ten pages, and the record says so.	New ID hindu_nahusha	ADD	
Yayati		ययाति	mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	THE POINT AT WHICH THE TWO HALVES OF THE MAHABHARATA BECOME ONE FAMILY. Cursed with premature old age over Sharmishtha, he transfers it to Puru and regains his youth; Devayani's son Yadu founds the Yadavas and Sharmishtha's son Puru the line that becomes the Kurus.	New ID hindu_yayati	ADD	
Devayani		देवयानी	mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Shukracharya's daughter, Yayati's wife, Yadu's mother, whose complaint brings the curse.	New ID hindu_devayani	ADD	
Sharmishtha	Sarmistha	शर्मिष्ठा	mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Daughter of the Daitya king Vrishaparvan, Yayati's wife, Puru's mother, through whom the Kuru line descends.	New ID hindu_sharmishtha	ADD	
Puru		पुरु	mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	The only son willing to take his father's old age, and the ancestor of the Kuru line. The corpus's oldest Kuru record was Pratipa; a registry whose subject is descent could not walk up past him.	New ID hindu_puru	ADD	
Yadu		यदु	mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Founder of the Yadava dynasty. The corpus held Krishna, his parents, his brother and his sister and not the man the house is named after.	New ID hindu_yadu	ADD	
Jarasandha	Magadharaja	जरासन्ध	mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	The invincible king of Magadha, killed by Bhima in a thirteen-day wrestling bout Krishna engineered. He is the reason the Pandavas can hold the rajasuya at all, and his enmity begins with Kamsa's death - and Kamsa IS in the corpus.	New ID hindu_jarasandha	ADD	
Shishupala	Sisupala	शिशुपाल	mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	King of Chedi, commander of Jarasandha's army, and the man Rukmini was promised to. The hundred offences and the beheading are NOT recorded, because the treatment consulted does not give them.	New ID hindu_shishupala	ADD	
Rukmini		रुक्मिणी	deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Krishna's principal queen, worshipped as a form of Lakshmi across western India. The corpus held Krishna with no wife at all.	New ID hindu_rukmini	ADD	
Rukmi	Rukma	रुक्मी	mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Rukmini's brother, one of the three parties enraged by the elopement. A marriage dispute with three enraged parties is not properly recorded with two of them.	New ID hindu_rukmi	ADD	
Bhagadatta		भगदत्त	mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	A regional king allied to Jarasandha. The record is the citation and not the recollection: his elephant, his side in the war and his death are census notes.	New ID hindu_bhagadatta	ADD	
Kaikeyi		कैकेयी	mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	THE THIRD QUEEN. Dasharatha's queen and Bharata's mother, whose two boons crown Bharata and exile Rama for fourteen years - the event the Ramayana consists of. The corpus held Kausalya and Sumitra, the two whose sons it already held, and not her.	New ID hindu_kaikeyi	ADD	
Manthara		मन्थरा	mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Kaikeyi's maid, who puts the idea in her head. A servant with no title, lineage or cult who is nonetheless the first cause of the longest story in the tradition.	New ID hindu_manthara	ADD	
Mandodari		मन्दोदरी	mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Ravana's queen consort, who repeatedly advises him to return Sita and is not heeded. The corpus held Vibhishana, who gives the same advice and defects, and not the person who gives it first and stays.	New ID hindu_mandodari	ADD	
Shurpanakha	Chandranakha	शूर्पणखा	mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Ravana's sister, mutilated by Lakshmana, who then persuades Ravana to abduct Sita. The edge the whole war hangs on. Her parentIds point at the same Vishrava and Kaikesi records the corpus uses for her three brothers.	New ID hindu_shurpanakha	ADD	
Tataka	Tadaka	ताटका	numen	Hindu	Reference treatments consulted via server-side web search; see transcript citations	The yaksha woman cursed into a rakshasa, mother of Maricha, killed by Rama with one arrow - the first being Rama kills, and the opening edge of his career.	New ID hindu_tataka	ADD	
Maricha	Marica	मारीच	numen	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Tataka's son, who becomes the golden deer at Ravana's command. The corpus held the abduction's three principals and not its instrument.	New ID hindu_maricha	ADD	
Ahalya	Ahilya	अहल्या	mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Wife of Gautama Maharishi, seduced by Indra, cursed, and released by Rama. The FORM of the curse is not specified on the record, because the treatment says 'a curse' and the versions differ.	New ID hindu_ahalya	ADD	
Gautama Maharishi	Gotama	गौतम	mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	The sage who is Ahalya's husband. Short by necessity; the curse he is famous for pronouncing is attributed in the source only to 'a curse'.	New ID hindu_gautama_maharishi	ADD	
Vishvamitra	Kaushika	विश्वामित्र	mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	The sage who takes Rama and Lakshmana from Ayodhya into the forest, and Vasishtha's arch-enemy since the dispute over the cow Nandini. Everything Rama does before Ayodhya he does because this man asked for him.	New ID hindu_vishvamitra	ADD	
Vasishtha	Vashistha	वसिष्ठ	mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Vishvamitra's arch-enemy. A thin record for one of the largest figures in the tradition, and the census says so rather than the record pretending otherwise.	New ID hindu_vasishtha	ADD	
Valmiki	Adi Kavi	वाल्मीकि	mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	THE COMPOSER OF THE RAMAYANA. The corpus held twenty-odd characters out of the poem and not the poet, while holding Vyasa, the other epic's author, with his parents and his sons.	New ID hindu_valmiki	ADD	
Bhudevi			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the sweep. The earth goddess Hiranyaksha abducts; already held under the name Prithvi, which the sweep confirmed by matching.	Alias on hindu_prithvi	ALIAS	hindu_prithvi
Chandra			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the sweep. The moon; already held as Soma.	Alias on hindu_soma	ALIAS	hindu_soma
Savitr			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the sweep. Already carried on the Surya record.	Alias on hindu_surya	ALIAS	hindu_surya
Rudra			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the sweep. Already carried on the Shiva record.	Alias on hindu_shiva	ALIAS	hindu_shiva
Usha			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the sweep. Already held as Ushas.	Alias on hindu_ushas	ALIAS	hindu_ushas
Yamuna			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the sweep. Already carried on the Yami record.	Alias on hindu_yami	ALIAS	hindu_yami
Indra			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held with no adversary; this batch supplies Vritra, and an Ahalya edge.	Already present as hindu_indra	EXISTING	hindu_indra
Durga			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held without Mahishasura.	Already present as hindu_durga	EXISTING	hindu_durga
Narasimha			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held without Hiranyakashipu or Prahlada.	Already present as hindu_vishnu_narasimha	EXISTING	hindu_vishnu_narasimha
Varaha			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held without Hiranyaksha.	Already present as hindu_vishnu_varaha	EXISTING	hindu_vishnu_varaha
Vishnu			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Six avatars held as separate records; this batch adds a seventh.	Already present as hindu_vishnu	EXISTING	hindu_vishnu
Kashyapa			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held with Aditi and not Diti.	Already present as hindu_kashyapa	EXISTING	hindu_kashyapa
Aditi			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. The mother of the gods; Diti was the missing half of the pair.	Already present as hindu_aditi	EXISTING	hindu_aditi
Dhritarashtra			mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held with no spouse and no sons.	Already present as hindu_dhritarashtra	EXISTING	hindu_dhritarashtra
Draupadi			mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held without the woman who stops her cursing the clan.	Already present as hindu_draupadi	EXISTING	hindu_draupadi
Arjuna			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held without his teacher and without Jayadratha.	Already present as hindu_arjuna	EXISTING	hindu_arjuna
Bhima			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held without Jarasandha.	Already present as hindu_bhima	EXISTING	hindu_bhima
Abhimanyu			mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held; his death is the reason for the oath that kills Jayadratha.	Already present as hindu_abhimanyu	EXISTING	hindu_abhimanyu
Karna			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held with five of his sons and not the friend whose patronage explains his whole position.	Already present as hindu_karna	EXISTING	hindu_karna
Krishna			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held with no wife and none of his antagonists.	Already present as hindu_krishna	EXISTING	hindu_krishna
Kamsa			mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held; his death is the origin of Jarasandha's enmity.	Already present as hindu_kamsa	EXISTING	hindu_kamsa
Rama			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held without the queen who exiles him and without Tataka, Maricha or Ahalya.	Already present as hindu_rama	EXISTING	hindu_rama
Dasharatha			mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held with two of his three queens.	Already present as hindu_dasharatha	EXISTING	hindu_dasharatha
Kausalya			mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. First queen; held.	Already present as hindu_kausalya	EXISTING	hindu_kausalya
Sumitra			mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Second queen; held.	Already present as hindu_sumitra	EXISTING	hindu_sumitra
Bharata (Ramayana)			mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held with parentIds naming Dasharatha alone; this batch supplies his mother as a relation.	Already present as hindu_bharata_ramayana	EXISTING	hindu_bharata_ramayana
Ravana			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held with parents and brothers and no wife and no sister.	Already present as hindu_ravana	EXISTING	hindu_ravana
Vibhishana			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held; gives Ravana the same advice Mandodari gives and defects when it is refused.	Already present as hindu_vibhishana	EXISTING	hindu_vibhishana
Vyasa			mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. The Mahabharata's author, held with his parents and sons - which is the asymmetry that made Valmiki's absence visible.	Already present as hindu_vyasa	EXISTING	hindu_vyasa
Pratipa			mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. The corpus's oldest Kuru record until this batch added the lunar dynasty above him.	Already present as hindu_pratipa	EXISTING	hindu_pratipa
Bali (vanara)			demigod	Hindu	Reference treatments consulted via server-side web search; see transcript citations	FALSE SWEEP HIT, investigated and resolved. The sweep for 'Bali' matched hindu_vali, the VANARA KING of the Ramayana, not the asura king of the Vamana story. Two different figures with the same anglicised name inside one tradition; the new record is filed as hindu_mahabali so the collision cannot recur.	Distinct figure; new record hindu_mahabali	CROSS-TRADITION SAME FIGURE	hindu_vali
Uttara			mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	FALSE SWEEP HIT: 'Uttara' matched mon_uttara, a Mon figure. The Matsya prince and princess of that name are BLOCKED rows below.	No action	CROSS-TRADITION SAME FIGURE	mon_uttara
Kurma			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	FALSE SWEEP HIT: 'Kurma' matched fur_kuruma. The tortoise avatar is absent and is a BLOCKED row.	No action	CROSS-TRADITION SAME FIGURE	fur_kuruma
Sati			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	FALSE SWEEP HIT: 'Sati' matched egyptian_satis. Shiva's first wife is absent and is a BLOCKED row.	No action	CROSS-TRADITION SAME FIGURE	egyptian_satis
Mangala			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	FALSE SWEEP HIT: 'Mangala' matched mandinka_maa_ngala. The graha Mars is absent.	No action	CROSS-TRADITION SAME FIGURE	mandinka_maa_ngala
Ila			mortal	Hindu	Reference treatments consulted via server-side web search; see transcript citations	FALSE SWEEP HIT: 'Ila' matched koryak_illa. The lunar-dynasty Ila is absent and is a BLOCKED row.	No action	CROSS-TRADITION SAME FIGURE	koryak_illa
Indra (the Zoroastrian daeva)			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Added in LANE 15 as zoroastrian_indra_daeva with a qualified id precisely so it would not collide with hindu_indra. The two are not the same figure; the shared name is a fact about the Indo-Iranian religious split.	Distinct figure; held as zoroastrian_indra_daeva	CROSS-TRADITION SAME FIGURE	hindu_indra; zoroastrian_indra_daeva
The hundred Kauravas, as a hundred			numen	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. The sources name four - Duryodhana, Dushasana, Vikarna, Chitrasena - and the rest are a number, not a list. Four brothers are ingested; ninety-six name-slots are not manufactured.		REJECT	
The Apsaras			numen	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. A class. Named members (Menaka, Rambha, Tilottama) are BLOCKED rows pending citations, not rejected.		REJECT	
The Maruts			numen	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. Named in the plural throughout the Rigveda; a troop, not a person.		REJECT	
The Vishvedevas			numen	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. 'All-the-gods', a collective invoked as a group.		REJECT	
The Saptarishi as a group			numen	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. Seven sages; the individual names are BLOCKED rows and two members, Bharadvaja and Gautama, are ingested here.		REJECT	
Rakhsh, Uchchaihshravas and the epic's horses			numen	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. Animals identified by a name and an owner, on the rule applied in lanes 13, 14 and 15.		REJECT	
The Chinvat-equivalent places: Naimisharanya, Kurukshetra, Lanka			numen	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. Places. This programme records people.		REJECT	
The Kaustubha, Sudarshana, Gandiva and the Pandavas' weapons			numen	Hindu	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. Objects, and a strong candidate for an items pass; the corpus already carries an items registry.		REJECT	
Kuru			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. THE EPONYM OF THE KAURAVAS AND OF KURUKSHETRA, and the corpus holds neither him nor the field. SOURCES CHECKED: the lunar-dynasty searches returned Yayati, Nahusha, Puru and Yadu and named the Kuru dynasty without treating its founder. EVIDENCE NEEDED: a treatment of the descent from Puru to Kuru. STRONG ADD - the batch reconnects the dynasty above and below him and leaves the man himself out.		BLOCKED	
Shakuntala, Dushyanta and Bharata son of Shakuntala			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The country is named after this Bharata, and the corpus holds a DIFFERENT Bharata (hindu_bharata_ramayana) and not him. SOURCES CHECKED: named in the Yayati searches without treatment. EVIDENCE NEEDED: a treatment of the Shakuntala episode. STRONG ADD.		BLOCKED	
Dushala			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The Kauravas' ONE DAUGHTER, and Jayadratha's wife - which is why this batch records Jayadratha without his marriage. SOURCES CHECKED: the treatment counts 'a hundred sons and one daughter' and does not name her. EVIDENCE NEEDED: one citation naming her.		BLOCKED	
Vrishaparvan, Druhyu, Anu and Turvasu			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Sharmishtha's father and the other sons of Yayati, eponyms of three more branches of the lunar dynasty. SOURCES CHECKED: named in one sentence of the Yayati treatment. EVIDENCE NEEDED: treatments of their own, rather than three names entered off a list.		BLOCKED	
Shalya, Sanjaya, Virata, Satyaki, Yuyutsu, Uttara			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Further Mahabharata principals on both sides - the Madra king who drives Karna's chariot, the narrator with divine sight, the host of the thirteenth year, Krishna's own disciple, the one Kaurava who changes sides, and the Matsya prince. SOURCES CHECKED: the Kuru-court searches returned Drona, Kripa, Ashwatthama, Kritavarma and Jayadratha and named these without treating them. EVIDENCE NEEDED: episode treatments. The batch closes the largest half of the Kaurava gap and not all of it.		BLOCKED	
Ekalavya and Barbarika			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The tribal archer who cuts off his own thumb for a teacher who would not teach him, and the warrior who watches the whole war from a pole. SOURCES CHECKED: not returned. EVIDENCE NEEDED: treatments. Ekalavya in particular is the epic's sharpest story about caste and the registry has nothing like it.		BLOCKED	
Kurma, Parashurama and Kalki			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Three of the ten avatars. SOURCES CHECKED: returned only as items in a Dashavatara list, with no treatment attached. EVIDENCE NEEDED: one treatment each. A record built from a list entry would be a name with nothing behind it.		BLOCKED	
Sati, Daksha and Andhaka			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Shiva's first wife, the father whose sacrifice she dies at, and the asura son. SOURCES CHECKED: 'Sati' matched egyptian_satis in the sweep, a false positive. EVIDENCE NEEDED: treatments. STRONG ADD - the corpus holds Shiva and Parvati and nothing of the Daksha cycle that connects them.		BLOCKED	
Shumbha, Nishumbha, Raktabija, Chanda and Munda			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The other asuras of the Devi Mahatmya, the text this batch's Mahishasura comes from. SOURCES CHECKED: not returned by the Durga searches. EVIDENCE NEEDED: a treatment of the later chapters. Kali, whom the corpus holds, is named for Chanda and Munda - Chamunda.		BLOCKED	
The Navagraha: Brihaspati, Shani, Rahu, Ketu, Budha, Mangala			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The nine planetary deities, of which the corpus holds NONE as grahas - Surya, Soma and Shukra are held or added for other reasons. SOURCES CHECKED: not researched in this session. EVIDENCE NEEDED: treatments. The Navagraha are the single most widely worshipped set of figures in living Hindu practice and their absence is the largest remaining hole after this batch.		BLOCKED	
The Vedic gods still absent: Mitra, Pushan, Tvashtr, Bhaga, Aryaman, Dyaus, Parjanya, Vishvakarma			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Named in the Rigveda and absent from a corpus that holds Indra, Agni, Varuna, Vayu, Surya and Ushas. SOURCES CHECKED: not researched. EVIDENCE NEEDED: a Rigveda-by-deity pass, which is the obvious shape of the next Hindu lane alongside the Navagraha.		BLOCKED	
Narada, Markandeya, Agastya, Atri, Jamadagni, Chyavana			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Further rishis. The corpus held NONE before this batch and now holds two. SOURCES CHECKED: not researched. EVIDENCE NEEDED: treatments.		BLOCKED	
Ikshvaku, Sagara, Bhagiratha, Harishchandra, Prithu, Dhruva			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The SOLAR dynasty, which this corpus holds nothing of, in contrast to the lunar dynasty this batch partly recovers. Rama is an Ikshvaku and the corpus cannot say so. SOURCES CHECKED: not researched. EVIDENCE NEEDED: treatments.		BLOCKED	
Lava, Kusha, Shabari, Jambavan, Kabandha, Nala			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Further Ramayana figures, including Rama's own sons - which is why this batch's Valmiki record does not narrate his sheltering of Sita. SOURCES CHECKED: not researched. EVIDENCE NEEDED: treatments.		BLOCKED	
Satyabhama, Jambavati, Pradyumna, Aniruddha, Banasura, Sudama			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Krishna's other queens, his son and grandson, and his friend. SOURCES CHECKED: the Krishna searches returned Rukmini, Rukmi, Shishupala and Jarasandha and named these without treating them. EVIDENCE NEEDED: treatments.		BLOCKED	
Pururavas, Urvashi, Menaka, Rambha, Tilottama			deity	Hindu	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The apsaras as individuals and the oldest of the Sanskrit love stories. SOURCES CHECKED: not researched. EVIDENCE NEEDED: treatments. Flagged because the corpus's Hindu holdings skew heavily male and this is one of the places that would change.		BLOCKED	
