canonical_name	aliases	native_form	proposed_type	tradition	sources	inclusion_reason	duplicate_or_equivalent	disposition	corpus_name_hits
Mahākāśyapa	Mahā Kassapa	Mahākāśyapa	mortal	Buddhist	Reference treatments consulted via server-side web search; see transcript citations	One of the ten great disciples. The first council and the Chan transmission are not on the record, because the retrieved treatment names him among the ten and narrates neither.	New ID buddhist_mahakashyapa	ADD	
Subhūti		Subhūti	mortal	Buddhist	Reference treatments consulted via server-side web search; see transcript citations	One of the ten great disciples, and the interlocutor of the Diamond Sutra - which the retrieved treatment does not say, so the record holds what it does say.	New ID buddhist_subhuti	ADD	
Pūrṇa	Puṇṇa	Pūrṇa	mortal	Buddhist	Reference treatments consulted via server-side web search; see transcript citations	One of the ten great disciples.	New ID buddhist_purna	ADD	
Kātyāyana	Mahākaccāna	Kātyāyana	mortal	Buddhist	Reference treatments consulted via server-side web search; see transcript citations	One of the ten great disciples.	New ID buddhist_katyayana	ADD	
Aniruddha	Anuruddha; Anuradha	Aniruddha	mortal	Buddhist	Reference treatments consulted via server-side web search; see transcript citations	A cousin of Shakyamuni who became a disciple at the same time as Ananda. THE RETRIEVED TREATMENT GIVES HIS NAME TWO WAYS in two lists and both are on the record, neither silently preferred.	New ID buddhist_aniruddha	ADD	
Upāli		Upāli	mortal	Buddhist	Reference treatments consulted via server-side web search; see transcript citations	A BARBER WHO BECAME THE AUTHORITY ON MONASTIC LAW: foremost in observing the precepts, who became a disciple while cutting the Buddha's hair.	New ID buddhist_upali	ADD	
Avalokiteśvara	Chenrezig; Kannon	Avalokiteśvara	deity	Buddhist	Reference treatments consulted via server-side web search; see transcript citations	PROBABLY THE MOST WIDELY VENERATED FIGURE IN BUDDHISM and the Buddhist key held nothing of him. See the cross-tradition row for chinese_guanyin, which the corpus DOES hold and which this batch does not duplicate.	New ID buddhist_avalokiteshvara	ADD	
Mañjuśrī	Wenshu; Jampelyang	Mañjuśrī	deity	Buddhist	Reference treatments consulted via server-side web search; see transcript citations	One of the three great bodhisattvas, who embodies wisdom and vowed to return to share the teaching about voidness and selflessness.	New ID buddhist_manjushri	ADD	
Vajrapāṇi	Chana Dorje	Vajrapāṇi	deity	Buddhist	Reference treatments consulted via server-side web search; see transcript citations	One of the three great bodhisattvas, who represents power. THE THREE ARE A SET AND THE TRADITION SAYS WHY - wisdom, compassion and the power of enlightened activity - and the corpus held none of the three.	New ID buddhist_vajrapani	ADD	
Maitreya	Metteyya; Jampa	Maitreya	deity	Buddhist	Reference treatments consulted via server-side web search; see transcript citations	The bodhisattva of loving-kindness, prophesied to be the next Buddha when Shakyamuni's teachings fade. A FIGURE WHO HAS NOT ARRIVED YET, filed in the same single era as the historical Buddha's lifetime.	New ID buddhist_maitreya	ADD	
Kṣitigarbha	Dizang; Jizō	Kṣitigarbha	deity	Buddhist	Reference treatments consulted via server-side web search; see transcript citations	The bodhisattva whose vow is to rescue beings from the hells. THE CORPUS HELD YAMA, WHO JUDGES THE DEAD, AND NOT THE BODHISATTVA WHOSE VOW IS TO EMPTY THE PLACE HE SENDS THEM TO.	New ID buddhist_ksitigarbha	ADD	
Samantabhadra	Puxian; Fugen	Samantabhadra	deity	Buddhist	Reference treatments consulted via server-side web search; see transcript citations	One of the eight, whose particular specialty is making the most potent aspirations and wishing prayers. A BODHISATTVA WHOSE SPECIALITY IS A KIND OF SPEECH ACT.	New ID buddhist_samantabhadra	ADD	
Ākāśagarbha	Kokūzō	Ākāśagarbha	deity	Buddhist	Reference treatments consulted via server-side web search; see transcript citations	One of the eight. NAMED AND GIVEN NO QUALITY IN THE RETRIEVED TREATMENT, which lists a quality for six of the eight; the record holds the membership and does not invent the quality.	New ID buddhist_akashagarbha	ADD	
Sarvanivaraṇaviṣkambhin		Sarvanivaraṇaviṣkambhin	deity	Buddhist	Reference treatments consulted via server-side web search; see transcript citations	One of the eight, likewise without a quality attached in the retrieved treatment; the etymology - 'remover of all obstructions' - is the nearest thing to one and is recorded as an etymology.	New ID buddhist_sarvanivaranaviskambhin	ADD	
Tārā	Drolma	Tārā	deity	Buddhist	Reference treatments consulted via server-side web search; see transcript citations	The embodiment of compassion and swift activity. THE CORPUS HELD NO FEMALE FIGURE OF THE BUDDHIST KEY AT ALL EXCEPT MARA'S THREE DAUGHTERS AND SAKRA'S WIFE.	New ID buddhist_tara	ADD	
Vairocana	Dainichi	Vairocana	deity	Buddhist	Reference treatments consulted via server-side web search; see transcript citations	The Buddha of the centre among the Five Dhyani Buddhas.	New ID buddhist_vairocana	ADD	
Akṣobhya	Mikyöpa	Akṣobhya	deity	Buddhist	Reference treatments consulted via server-side web search; see transcript citations	The Buddha of the East.	New ID buddhist_akshobhya	ADD	
Ratnasambhava	Rinchen Jungne	Ratnasambhava	deity	Buddhist	Reference treatments consulted via server-side web search; see transcript citations	The Buddha of the South.	New ID buddhist_ratnasambhava	ADD	
Amitābha	Amida; Amituofo	Amitābha	deity	Buddhist	Reference treatments consulted via server-side web search; see transcript citations	The Buddha of the West, and THE MOST WIDELY INVOKED BUDDHA IN EAST ASIA. The Pure Land traditions are built on his vow; the retrieved treatment gives his place in the five-Buddha scheme and not the vow, so the record gives the place.	New ID buddhist_amitabha	ADD	
Amoghasiddhi	Dönyö Drupa	Amoghasiddhi	deity	Buddhist	Reference treatments consulted via server-side web search; see transcript citations	The Buddha of the North.	New ID buddhist_amoghasiddhi	ADD	
Bhaiṣajyaguru	the Medicine Buddha; Yakushi	Bhaiṣajyaguru	deity	Buddhist	Reference treatments consulted via server-side web search; see transcript citations	The Buddha of healing, of the eastern pure land Vaiduryanirbhasa. A BUDDHA WHOSE ICONOGRAPHY IS A COLOUR AND A CONTAINER: lapis and an alms bowl or medicine jar, which the source gives as near-invariant.	New ID buddhist_bhaisajyaguru	ADD	
Dīpaṃkara	Marmedze; Randeng	Dīpaṃkara	deity	Buddhist	Reference treatments consulted via server-side web search; see transcript citations	A Buddha of a previous eon, fourth of the twenty-eight before Gautama, who issued the prophecy of Gautama's awakening. WITH THIS BATCH THE CORPUS HOLDS ALL THREE OF PAST, PRESENT AND FUTURE - Dipamkara, Sakyamuni, Maitreya.	New ID buddhist_dipankara	ADD	
Prabhūtaratna	Duobao; Taho	Prabhūtaratna	deity	Buddhist	Reference treatments consulted via server-side web search; see transcript citations	An extinct Tathagata in a stupa of precious substances, who vowed it would appear wherever the Lotus Sutra is recited. THE ONLY FIGURE IN THIS BATCH WHOSE CULT IS TRIGGERED BY AN ACT OF READING. The sources call him extinct AND resident, and the record keeps both.	New ID buddhist_prabhutaratna	ADD	
Sumedha	Sumati; Megha	Sumedha	mortal	Buddhist	Reference treatments consulted via server-side web search; see transcript citations	The ascetic of a previous eon to whom Dipamkara made the prophecy. NO EDGE IS DRAWN TO SAKYAMUNI, AND THAT IS THE WHOLE POINT: the tradition identifies Sumedha as the Buddha's own former self, and THIS REGISTRY HAS NO KIND FOR IDENTITY ACROSS REBIRTHS - the escalation lane 17 made over Sati and Parvati, met again.	New ID buddhist_sumedha	ADD	
Śākyamuni		Śākyamuni		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: 'The sage of the Shakyas', his father's people.	Alias on buddhist_shakyamuni	ALIAS	buddhist_shakyamuni
the Buddha		the Buddha		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: The title, used absolutely of him.	Alias on buddhist_shakyamuni	ALIAS	buddhist_shakyamuni
Mahāmāyā		Mahāmāyā		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: 'Great Maya'.	Alias on buddhist_maya	ALIAS	buddhist_maya
Mahāpajāpatī Gotamī		Mahāpajāpatī Gotamī		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: The Pali form.	Alias on buddhist_mahaprajapati	ALIAS	buddhist_mahaprajapati
Sāriputta		Sāriputta		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: The Pali form.	Alias on buddhist_sariputra	ALIAS	buddhist_sariputra
Mahā Moggallāna		Mahā Moggallāna		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: The Pali form.	Alias on buddhist_maudgalyayana	ALIAS	buddhist_maudgalyayana
Anuradha		Anuradha		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: THE FORM ONE OF THE RETRIEVED LISTS GIVES, beside Anuruddha in another. Both are on the record.	Alias on buddhist_aniruddha	ALIAS	buddhist_aniruddha
Amida		Amida		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: The Japanese form.	Alias on buddhist_amitabha	ALIAS	buddhist_amitabha
Amituofo		Amituofo		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: The Chinese form.	Alias on buddhist_amitabha	ALIAS	buddhist_amitabha
Jizō		Jizō		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: The Japanese form.	Alias on buddhist_ksitigarbha	ALIAS	buddhist_ksitigarbha
Dizang		Dizang		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: The Chinese form.	Alias on buddhist_ksitigarbha	ALIAS	buddhist_ksitigarbha
Chenrezig		Chenrezig		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: The Tibetan form. Carried as an alias because the corpus holds no Tibetan record of him; if a Tibetan pass ever makes one, THE ALIAS IS WHAT WILL SURFACE THE OVERLAP, which is how lane 25's Umbu duplicate was caught.	Alias on buddhist_avalokiteshvara	ALIAS	buddhist_avalokiteshvara
Kannon		Kannon		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: The Japanese form, on the same footing.	Alias on buddhist_avalokiteshvara	ALIAS	buddhist_avalokiteshvara
Metteyya		Metteyya		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: The Pali form.	Alias on buddhist_maitreya	ALIAS	buddhist_maitreya
the Medicine Buddha		the Medicine Buddha		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: The usual English name.	Alias on buddhist_bhaisajyaguru	ALIAS	buddhist_bhaisajyaguru
Māra		Māra		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held - the tempter, and the corpus held him and not the man he was sent against.	Existing ID buddhist_mara	EXISTING	buddhist_mara
Taṇhā		Taṇhā		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held - one of Mara's three daughters.	Existing ID buddhist_tanha	EXISTING	buddhist_tanha
Aratī		Aratī		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held - a second.	Existing ID buddhist_arati	EXISTING	buddhist_arati
Rāgā		Rāgā		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held - a third.	Existing ID buddhist_raga	EXISTING	buddhist_raga
Pṛthivī		Pṛthivī		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held - THE EARTH, CALLED TO WITNESS, and the corpus did not hold who called her.	Existing ID buddhist_prthivi	EXISTING	buddhist_prthivi
Brahmā Sahāmpati		Brahmā Sahāmpati		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held - who asks the Buddha to teach, in a corpus with no Buddha to ask.	Existing ID buddhist_brahma_sahampati	EXISTING	buddhist_brahma_sahampati
Śakra		Śakra		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held - king of the Trayastrimsa heaven.	Existing ID buddhist_sakra	EXISTING	buddhist_sakra
Sujā		Sujā		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held - Sakra's wife. NOT the Sujata who gives the Buddha milk-rice; see the blocked row.	Existing ID buddhist_suja	EXISTING	buddhist_suja
Vemacitrin		Vemacitrin		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held - the asura lord Sakra fights.	Existing ID buddhist_vemacitrin	EXISTING	buddhist_vemacitrin
Yama		Yama		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held - the judge of the dead, and not Ksitigarbha.	Existing ID buddhist_yama	EXISTING	buddhist_yama
Dhṛtarāṣṭra		Dhṛtarāṣṭra		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held - one of the Four Heavenly Kings.	Existing ID buddhist_dhrtarastra	EXISTING	buddhist_dhrtarastra
Virūḍhaka		Virūḍhaka		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held - a second.	Existing ID buddhist_virudhaka	EXISTING	buddhist_virudhaka
Virūpākṣa		Virūpākṣa		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held - a third.	Existing ID buddhist_virupaksa	EXISTING	buddhist_virupaksa
Vaiśravaṇa		Vaiśravaṇa		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held - the fourth. ALL FOURTEEN PRE-EXISTING RECORDS ARE DEVAS OR ADVERSARIES, figures Buddhism inherited from the Indian pantheon and filed in its cosmology.	Existing ID buddhist_vaishravana	EXISTING	buddhist_vaishravana
Guanyin		Guanyin		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	HELD UNDER THE CHINESE KEY, and this batch does not duplicate her. The East Asian Guanyin is a distinct cultic development with her own iconography and her own tradition, filed where she is practised; the Indian Avalokitesvara of the eight great bodhisattvas is filed under Buddhist. No edge, on the rule since lane 13.	Cross-tradition: chinese_guanyin	CROSS-TRADITION SAME FIGURE	chinese_guanyin
Tara (Hindu)		Tara (Hindu)		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	A FALSE HIT: the sweep resolves the Buddhist Tara onto the Hindu Tara, Brihaspati's wife, whom LANE 17 ADDED. Two different goddesses with one name.	Cross-tradition: hindu_tara	CROSS-TRADITION SAME FIGURE	hindu_tara
Za Rahula		Za Rahula		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	A SECOND FALSE HIT: 'Rahula' resolves onto the Tibetan planetary demon. The Buddha's son and an eclipse-demon share a name, and the corpus held the demon.	Cross-tradition: tibetan_buddhist_za_rahula	CROSS-TRADITION SAME FIGURE	tibetan_buddhist_za_rahula
Yama (Hindu)		Yama (Hindu)		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	The Buddhist Yama is already held separately; the sweep resolves the name onto the Hindu record and onto kalmyk_erlik_nomin_khan as well. Three keys, three records, and the corpus is right to keep them apart.	Cross-tradition: hindu_yama	CROSS-TRADITION SAME FIGURE	hindu_yama
Gautama Maharishi		Gautama Maharishi		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	A THIRD FALSE HIT: 'Gautama' is a clan name and resolves onto the Hindu rishi.	Cross-tradition: hindu_gautama_maharishi	CROSS-TRADITION SAME FIGURE	hindu_gautama_maharishi
Miruku		Miruku		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	A FOURTH: 'Miroku', the Japanese form of Maitreya, resolves onto the Ryukyuan Miruku - who IS derived from Maitreya, which makes this the one false hit that is half true.	Cross-tradition: ryukyuan_miruku	CROSS-TRADITION SAME FIGURE	ryukyuan_miruku
Shinje		Shinje		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	The Tibetan form of Yama, held under the Tibetan Buddhist key. A fourth Yama across four keys.	Cross-tradition: tibetan_shinje	CROSS-TRADITION SAME FIGURE	tibetan_shinje
Yama (Kalmyk)		Yama (Kalmyk)		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Erlik Nomin Khan, the Kalmyk form. See above.	Cross-tradition: kalmyk_erlik_nomin_khan	CROSS-TRADITION SAME FIGURE	kalmyk_erlik_nomin_khan
the Eighteen Arhats		the Eighteen Arhats		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	A COLLECTIVE and a series. Individuals are ingested where the sources give them an act: the ten great disciples are in this batch.		REJECT	
the Twenty-Eight Buddhas		the Twenty-Eight Buddhas		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	The series of Buddhas before Gautama. A SERIES - and Dipamkara, the fourth, IS ingested, because the sources give him an act rather than a place in a list.		REJECT	
the Thirty-Five Confession Buddhas		the Thirty-Five Confession Buddhas		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	A SERIES.		REJECT	
the Thousand Buddhas of this aeon		the Thousand Buddhas of this aeon		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	A SERIES, and a number.		REJECT	
Kaṇṭhaka		Kaṇṭhaka		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	The horse Siddhartha rides out of the palace. AN ANIMAL IDENTIFIED BY AN OWNER - the rejection applied to five horses, two hounds, Balder's foal and the dogs of Artavazd.		REJECT	
Kapilavastu, Bodh Gayā, Sārnāth, Kuśinagara		Kapilavastu, Bodh Gayā, Sārnāth, Kuśinagara		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	The four great places of his life. PLACES.		REJECT	
Sukhāvatī and Vaiḍūryanirbhāsa		Sukhāvatī and Vaiḍūryanirbhāsa		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Amitabha's and Bhaisajyaguru's pure lands. PLACES, even though they are pure lands - and each is named on its Buddha's record.		REJECT	
the Bodhi tree		the Bodhi tree		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	A TREE.		REJECT	
the Trāyastriṃśa heaven and the six realms		the Trāyastriṃśa heaven and the six realms		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	PLACES and a cosmological scheme.		REJECT	
the Tripiṭaka, the Lotus Sutra and the Diamond Sutra		the Tripiṭaka, the Lotus Sutra and the Diamond Sutra		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	TEXTS - and Prabhutaratna's record turns on one of them, because his stupa appears wherever it is recited.		REJECT	
Sujātā		Sujātā		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	THE WOMAN WHO GIVES THE BUDDHA MILK-RICE after the fasting, which is the moment he abandons austerity for the middle way. THE SWEEP RESOLVES HER NAME ONTO buddhist_suja, WHO IS SAKRA'S WIFE AND A DIFFERENT PERSON - a false hit INSIDE the same tradition key, and the sharpest one this programme has found. She is blocked for want of a treatment, not for want of importance.		BLOCKED	
Channa		Channa		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	The charioteer who drives him out on the night he leaves, and who names the old man, the sick man and the corpse. Named in every life; the retrieved treatments do not carry him.		BLOCKED	
Asita		Asita		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	The seer who reads the marks on the newborn and weeps because he will not live to hear the teaching.		BLOCKED	
Mucalinda		Mucalinda		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	The naga who raises his hoods over the Buddha through seven days of rain. A serpent with an act of his own, on the footing that ingested the Twrch Trwyth and the two bulls of the Tain rather than the rejection that turned away the horses.		BLOCKED	
Hārītī		Hārītī		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	The child-eating yakshini the Buddha converts by hiding one of her five hundred children, and who becomes a protector of children. One of the best stories in the tradition and not in the retrieved material.		BLOCKED	
Mahākāla, Yamāntaka, Acala and the wrathful protectors		Mahākāla, Yamāntaka, Acala and the wrathful protectors		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	A class of figure this corpus already holds several of under the Tibetan Buddhist key - Begtse, Palden Lhamo, Pehar - and none under the Buddhist one. A TRADITION-KEY QUESTION before it is an evidence one.		BLOCKED	
Vajrasattva, Vasudhārā and Cundī		Vajrasattva, Vasudhārā and Cundī		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	Further Mahayana and Vajrayana figures with substantial practice traditions, absent from both keys.		BLOCKED	
Nāgārjuna		Nāgārjuna		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	The founder of the Madhyamaka. A HISTORICAL PHILOSOPHER WITH A LEGEND ATTACHED - the nagas give him the Prajnaparamita sutras - which is the scope question lane 23 left open with Trdat III and lane 24 with four empty Korean eras. It is now open in a third tradition.		BLOCKED	
Ambapālī, Visākhā and the great laywomen		Ambapālī, Visākhā and the great laywomen		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	The courtesan who gives her mango grove and the foremost female lay donor. The order of nuns is in this batch through Mahaprajapati; its lay supporters are not.		BLOCKED	
Bimbisāra, Ajātaśatru and Aśoka		Bimbisāra, Ajātaśatru and Aśoka		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	The kings of the canon and the emperor of the edicts. The same scope question as Nagarjuna, one step further into history.		BLOCKED	
the era vocabulary		the era vocabulary		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	NOT A FIGURE AND THE LARGEST PROBLEM IN THIS LANE. The Buddhist key registers ONE era, 'mythic', so the historical Buddha's lifetime, the celestial Buddhas of the pure lands and Maitreya, who has not come yet, are all filed together. Lane 22 extended a vocabulary where a label's stated dates CONTRADICTED the material; here the label is coarse, not wrong, and splitting it is a claim about the tradition's shape that the owner should make.		BLOCKED	
the type vocabulary		the type vocabulary		Buddhist	Reference treatments consulted via server-side web search; see transcript citations	LIKEWISE NOT A FIGURE AND LIKEWISE ESCALATED. deity|numen|demigod|quartigod|scion|mortal has no category for a Buddha or a bodhisattva, who in this tradition's own view are NOT gods, and who stand above the devas the corpus already holds precisely by not being gods. Every affected record says so on its face; the schema cannot.		BLOCKED	
