canonical_name	aliases	native_form	proposed_type	tradition	sources	inclusion_reason	duplicate_or_equivalent	disposition	corpus_name_hits
Rahko	Rahkoi	Rahko	deity	Finnish	Reference treatments consulted via server-side web search; see transcript citations	AN EXPLANATION OF THE LUNAR PHASES BY MEANS OF A MAN WITH A BUCKET OF TAR, attested across three centuries: Agricola 1551 says he split the Moon black, and northern thief-tales say the moonlight spoils his work so he climbs up and paints it over.	New ID finnish_rahko	ADD	
Otso	Ohto; Kontio; Karhu; Mesikämmen; Metsän kuningas	Otso	numen	Finnish	Reference treatments consulted via server-side web search; see transcript citations	The sacred bear, king of the forest, addressed only by by-names because the true name was taboo; given a funeral after killing, his skull raised on a pine so he could be reborn. NOT SOMEBODY'S ANIMAL: the spirit of all bears, which is why the rejection applied to five horses and two hounds does not apply here.	New ID finnish_otso	ADD	
Hongatar	Hongas; Hongotar	Hongatar	deity	Finnish	Reference treatments consulted via server-side web search; see transcript citations	The mother of the bear, invited guest of the bear-feast, and one of the two voices of the chant sung at it. A GODDESS WHOSE ATTESTATION IS A SONG SHE IS HALF OF.	New ID finnish_hongatar	ADD	
Liekkiö		Liekkiö	deity	Finnish	Reference treatments consulted via server-side web search; see transcript citations	Agricola 1551: lord of grass, roots and trees. The later folk word liekkio means the restless spirit of a murdered child, which is a class of being and would be rejected; the record holds the 1551 god and says the two senses exist without deciding they are one.	New ID finnish_liekkio	ADD	
Suonetar		Suonetar	deity	Finnish	Reference treatments consulted via server-side web search; see transcript citations	Goddess of the veins, spinner of the vessels, who sews shut the tissue of the wounded and takes her part in the restoration of Lemminkainen in rune 15. The most famous scene in the poem after the Sampo and the registry held nobody who does the work.	New ID finnish_suonetar	ADD	
Rongoteus		Rongoteus	deity	Finnish	Reference treatments consulted via server-side web search; see transcript citations	FIRST NAME IN AGRICOLA'S 1551 KARELIAN LIST: the giver of rye, prayed to beside the other crop-spirits. Rye is what Finland ate.	New ID finnish_rongoteus	ADD	
Äkräs	Äyräs; Egres	Äkräs	deity	Finnish	Reference treatments consulted via server-side web search; see transcript citations	Agricola 1551: 'Egres created peas, beans, rutabagas / Brought forth cabbages, flax, hemp.' A DEITY WHOSE ATTESTED PROVINCE IS A LIST OF SIX VEGETABLES, which is how a farming religion looks from the inside.	New ID finnish_akras	ADD	
Köndös	Köntös	Köndös	deity	Finnish	Reference treatments consulted via server-side web search; see transcript citations	Agricola 1551: the maker of the burn-clearings and the ploughlands. The record carries its own uncertainty on its face - the sources call this one of the hardest names in the list to read, and Harva's comparison to the Kalevanpojat is recorded as a proposal with no edge drawn from it.	New ID finnish_kondos	ADD	
Kekri	Keyri; Köyri	Kekri	deity	Finnish	Reference treatments consulted via server-side web search; see transcript citations	Agricola 1551: the god who increases the growth of the cattle - and also the name of the feast at the close of the farming year, when the dead visited, food was left out and the sauna was heated for them. THE STRONGEST CULT RECORD IN THIS BATCH and the only figure in it whose feast is still kept.	New ID finnish_kekri	ADD	
Rauni	Akka; Rauni-akka	Rauni	deity	Finnish	Reference treatments consulted via server-side web search; see transcript citations	UKKO'S CONSORT, in a tradition whose word for thunder is his name. Named beside him in Agricola's 1551 Karelian list; a goddess of fertility whose name is that of the rowan. Akka and Rauni are recorded as one figure with two names, which is the reading the treatments take.	New ID finnish_rauni	ADD	
Veden emo	Veden emä; Vedenemo	Veden emo	numen	Finnish	Reference treatments consulted via server-side web search; see transcript citations	Agricola 1551: the water-mother who drove the fish into the net. TYPE numen AND NOT deity BECAUSE THE NAME IS A DESCRIPTION - it is nearer a title than a personal name, and the record holds it on that footing and no higher. No edge to Ahti or Vellamo, because the sources draw none.	New ID finnish_veden_emo	ADD	
Kaleva	Kalevi; Osmo	Kaleva	numen	Finnish	Reference treatments consulted via server-side web search; see transcript citations	THE EPIC IS NAMED AFTER HIM AND THE REGISTRY DID NOT HOLD HIM. The giant ancestor; Kalevala is 'the land of Kaleva' and Agricola's Hame list closes with his sons. No cross-tradition edge to estonian_kalev, on the rule since lane 13.	New ID finnish_kaleva	ADD	
Kapo		Kapo		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: Used of the beer-brewer in the same passage of rune 20.	Alias on finnish_osmotar (Osmotar)	ALIAS	finnish_osmotar
Kalevatar		Kalevatar		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: Likewise, in the same passage.	Alias on finnish_osmotar (Osmotar)	ALIAS	finnish_osmotar
Akka		Akka		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: 'Old woman, crone, wife', used of Ukko's consort as a name; the treatments consulted treat Akka and Rauni as one figure.	Alias on finnish_rauni (Rauni)	ALIAS	finnish_rauni
Ohto		Ohto		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: One of the bear's by-names.	Alias on finnish_otso (Otso)	ALIAS	finnish_otso
Kontio		Kontio		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: Another. The true name was taboo, so the tradition is unusually rich in them.	Alias on finnish_otso (Otso)	ALIAS	finnish_otso
Karhu		Karhu		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: The ordinary modern Finnish word for bear - itself originally a euphemism, 'rough-coat'.	Alias on finnish_otso (Otso)	ALIAS	finnish_otso
Mesikämmen		Mesikämmen		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: 'Honey-paw'.	Alias on finnish_otso (Otso)	ALIAS	finnish_otso
Metsän kuningas		Metsän kuningas		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: 'King of the forest'.	Alias on finnish_otso (Otso)	ALIAS	finnish_otso
Hongas		Hongas		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: Variant of the bear-mother's name; Hongotar is a third.	Alias on finnish_hongatar (Hongatar)	ALIAS	finnish_hongatar
Kura		Kura		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: Given for Lemminkainen's companion in the same passages.	Alias on finnish_tiera (Tiera)	ALIAS	finnish_tiera
Egres		Egres		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: Agricola's own spelling.	Alias on finnish_akras (Äkräs)	ALIAS	finnish_akras
Äyräs		Äyräs		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: The Old Finnish dictionary's alternative reading.	Alias on finnish_akras (Äkräs)	ALIAS	finnish_akras
Köntös		Köntös		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: The reading the Old Finnish dictionary prefers.	Alias on finnish_kondos (Köndös)	ALIAS	finnish_kondos
Rahkoi		Rahkoi		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: Agricola's spelling.	Alias on finnish_rahko (Rahko)	ALIAS	finnish_rahko
Virankannos		Virankannos		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: Agricola's form; Wirancannos in the 1551 print.	Alias on finnish_virokannas (Virokannas)	ALIAS	finnish_virokannas
Veden emä		Veden emä		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: The same phrase with the older form of 'mother'.	Alias on finnish_veden_emo (Veden emo)	ALIAS	finnish_veden_emo
Luonnotar		Luonnotar		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: 'Daughter of nature' - already carried on the pre-existing Ilmatar record, and the sweep confirmed it resolves.	Alias on finnish_ilmatar (Ilmatar)	ALIAS	finnish_ilmatar
Mana		Mana		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: Resolves to the pre-existing Tuoni. The treatments note Mana is probably Lonnrot's own back-formation from Manala.	Alias on finnish_tuoni (Tuoni)	ALIAS	finnish_tuoni
Väinämöinen		Väinämöinen		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held, with ten relations - and not the woman or the child who end his age.	Existing ID finnish_vainamoinen	EXISTING	finnish_vainamoinen
Ilmarinen		Ilmarinen		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held. Held TWICE, counting karelian_ilmarinen; see the cross-tradition rows.	Existing ID finnish_ilmarinen	EXISTING	finnish_ilmarinen
Lemminkäinen		Lemminkäinen		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held, with four relations and no friend among them until this batch.	Existing ID finnish_lemminkainen	EXISTING	finnish_lemminkainen
Joukahainen		Joukahainen		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held.	Existing ID finnish_joukahainen	EXISTING	finnish_joukahainen
Aino		Aino		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held.	Existing ID finnish_aino	EXISTING	finnish_aino
Kullervo		Kullervo		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held - with his revenge, and not the woman he took it on.	Existing ID finnish_kullervo	EXISTING	finnish_kullervo
Kalervo		Kalervo		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held.	Existing ID finnish_kalervo	EXISTING	finnish_kalervo
Untamo		Untamo		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held - Kullervo's uncle. NOT the Untamo of the dream-charms; see the blocked rows.	Existing ID finnish_untamo	EXISTING	finnish_untamo
Kyllikki		Kyllikki		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held.	Existing ID finnish_kyllikki	EXISTING	finnish_kyllikki
Lempi		Lempi		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held.	Existing ID finnish_lempi	EXISTING	finnish_lempi
Louhi		Louhi		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held - and not the daughter she sells the Sampo for.	Existing ID finnish_louhi	EXISTING	finnish_louhi
Ilmatar		Ilmatar		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held, at era primordial, with no relations - and Vainamoinen, whom the sources make her son, carries no parentIds. A PRE-EXISTING GAP THIS BATCH CANNOT FIX without mutating records it did not author.	Existing ID finnish_ilmatar	EXISTING	finnish_ilmatar
Ukko		Ukko		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held - and not Rauni.	Existing ID finnish_ukko	EXISTING	finnish_ukko
Tapio		Tapio		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held, with the whole Tapio household: Mielikki, Nyyrikki, Tellervo, Tuulikki.	Existing ID finnish_tapio	EXISTING	finnish_tapio
Mielikki		Mielikki		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held.	Existing ID finnish_mielikki	EXISTING	finnish_mielikki
Nyyrikki		Nyyrikki		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held - and IS Agricola's Nyrckes, so the corpus held one more of the 1551 list than it looked.	Existing ID finnish_nyyrikki	EXISTING	finnish_nyyrikki
Tellervo		Tellervo		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held.	Existing ID finnish_tellervo	EXISTING	finnish_tellervo
Tuulikki		Tuulikki		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held.	Existing ID finnish_tuulikki	EXISTING	finnish_tuulikki
Ahti		Ahti		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held. Also a by-name of Lemminkainen, which the sweep surfaces as a double hit on one name.	Existing ID finnish_ahti	EXISTING	finnish_ahti
Vellamo		Vellamo		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held.	Existing ID finnish_vellamo	EXISTING	finnish_vellamo
Tuoni		Tuoni		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held - father of five daughters, of whom the corpus held one.	Existing ID finnish_tuoni	EXISTING	finnish_tuoni
Tuonetar		Tuonetar		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held.	Existing ID finnish_tuonetar	EXISTING	finnish_tuonetar
Loviatar		Loviatar		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held, with parentIds naming Tuoni and Tuonetar - the one sister the registry had.	Existing ID finnish_loviatar	EXISTING	finnish_loviatar
Lempo		Lempo		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held. The sweep resolves 'Hiisi' onto this record as well as onto karelian_hiisi.	Existing ID finnish_lempo	EXISTING	finnish_lempo
Pekko		Pekko		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held - and IS Agricola's Pellonpekko.	Existing ID finnish_pekko	EXISTING	finnish_pekko
Sampsa Pellervoinen		Sampsa Pellervoinen		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held.	Existing ID finnish_pellervoinen	EXISTING	finnish_pellervoinen
Antero Vipunen		Antero Vipunen		Finnish	Reference treatments consulted via server-side web search; see transcript citations	THE DEAD GIANT VAINAMOINEN CLIMBS INSIDE FOR THE THREE MISSING WORDS - one of the great episodes of the epic - AND HE IS FILED UNDER KARELIAN, NOT FINNISH. This batch does not add a Finnish duplicate.	Cross-tradition: karelian_antero_vipunen	CROSS-TRADITION SAME FIGURE	karelian_antero_vipunen
Iku-Turso		Iku-Turso		Finnish	Reference treatments consulted via server-side web search; see transcript citations	The sea-monster Louhi raises against Vainamoinen's boat. Likewise held under Karelian only.	Cross-tradition: karelian_iku_turso	CROSS-TRADITION SAME FIGURE	karelian_iku_turso
Hiisi		Hiisi		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Held under Karelian, and 'Hiisi' also resolves onto finnish_lempo. Agricola lists Hiisi among the Karelian gods.	Cross-tradition: karelian_hiisi	CROSS-TRADITION SAME FIGURE	karelian_hiisi
Syöjätär		Syöjätär		Finnish	Reference treatments consulted via server-side web search; see transcript citations	The ogress from whose spittle the snake is made. Karelian only.	Cross-tradition: karelian_syojatar	CROSS-TRADITION SAME FIGURE	karelian_syojatar
Väinämöinen (Karelian)		Väinämöinen (Karelian)		Finnish	Reference treatments consulted via server-side web search; see transcript citations	THE SAME BEING AS finnish_vainamoinen, HELD TWICE. The Kalevala is one poem and the registry has it under two keys.	Cross-tradition: karelian_vainamoinen	CROSS-TRADITION SAME FIGURE	karelian_vainamoinen
Ilmarinen (Karelian)		Ilmarinen (Karelian)		Finnish	Reference treatments consulted via server-side web search; see transcript citations	The same being as finnish_ilmarinen, held twice.	Cross-tradition: karelian_ilmarinen	CROSS-TRADITION SAME FIGURE	karelian_ilmarinen
Ukko (Karelian)		Ukko (Karelian)		Finnish	Reference treatments consulted via server-side web search; see transcript citations	The same being as finnish_ukko, held twice - three times counting estonian_uku.	Cross-tradition: karelian_ukko	CROSS-TRADITION SAME FIGURE	karelian_ukko
Uku		Uku		Finnish	Reference treatments consulted via server-side web search; see transcript citations	The Estonian counterpart of Ukko. A separate tradition, correctly a separate record; NO EDGE DRAWN, on the rule since lane 13.	Cross-tradition: estonian_uku	CROSS-TRADITION SAME FIGURE	estonian_uku
Kalev		Kalev		Finnish	Reference treatments consulted via server-side web search; see transcript citations	The Estonian counterpart of Kaleva, held as a demigod at era 'legendary'. Separate tradition, separate record, no edge.	Cross-tradition: estonian_kalev	CROSS-TRADITION SAME FIGURE	estonian_kalev
Kalevipoeg		Kalevipoeg		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Kalev's son and the hero of the Estonian epic. The Finnish Kalevanpojat are a collective and are rejected; this is a named individual in another tradition and is correctly held there.	Cross-tradition: estonian_kalevipoeg	CROSS-TRADITION SAME FIGURE	estonian_kalevipoeg
Kratti		Kratti		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Agricola 1551: 'Kratti kept sorrow from property'. A TREASURE-GUARDIAN, and in folklore a CLASS of spirit attached to a household's wealth, not a figure.		REJECT	
Tonttu		Tonttu		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Agricola 1551: 'Tonttu controlled the household'. A HOUSE-SPIRIT, a class; the word is a loan and there is one per farm.		REJECT	
Piru		Piru		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Agricola 1551: 'Piru caused mischief'. THE DEVIL, a loanword and a class.		REJECT	
Kapeet		Kapeet		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Agricola 1551, Hame list. The beings who eat the moon. A COLLECTIVE of unnamed devourers.		REJECT	
Kalevanpojat		Kalevanpojat		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Agricola 1551, closing the Hame list. THE SONS OF KALEVA - a COLLECTIVE of unnamed sons, on the rule that rejected the Fianna, the Tuatha De Danann and the Coraniaid. Kaleva himself is ingested.		REJECT	
Hittavainen		Hittavainen		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Twelfth in Agricola's Karelian list - AND THE REJECTION IS ITSELF THE FINDING. The name is generally read as Huittavainen, that is SAINT HUBERT, patron of hunters. There is a Catholic saint inside the oldest list of Finnish gods.		REJECT	
Vetehinen		Vetehinen		Finnish	Reference treatments consulted via server-side web search; see transcript citations	A water-spirit. A CLASS.		REJECT	
Näkki		Näkki		Finnish	Reference treatments consulted via server-side web search; see transcript citations	A water-spirit that drowns people. A CLASS.		REJECT	
Maahinen		Maahinen		Finnish	Reference treatments consulted via server-side web search; see transcript citations	An earth-spirit. A CLASS.		REJECT	
Menninkäinen		Menninkäinen		Finnish	Reference treatments consulted via server-side web search; see transcript citations	A being of the woods and barrows. A CLASS.		REJECT	
Para		Para		Finnish	Reference treatments consulted via server-side web search; see transcript citations	A creature made to steal a neighbour's milk. A CLASS, and a made object besides.		REJECT	
Tuonela		Tuonela		Finnish	Reference treatments consulted via server-side web search; see transcript citations	The land of the dead. A PLACE.		REJECT	
Manala		Manala		Finnish	Reference treatments consulted via server-side web search; see transcript citations	The same place under its other name. A PLACE.		REJECT	
Pohjola		Pohjola		Finnish	Reference treatments consulted via server-side web search; see transcript citations	The northern land. A PLACE. Sariola is the same place.		REJECT	
Väinölä		Väinölä		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Vainamoinen's own country. A PLACE.		REJECT	
Kipumäki		Kipumäki		Finnish	Reference treatments consulted via server-side web search; see transcript citations	The hill of pain where three rivers meet. A PLACE - and Kiputytto, who sits on it, is ingested.		REJECT	
the Sampo		the Sampo		Finnish	Reference treatments consulted via server-side web search; see transcript citations	The mill that grinds salt, meal and gold. AN OBJECT, and the registry has an items table.		REJECT	
the kantele		the kantele		Finnish	Reference treatments consulted via server-side web search; see transcript citations	The instrument Vainamoinen makes from a pike's jaw. AN OBJECT.		REJECT	
Elias Lönnrot		Elias Lönnrot		Finnish	Reference treatments consulted via server-side web search; see transcript citations	THE MAN WHO MADE THE KALEVALA out of the songs he collected, and the reason the registered Finnish era 'modern-collection' exists. A NINETEENTH-CENTURY PHYSICIAN AND PHILOLOGIST, not a figure of the tradition. The corpus holds Vyasa and would hold Valmiki because they are characters in their own epics; Lonnrot is not, and this batch declines to fill an empty era by promoting a scholar into it.		REJECT	
Lemminkäinen's mother		Lemminkäinen's mother		Finnish	Reference treatments consulted via server-side web search; see transcript citations	THE STRONGEST BLOCKED ROW IN THIS LANE. She searches heaven and earth for her son, has Ilmarinen forge her a copper rake, drags his pieces out of the river of Tuonela and sings him back together. It is the most famous scene in the poem after the Sampo. UNCERTAINTY: the treatments retrieved call her only 'Lemminkainen's mother' and one of them identifies the reviver of rune 15 as Ilmatar instead, which cannot be right for a corpus that already holds Ilmatar as the primordial air-spirit. EVIDENCE NEEDED: a treatment that settles whether she is a distinct figure with a name in any variant.		BLOCKED	
Lokka		Lokka		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Given as Ilmarinen's mother, but the retrieved sources name her variously Lokka and Lakka and one gives no name at all. A record would have to choose a form on no evidence.		BLOCKED	
Ruotus		Ruotus		Finnish	Reference treatments consulted via server-side web search; see transcript citations	The wicked host of canto 50 who refuses Marjatta shelter and sends her to the stable, and his wife who does the sending. Named in the canto; the retrieved treatments summarise the canto without them.		BLOCKED	
the younger daughter of Pohjola		the younger daughter of Pohjola		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Ilmarinen's second attempt at a bride, whom he tries to take after her sister's death and turns into a loon when she refuses him. A distinct person with an act; the treatments give her only as 'her younger sister'.		BLOCKED	
Turisas		Turisas		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Seventh in Agricola's Hame list - 'Turisas gave victory in war'. BLOCKED AND NOT ADDED because whether Agricola's war-god is the same being as the Kalevala's Iku-Turso, which the corpus holds as karelian_iku_turso, is exactly what the literature disputes. Ingesting him would either duplicate a held figure or assert a separation the sources do not.		BLOCKED	
Kuippana		Kuippana		Finnish	Reference treatments consulted via server-side web search; see transcript citations	A by-name or a separate king of the forest beside Tapio; the retrieved sources name it without a function of its own.		BLOCKED	
Ajattara		Ajattara		Finnish	Reference treatments consulted via server-side web search; see transcript citations	A forest spirit who leads travellers astray; the retrieved material does not distinguish an individual from a class.		BLOCKED	
Perkele		Perkele		Finnish	Reference treatments consulted via server-side web search; see transcript citations	The Finnish devil, and A LOAN FROM THE BALTIC PERKUNAS - which would make it the fourth end of the thunder-name this programme has touched, after Perun, Perkunas and Parjanya in lanes 14 and 17. Blocked for want of a treatment that gives the Finnish figure a function rather than an etymology.		BLOCKED	
Manalatar		Manalatar		Finnish	Reference treatments consulted via server-side web search; see transcript citations	The mistress of Manala; may simply be Tuonetar under the other name of the place.		BLOCKED	
Tuonen tytti		Tuonen tytti		Finnish	Reference treatments consulted via server-side web search; see transcript citations	The short maiden who ferries the dead across the river of Tuonela; named in the poem, not in the retrieved treatments.		BLOCKED	
Kuu and Päivä		Kuu and Päivä		Finnish	Reference treatments consulted via server-side web search; see transcript citations	The moon and the sun THEMSELVES, as distinct from Kuutar and Paivatar who are their maidens. The distinction is real in the sources and the retrieved material does not support two more records.		BLOCKED	
Otava		Otava		Finnish	Reference treatments consulted via server-side web search; see transcript citations	The Great Bear. One account has Otso born from it, which this batch records on Otso's own lifecycle; whether the constellation is itself a figure is not settled by what was retrieved.		BLOCKED	
Hiiden hirvi		Hiiden hirvi		Finnish	Reference treatments consulted via server-side web search; see transcript citations	The elk of Hiisi, which Lemminkainen must catch as one of Louhi's tasks - made of rotten wood and swamp. An artefact-creature like the Golden Maiden, and blocked only for a citation.		BLOCKED	
Kivi-Kimmo		Kivi-Kimmo		Finnish	Reference treatments consulted via server-side web search; see transcript citations	One of the beings of the healing charms, beside Suonetar. The charms name a being for each part of the body and the corpus now holds one of them.		BLOCKED	
Juoletar		Juoletar		Finnish	Reference treatments consulted via server-side web search; see transcript citations	Likewise from the charm material.		BLOCKED	
Untamo the sleep-god		Untamo the sleep-god		Finnish	Reference treatments consulted via server-side web search; see transcript citations	A SECOND UNTAMO, the bringer of dreams, distinct from Kullervo's uncle whom the corpus holds as finnish_untamo. A WITHIN-TRADITION ID COLLISION WAITING, of the kind lanes 16, 17 and 18 handled with qualified ids.		BLOCKED	
