canonical_name	aliases	native_form	proposed_type	tradition	sources	inclusion_reason	duplicate_or_equivalent	disposition	corpus_name_hits
Tai Sui	the Guardian God of the Year; Grand Duke Jupiter	太歲	deity	Chinese	Reference treatment of Lu Ban, Wu Gang, Kui Xing, Houtu and Tai Sui (web research pass, lane 37); Reference treatment of the Four Heavenly Ministers and the Jade Emperor's subordinates (web research pass, lane 37)	The Guardian God of the Year, a celestial general in service of the Jade Emperor	AUTHORED AS THE OFFICE, not as the sixty generals who rotate through it; the sixty are REJECT below	ADD	none
Shenshu	door god	神荼	deity	Chinese	Reference treatment of Shenshu and Yulu, the door gods (web research pass, lane 37)	One of the two oldest door gods, who inspect the dead at the ghost gate on the peach tree; the corpus had NO door gods	-	ADD	none
Yulu	door god	鬱壘	deity	Chinese	Reference treatment of Shenshu and Yulu, the door gods (web research pass, lane 37)	One of the two oldest door gods, who inspect the dead at the ghost gate on the peach tree; the corpus had NO door gods	-	ADD	none
Yutu	the jade rabbit		(unknown)	Chinese	(insufficient)	Candidate from the Chinese folk and Taoist pantheon	-	BLOCKED	EXACT UNCERTAINTY: searched in this pass alongside Wu Gang and NOT RETURNED. The corpus holds Chang'e and now Wu Gang, so the lunar cast is two-thirds filled and the remainder is a known, named gap
Jiutian Xuannu	the Mysterious Lady of the Nine Heavens		(unknown)	Chinese	(insufficient)	Candidate from the Chinese folk and Taoist pantheon	-	BLOCKED	EXACT UNCERTAINTY: named in the query and absent from the results; no role, cult or attestation was returned
Wang Lingguan	the Taoist guardian marshal		(unknown)	Chinese	(insufficient)	Candidate from the Chinese folk and Taoist pantheon	-	BLOCKED	EXACT UNCERTAINTY: named in the query and absent from the results
Sun Simiao / Yaowang	the medicine king		(unknown)	Chinese	(insufficient)	Candidate from the Chinese folk and Taoist pantheon	-	BLOCKED	EXACT UNCERTAINTY: NOT RESEARCHED in this pass rather than researched and found thin - the row records which it is, so the next lane does not repeat a search that was never run
Yin Jiao	identified with Tai Sui in Fengshen Yanyi		(unknown)	Chinese	(insufficient)	Candidate from the Chinese folk and Taoist pantheon	-	BLOCKED	EXACT UNCERTAINTY: the identification surfaced only as a link with no content. Whether he is a separate figure or an alias of the Tai Sui office is unresolved, and guessing would create exactly the alias-shadow defect lanes 29-33 spent five lanes repairing
Marshal Tianpeng	天蓬元帥		(alias)	Chinese	(sweep)	Candidate: a Taoist marshal	chinese_zhu_bajie	REJECT	AN ALIAS OF A RECORD THE CORPUS ALREADY HOLDS: it is Zhu Bajie's rank before his fall, and the sweep resolved it to chinese_zhu_bajie. THE ONLY SWEEP HIT IN FIFTY CANDIDATES
the sixty Tai Sui	-		(class)	Chinese	Reference treatment of Lu Ban, Wu Gang, Kui Xing, Houtu and Tai Sui (web research pass, lane 37)	Candidates: the sixty celestial generals of the year-cycle	-	REJECT	A CLASS of sixty rotating through one office. The OFFICE is authored above; the sixty are not
the Eighteen Levels of Hell	-		(places)	Chinese	Reference treatment of the Ten Courts of Diyu and of the individual courts (web research pass, lane 37)	Candidates: the levels of Diyu	-	REJECT	A SET OF PLACES, not figures. The kings who preside over the courts are authored instead
the Twenty-Eight Mansions	-		(class)	Chinese	(general)	Candidates: the lunar asterisms	-	REJECT	A class of asterisms, not figures
huli jing	fox spirits		(class)	Chinese	(general)	Candidates: the fox spirits	-	REJECT	A CREATURE CLASS - the standing rule that rejected the nanchon, the Gede, the nagas, the tsen, the zaedtae and the jinn
Qinguang Wang	(see record)		(see record)	Chinese	(see record)	Already held: First of the Ten Kings	chinese_qinguang_wang	EXISTING	exact id match
Yanluo Wang	(see record)		(see record)	Chinese	(see record)	Already held: Fifth of the Ten Kings - and his record ALREADY SAYS SO	chinese_yanluo_wang	EXISTING	exact id match
Ao Guang	(see record)		(see record)	Chinese	(see record)	Already held: Dragon King of the East Sea, eldest of the four brothers	chinese_ao_guang	EXISTING	exact id match
Leigong	(see record)		(see record)	Chinese	(see record)	Already held: Thunder god, the yang half of the storm pair	chinese_leigong	EXISTING	exact id match
Meng Po	(see record)		(see record)	Chinese	(see record)	Already held: Serves the Tenth Court with the Tea of Forgetfulness	chinese_meng_po	EXISTING	exact id match
Nezha	(see record)		(see record)	Chinese	(see record)	Already held: Killer of Ao Bing, pupil of Taiyi Zhenren	chinese_nezha	EXISTING	exact id match
Jade Emperor	(see record)		(see record)	Chinese	(see record)	Already held: Father of Zhinu; lord of the Dragon Kings, Officials, Tai Sui, Houtu and Wu Gang's punishment	chinese_jade_emperor	EXISTING	exact id match
Dongyue Dadi	(see record)		(see record)	Chinese	(see record)	Already held: God of Mount Tai	chinese_dongyue_dadi	EXISTING	exact id match
Wenchang Wang	(see record)		(see record)	Chinese	(see record)	Already held: God of literature, beside Kui Xing of the examinations	chinese_wenchang	EXISTING	exact id match
Chang'e	(see record)		(see record)	Chinese	(see record)	Already held: Shares the moon with Wu Gang	chinese_change	EXISTING	exact id match
Zhu Bajie	(see record)		(see record)	Chinese	(see record)	Already held: Carries 'Marshal Tianpeng' as an alias	chinese_zhu_bajie	EXISTING	exact id match
