canonical_name	aliases	native_form	proposed_type	tradition	sources	inclusion_reason	duplicate_or_equivalent	disposition	corpus_name_hits
Yacatecuhtli	Yacatēcuhtli | Yiacatecuhtli | Lord of the Vanguard	Yacatēcuhtli	deity	Aztec/Mexica	Reference treatment of Yacatecuhtli	God of the pochteca, the armed long-distance merchants, whose bundled staffs were worshipped as him on the road.	Proposed new ID aztec_yacatecuhtli	ADD	
Tepeyollotl	Tepēyōllōtl | Heart of the Mountain	Tepēyōllōtl	deity	Aztec/Mexica	Reference treatment of Tepeyollotl	The jaguar in the cave: heart of the mountain, the echo, the earthquake, and a face of Tezcatlipoca.	Proposed new ID aztec_tepeyollotl	ADD	
Chalchiuhtotolin	Chālchiuhtōtolin | Jewelled Fowl | Precious Turkey	Chālchiuhtōtolin	deity	Aztec/Mexica	Reference treatment of Chalchiuhtotolin	The Jewelled Turkey: a Tezcatlipoca of pestilence who also lifts it.	Proposed new ID aztec_chalchiuhtotolin	ADD	
Malinalxochitl	Malīnalxōchitl | Grass Flower	Malīnalxōchitl	deity	Aztec/Mexica	Reference treatment of Malinalxochitl	The sorceress sister of Huitzilopochtli, left asleep on the migration, founder of Malinalco.	Proposed new ID aztec_malinalxochitl	ADD	
Copil	Cōpil	Cōpil	deity	Aztec/Mexica	Reference treatment of Copil and the founding of Tenochtitlan	Her son, killed by Huitzilopochtli, whose heart thrown into the lake grew the cactus the eagle perched on.	Proposed new ID aztec_copil	ADD	
Painal	Painalton | Paynal | the hasty one	Painalton	deity	Aztec/Mexica	Reference treatment of Painal	Huitzilopochtli's deputy and runner, whose image was carried at speed round the lake towns at Panquetzaliztli.	Proposed new ID aztec_painal	ADD	
Opochtli	Opōchtli | the left-handed one	Opōchtli	deity	Aztec/Mexica	Reference treatment of Opochtli	A Tlaloque and the patron of fishers and fowlers, credited with the net, the harpoon and the bird-snare.	Proposed new ID aztec_opochtli	ADD	
Nappatecuhtli	Nappatēcuhtli | Four Times Lord	Nappatēcuhtli	deity	Aztec/Mexica	Reference treatment of Nappatecuhtli	A Tlaloque and the patron of the mat-makers who cut the lake reeds.	Proposed new ID aztec_nappatecuhtli	ADD	
Huehueteotl	Huēhuetēōtl | the old god	Huēhuetēōtl	deity	Aztec/Mexica	Reference treatment of Huehueteotl	'The old god': the brazier-bearing fire deity attested from Preclassic Cuicuilco onward, linked to Xiuhtecuhtli rather than merged with him.	Proposed new ID aztec_huehueteotl	ADD	
Acamapichtli	Ācamāpichtli | Handful of Reeds	Ācamāpichtli	mortal	Aztec/Mexica	Reference treatment of Acamapichtli; Codices Chimalpahin, Aubin and Chimalpopoca	First tlatoani of Tenochtitlan and ancestor of the whole line. The registry held no Mexica ruler at all.	Proposed new ID aztec_acamapichtli	ADD	
Huitzilihuitl	Huītzilīhuitl | Hummingbird Feather	Huītzilīhuitl	mortal	Aztec/Mexica	Reference treatment of Huitzilihuitl and the codices	Second tlatoani, who married into Azcapotzalco and got the tribute cut.	Proposed new ID aztec_huitzilihuitl	ADD	
Chimalpopoca	Chīmalpopōca | Smoking Shield	Chīmalpopōca	mortal	Aztec/Mexica	Reference treatment of Chimalpopoca	Third tlatoani, who died in Tepanec custody — the death that started the war of independence.	Proposed new ID aztec_chimalpopoca	ADD	
Itzcoatl	Ītzcōātl | Obsidian Serpent	Ītzcōātl	mortal	Aztec/Mexica	Reference treatments of Itzcoatl and the Triple Alliance	Fourth tlatoani: destroyed Azcapotzalco, founded the Triple Alliance, and burned the old books.	Proposed new ID aztec_itzcoatl	ADD	
Moctezuma I	Motēuczōma Ilhuicamīna | Montezuma I | He Who Shoots at the Sky	Motēuczōma Ilhuicamīna	mortal	Aztec/Mexica	Reference treatment of Moctezuma I	Fifth tlatoani, who turned the alliance into an empire and built the Chapultepec aqueduct.	Proposed new ID aztec_moctezuma_i	ADD	
Tlacaelel	Tlacaélel | Tlacaelel I	Tlacaēlel	mortal	Aztec/Mexica	Reference treatment of Tlacaelel	Cihuacoatl for some fifty years under four or five rulers; declined the throne repeatedly and is credited with the reformed state cult.	Proposed new ID aztec_tlacaelel	ADD	
Axayacatl	Āxāyacatl | Water Face	Āxāyacatl	mortal	Aztec/Mexica	Reference treatment of Axayacatl	Sixth tlatoani: annexed Tlatelolco and was beaten by the Tarascans.	Proposed new ID aztec_axayacatl	ADD	
Tizoc	Tīzoc | Tizocic | Chalchiuhtlatonac	Tīzoc	mortal	Aztec/Mexica	Reference treatment of Tizoc	Seventh tlatoani, an ineffective war leader who reigned five years and was probably poisoned.	Proposed new ID aztec_tizoc	ADD	
Ahuitzotl	Āhuitzotl | Water Dog	Āhuitzotl	mortal	Aztec/Mexica	Reference treatment of Ahuitzotl	Eighth tlatoani and the greatest conqueror; dedicated the rebuilt Templo Mayor in 1487.	Proposed new ID aztec_ahuitzotl	ADD	
Moctezuma II	Motēuczōma Xōcoyōtzin | Montezuma II | Moctezuma the Younger	Motēuczōma Xōcoyōtzin	mortal	Aztec/Mexica	Reference treatment of Moctezuma II	Ninth tlatoani, who received Cortés and died in the rising of June 1520.	Proposed new ID aztec_moctezuma_ii	ADD	
Cuitlahuac	Cuitlāhuac | Cuitlahuatzin	Cuitlāhuac	mortal	Aztec/Mexica	Reference treatment of Cuitláhuac	Tenth tlatoani: drove the Spanish out and died of smallpox four months later.	Proposed new ID aztec_cuitlahuac	ADD	
Cuauhtemoc	Cuauhtémoc | Cuauhtemoctzin | Descending Eagle	Cuāuhtemōc	mortal	Aztec/Mexica	Reference treatment of Cuauhtémoc	Eleventh and last tlatoani, who held the siege for three months and was hanged by Cortés in 1525.	Proposed new ID aztec_cuauhtemoc	ADD	
Nezahualcoyotl	Nezahualcóyotl | Fasting Coyote	Nezahualcōyōtl	mortal	Aztec/Mexica	Reference treatments of Nezahualcoyotl and Nezahualpilli	Tlatoani of Texcoco, co-founder of the Triple Alliance, poet and builder of the dike that kept the salt water out.	Proposed new ID aztec_nezahualcoyotl	ADD	
Ometecuhtli	Ōmetēcuhtli | Two-Lord	Ōmetēcuhtli	deity	Aztec/Mexica	Reference treatment of Ometeotl	The other name of Tonacatecuhtli, not a second god. Carried as an alias.	Alias on aztec_tonacatecuhtli	ALIAS	aztec_tonacatecuhtli
Omecihuatl	Ōmecihuātl | Two-Lady	Ōmecihuātl	deity	Aztec/Mexica	Reference treatment of Ometeotl	The other name of Tonacacihuatl.	Alias on aztec_tonacacihuatl	ALIAS	aztec_tonacacihuatl
Ometochtli	Ōmetōchtli | Two Rabbit	Ōmetōchtli	deity	Aztec/Mexica	Reference treatment of Ometochtli	Tepoztecatl's calendar name, and also the generic title for any of the pulque gods. Carried as an alias on his record rather than as a separate deity.	Alias on aztec_tepoztecatl	ALIAS	aztec_tepoztecatl
Metztli	Meztli | the moon	Mētztli	deity	Aztec/Mexica	Reference treatments of the Mexica moon	The ordinary word for the moon, used as a divine name, and generally treated as the moon Tecciztecatl became rather than a separate deity. Recorded as an alias rather than duplicated.	Alias on aztec_tecciztecatl	ALIAS	aztec_tecciztecatl
Toci	Teteoinnan | Our Grandmother	Tocih	deity	Aztec/Mexica	corpus check	The registry already carries Toci as an alias on aztec_coatlicue. Teteoinnan, 'mother of the gods', is the same Ochpaniztli goddess under a third name; adding either would duplicate a record the corpus already holds.	Alias on aztec_coatlicue (pre-existing)	ALIAS	aztec_coatlicue
Camaxtli	Camaxtle	Camaxtli	deity	Aztec/Mexica	corpus check	Already carried as an alias on the Mixcoatl record — the Tlaxcalan name of the same hunting god.	mixcoatl	EXISTING	mixcoatl
Coatlicue	Toci | Teteoinnan	Cōātlīcue	deity	Aztec/Mexica	corpus check	Already in the registry, and already carrying Toci as an alias.	aztec_coatlicue	EXISTING	aztec_coatlicue
Ehecatl	Ehēcatl | Ehecatl-Quetzalcoatl	Ehēcatl	deity	Aztec/Mexica	Reference treatment of Quetzalcoatl	The wind aspect of Quetzalcoatl, worshipped in round temples. A transparent aspect-name of a god the registry already holds, not a separate deity.	Aspect of aztec_quetzalcoatl	REJECT	aztec_quetzalcoatl
Centzon Totochtin	the Four Hundred Rabbits	Centzontōtōchtin		Aztec/Mexica	Reference treatment of the Centzon Totochtin	A collective of four hundred pulque gods. The programme does not ingest classes; the named members (Tepoztecatl, Patecatl as their father) are recorded.		REJECT	
Centzon Huitznahua	the Four Hundred Southerners	Centzonhuitznāhuah		Aztec/Mexica	Reference treatment of the Coyolxauhqui myth	The four hundred brothers Huitzilopochtli kills at Coatepec: a collective with no individual names.		REJECT	
Tlaloque	the rain gods	Tlāloqueh		Aztec/Mexica	Reference treatment of the Tlaloque	A collective of rain gods under Tlaloc. Two named members, Opochtli and Nappatecuhtli, are recorded; the class is not.		REJECT	
Cihuateteo	the divine women	Cihuātēteoh		Aztec/Mexica	Reference treatment of the Cihuateteo	The spirits of women dead in childbirth, as a class. No individual names.		REJECT	
Tzitzimimeh	Tzitzimitl	Tzitzimimeh		Aztec/Mexica	Reference treatment of the tzitzimimeh	The star demons, as a class. Itzpapalotl, counted among them, is recorded.		REJECT	
Ahuiateteo	the gods of excess	Ahuiatēteoh		Aztec/Mexica	Reference treatment of the Ahuiateteo	The five gods of excess, as a class. Their chief, Macuilxochitl, is recorded.		REJECT	
Huitzilopochtli	Huītzilōpōchtli	Huītzilōpōchtli	deity	Aztec/Mexica	corpus check	Already in the registry; his sister Malinalxochitl, his nephew Copil and his deputy Painal are added.	aztec_huitzilopochtli	EXISTING	aztec_huitzilopochtli
Tezcatlipoca	Tezcatlipōca	Tezcatlipōca	deity	Aztec/Mexica	corpus check	Already in the registry; two of his aspects, Tepeyollotl and Chalchiuhtotolin, are added as records with the relation stated.	aztec_tezcatlipoca	EXISTING	aztec_tezcatlipoca
Quetzalcoatl	Quetzalcōātl	Quetzalcōātl	deity	Aztec/Mexica	corpus check	Already in the registry; his twin Xolotl is added.	aztec_quetzalcoatl	EXISTING	aztec_quetzalcoatl
Mayahuel	Mayāhuel	Mayāhuel	deity	Aztec/Mexica	corpus check	Already in the registry; her husband Patecatl and one of their four hundred children are added.	aztec_mayahuel	EXISTING	aztec_mayahuel
Centeotl	Cintēotl	Centēōtl	deity	Aztec/Mexica	corpus check	Already in the registry; the two maize goddesses beside him are added.	aztec_centeotl	EXISTING	aztec_centeotl
Tlaloc	Tlāloc	Tlāloc	deity	Aztec/Mexica	corpus check	Already in the registry; two named Tlaloque are added.	aztec_tlaloc	EXISTING	aztec_tlaloc
Xiuhtecuhtli	Xiuhtēcuhtli	Xiuhtēcuhtli	deity	Aztec/Mexica	corpus check	Already in the registry; Chantico and Huehueteotl are added and linked to him.	aztec_xiuhtecuhtli	EXISTING	aztec_xiuhtecuhtli
Tonatiuh	Tōnatiuh	Tōnatiuh	deity	Aztec/Mexica	corpus check	Already in the registry; Nanahuatzin, who becomes him, is added with the relation stated.	aztec_tonatiuh	EXISTING	aztec_tonatiuh
Mixcoatl	Camaxtli | Mixcōātl	Mixcōātl	deity	Aztec/Mexica	corpus check	Already in the registry; his mother Itzpapalotl is added.	mixcoatl	EXISTING	mixcoatl
Ometeotl	Ōmeteōtl	Ōmeteōtl	deity	Aztec/Mexica	corpus check	Already in the registry as the fused form of the primordial pair; whether the Aztecs had such a fused deity is disputed, and the two records added here state the dispute.	aztec_ometeotl	EXISTING	aztec_ometeotl
Atlaua	Ātlahua	Ātlahua	deity	Aztec/Mexica	Reference lists of Mexica deities	A god of water, arrows and fishermen named in the deity lists and in one of the sacred hymns; the sources reachable here give the name and the sphere and little else.		BLOCKED	uncertainty: whether anything beyond the hymn and a one-line gloss is attested; sources checked: general reference lists of Mexica deities; evidence needed: a treatment of the twenty sacred hymns of the Florentine Codex
Amimitl	Āmimitl	Āmimitl	deity	Aztec/Mexica	Reference lists of Mexica deities	A god of lake fishers and hunters, patron of Cuitlahuac town; same position as Atlaua.		BLOCKED	uncertainty: his character beyond the name and the town; sources checked: general reference lists of Mexica deities; evidence needed: a treatment of the lakeside town cults
Atlacoya	Ātlacoya	Ātlacoya	deity	Aztec/Mexica	Reference lists of Mexica deities	Named in modern lists as a goddess of drought; the attestation base could not be established in this session, and several names in these lists are known to be modern inventions.		BLOCKED	uncertainty: whether Atlacoya is attested in any colonial source at all; sources checked: general reference lists of Mexica deities; evidence needed: a Nahuatl-source citation
Chalmecacihuatl	Chalmēcacihuātl	Chalmēcacihuātl	deity	Aztec/Mexica	Reference lists of Mexica deities	A goddess of the underworld named in the lists; nothing beyond the name and the association could be substantiated.		BLOCKED	uncertainty: her attestation and her relation to the Chalmeca underworld figures generally; sources checked: general reference lists of Mexica deities; evidence needed: a treatment of the Mictlan retinue
Acolmiztli	Ācōlmiztli	Ācōlmiztli	deity	Aztec/Mexica	Reference lists of Mexica deities	A lord of Mictlan in some lists and a ruler of Coatlichan in others — the same name doing two jobs, which is exactly what needs resolving before a record can be written.		BLOCKED	uncertainty: whether the Mictlan god and the Acolhua ruler of this name are one figure, two, or a confusion; sources checked: general reference lists of Mexica deities and rulers; evidence needed: a treatment of the Acolhua dynasty and of the Mictlan lords
Huemac	Huēmac	Huēmac	mortal	Aztec/Mexica	Toltec traditions	The last ruler of Tollan in the Toltec traditions. He belongs to the Toltec material rather than the Mexica, and the registry has no Toltec tradition key; opening one is a scoping decision this pass does not make alone.		BLOCKED	uncertainty: whether to open a Toltec tradition key for Huemac and the Tollan material, or to file them under Aztec/Mexica as received tradition; sources checked: reference treatments of Huemac and Tollan; evidence needed: the owner's call on tradition granularity
