canonical_name	aliases	native_form	proposed_type	tradition	sources	inclusion_reason	duplicate_or_equivalent	disposition	corpus_name_hits
Caoilte mac Rónáin	Caílte	Caílte mac Rónáin	mortal	Irish	Reference treatments consulted via server-side web search; see transcript citations	Fionn's nephew, the swiftest of the Fianna, who talks with animals and lives to be baptised by Saint Patrick. With Oisín, the second of the two survivors who speak the Acallam na Senórach.	New ID irish_caoilte	ADD	
Diarmuid Ua Duibhne	Dermot O'Dyna	Diarmuid Ua Duibhne	mortal	Irish	Reference treatments consulted via server-side web search; see transcript citations	Bound by Gráinne's geasa to elope with her, pursued for years by Fionn, protected by Aengus Óg, killed by a boar hunt he is fated to lose.	New ID irish_diarmuid	ADD	
Gráinne	Grania	Gráinne	mortal	Irish	Reference treatments consulted via server-side web search; see transcript citations	The princess who looks along the warriors at her own wedding feast, despairs at being wed to a man older than her father, and PUTS DIARMUID UNDER GEASA to take her away. The treatment is explicit that the binding is hers - a woman's decision and a man's obligation.	New ID irish_grainne	ADD	
Saint Patrick	Pádraig	Naomh Pádraig	mortal	Irish	Reference treatments consulted via server-side web search; see transcript citations	THE MAN THE CYCLE IS TOLD TO. Receives Oisín, baptises Caoilte. Ingested as the Patrick OF THIS LITERATURE and the record says so; the historical Patrick is not on it, because the treatments consulted are of Irish legendary material. Fills the registered era 'early-christian', which held nothing.	New ID irish_saint_patrick	ADD	
Donn Cúailnge	the Brown Bull of Cooley	Donn Cúailnge	numen	Irish	Reference treatments consulted via server-side web search; see transcript citations	THE TÁIN IS A STORY ABOUT A BULL AND THE CORPUS DID NOT HOLD THE BULL. Ingested where five named horses were rejected in lanes 13-15, on the ground those rejections stated: he has a quarrel of his own, fights the length of Ireland, reshapes the landscape, kills the other bull and dies of it. Id kept distinct from the existing irish_donn, the god of the dead.	New ID irish_donn_cuailnge	ADD	
Finnbhennach	the White-Horned Bull	Findbennach	numen	Irish	Reference treatments consulted via server-side web search; see transcript citations	Ailill's white-horned bull, whose existence starts the war because Medb has nothing to match it. The only ownership edge in the batch, and it is here because the ownership is the cause.	New ID irish_finnbhennach	ADD	
Deirdre	Deirdre of the Sorrows	Derdriu	mortal	Irish	Reference treatments consulted via server-side web search; see transcript citations	The most retold story in the literature, and the corpus held every Ulsterman it turns on and not the woman it is about. Her DEATH IS NOT ON THE RECORD: the versions differ and the treatment does not choose one.	New ID irish_deirdre	ADD	
Naoise	Noísiu	Noísiu	mortal	Irish	Reference treatments consulted via server-side web search; see transcript citations	Conchobar's nephew and Deirdre's lover, exiled to Alba with his two brothers. THE BROTHERS ARE NOT INGESTED: the treatment counts them and does not name them, on the rule that kept lane 16 from writing ninety-six Kauravas.	New ID irish_naoise	ADD	
Cathbad	Cathbadh	Cathbad	mortal	Irish	Reference treatments consulted via server-side web search; see transcript citations	Chief druid of Conchobar's court, who hears Deirdre cry in the womb and prophesies what she will cost Ulster. THE CORPUS HELD AN ENTIRE ULSTER COURT AND NO DRUID, in a literature where the druid is the person who tells everyone what will happen and is always right.	New ID irish_cathbad	ADD	
Delbáeth	Dealbhaoth	Delbáeth	deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	With Ernmas the father of Banba. Here because two records in the block need a father in their parentIds and the corpus had nobody to point at.	New ID irish_delbaeth	ADD	
Banba	Banbha	Banba	deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	One of the THREE SOVEREIGNTY GODDESSES who meet the Milesians on three mountains, each asking that the land be named after her. The corpus held Ériu - the one who won, and the one modern Éire comes from - and neither of the others. Lane 14's five-of-six pattern in a set of three.	New ID irish_banba	ADD	
Fódla	Fotla	Fódla	deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	The third of the three. Still a poetic name for Ireland.	New ID irish_fodla	ADD	
Badb	Badb Catha	Badb	deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	One of the THREE WAR GODDESSES who are Ernmas's daughters. The crow on the battlefield that the Mórrígan is best known as is properly hers.	New ID irish_badb	ADD	
Macha		Macha	deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	The third war goddess, and THE MOST CONSEQUENTIAL OF THE THREE FOR THE CORPUS'S EXISTING RECORDS: her curse is why the men of Ulster lie helpless through the Táin and why Cú Chulainn fights it alone. That is a BLOCKED row for want of a citation - the corpus holds the consequence and not the cause, again.	New ID irish_macha	ADD	
Bres	Eochu Bres	Bres	deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	THE HALF-FOMORIAN KING DEPOSED FOR MEANNESS, in a literature where a king's first duty is hospitality. The corpus held the man he replaced, the man who healed that man, and the battle, and not him.	New ID irish_bres	ADD	
Miach	Míach	Míach	deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	Dian Cécht's son, who with Airmed grew flesh over Nuada's silver hand - which is what makes Nuada fit to rule again and ends Bres's reign. That his father killed him out of jealousy is a BLOCKED row; vitalStatus reads 'deceased' without a cause.	New ID irish_miach	ADD	
Airmed	Airmid	Airmed	deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	Dian Cécht's daughter, healer at Mag Tuired. Her own famous episode - sorting the 365 herbs from her brother's grave, and her father scattering them so nobody would ever know the cure for everything - is the STRONGEST SINGLE THING THIS LANE COULD NOT RETRIEVE.	New ID irish_airmed	ADD	
Amergin Glúingel	Amhairghin	Amairgin Glúingel	mortal	Irish	Reference treatments consulted via server-side web search; see transcript citations	The poet-warrior who leads the Milesians and is met on three mountains by the three goddesses. With his edge to Ériu, the corpus's Ériu is finally connected to the event she is famous for.	New ID irish_amergin	ADD	
Setanta			mortal	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the sweep. Cú Chulainn's boyhood name, already carried as an alias.	Alias on irish_cuchulainn	ALIAS	irish_cuchulainn
Lugaid			mortal	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the sweep. Already carried on the Lugh record.	Alias on irish_lugh	ALIAS	irish_lugh
Ossian			mortal	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the sweep. Macpherson's spelling, carried as an alias on the new record.	Alias on irish_oisin	ALIAS	irish_oisin
Finn MacCool			mortal	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the sweep. The anglicised form, carried as an alias.	Alias on irish_fionn	ALIAS	irish_fionn
Fingal			mortal	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the sweep. The Scottish form, carried as an alias. The corpus has no Scottish tradition key and this batch does not create one.	Alias on irish_fionn	ALIAS	irish_fionn
Grania			mortal	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the sweep. The anglicised form.	Alias on irish_grainne	ALIAS	irish_grainne
Cú Chulainn			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held; this batch supplies the bull he fights the war over and the druid of his court.	Already present as irish_cuchulainn	EXISTING	irish_cuchulainn
Conchobar			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held; this batch supplies Deirdre, Naoise and his chief druid.	Already present as irish_conchobar	EXISTING	irish_conchobar
Medb			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held; this batch supplies the bull she raises an army for.	Already present as irish_medb	EXISTING	irish_medb
Ailill			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held; this batch supplies the bull he owns, which is the cause of the war.	Already present as irish_ailill	EXISTING	irish_ailill
Fergus			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held - he goes into exile over the Deirdre affair, which the corpus held no other part of.	Already present as irish_fergus	EXISTING	irish_fergus
Ferdiad			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held.	Already present as irish_ferdiad	EXISTING	irish_ferdiad
Findabair			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held.	Already present as irish_findabair	EXISTING	irish_findabair
Ernmas			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held - the mother of BOTH trios, of which the corpus held one member each.	Already present as irish_ernmas	EXISTING	irish_ernmas
Ériu			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held; this batch supplies her two sisters and the poet she names the island to.	Already present as irish_eriu	EXISTING	irish_eriu
The Morrígan			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held; this batch supplies the other two war goddesses.	Already present as irish_morrigan	EXISTING	irish_morrigan
Nuada			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held with his silver hand; this batch supplies the two who made it a real one and the king who held the throne meanwhile.	Already present as irish_nuada	EXISTING	irish_nuada
Dian Cécht			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held; this batch supplies his son and daughter.	Already present as irish_dian_cecht	EXISTING	irish_dian_cecht
Aengus			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held - the protector of Diarmuid and Gráinne, neither of whom the corpus held.	Already present as irish_aengus	EXISTING	irish_aengus
Boann			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held as the river Fionn's teacher sat beside for seven years.	Already present as irish_boann	EXISTING	irish_boann
The Dagda			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held. SWEEP NOTE: returned ABSENT because the corpus files him with the definite article.	Already present as irish_dagda	EXISTING	irish_dagda
Lugh			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held.	Already present as irish_lugh	EXISTING	irish_lugh
Balor			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held.	Already present as irish_balor	EXISTING	irish_balor
Lir			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held.	Already present as irish_lir	EXISTING	irish_lir
Manannán			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held.	Already present as irish_manannan	EXISTING	irish_manannan
Brigid			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held.	Already present as irish_brigid	EXISTING	irish_brigid
Ogma			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held.	Already present as irish_ogma	EXISTING	irish_ogma
Goibniu			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held.	Already present as irish_goibniu	EXISTING	irish_goibniu
Midir			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held - WITHOUT Étaín, which is a BLOCKED row.	Already present as irish_midir	EXISTING	irish_midir
Donn			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held as the god of the dead, which is why the bull's id is qualified.	Already present as irish_donn	EXISTING	irish_donn
Danu			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	Checked by the corpus-wide sweep and already held. Held.	Already present as irish_danu	EXISTING	irish_danu
Net			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	FALSE SWEEP HIT: 'Net' matched egyptian_neith. The Irish Nét is a war god and is not ingested here - he is a BLOCKED row below.	No action	CROSS-TRADITION SAME FIGURE	egyptian_neith
Fingal and the Scottish and Manx Fionn			mortal	Irish	Reference treatments consulted via server-side web search; see transcript citations	The treatment states that Fionn is a hero of Irish mythology AND of later Scottish and Manx folklore. The corpus has no Scottish or Manx tradition key; this batch files him under Irish with Fingal as an alias and does not create a key. RAISED for the owner: a figure held in three national traditions is the kind of case the tradition-key question this programme has raised in eight lanes now applies to.	Filed under Irish as irish_fionn	CROSS-TRADITION SAME FIGURE	
The definite article in this corpus's Irish names			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	NOT A FIGURE - A SWEEP-TOOL FINDING, recorded so the next lane does not repeat it. 'The Dagda' and 'The Morrígan' returned ABSENT from an 81-name check because the corpus files them with the article and the normaliser does not strip it. Two false absences out of ten hits. A sweep over this tradition should strip a leading 'the'.	No action	CROSS-TRADITION SAME FIGURE	irish_dagda; irish_morrigan
The Fianna			numen	Irish	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. A war-band. Named members are records; the band is not.		REJECT	
The Tuatha Dé Danann, the Fomorians, the Fir Bolg, the Milesians			numen	Irish	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. Peoples. Same rule.		REJECT	
The Salmon of Knowledge			numen	Irish	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. An animal that is eaten, and the point of the story is what happens to the person who eats it.		REJECT	
The hazel nuts of wisdom			numen	Irish	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. Nuts.		REJECT	
Bran and Sceolang			numen	Irish	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. Fionn's hounds - animals identified by a name and an owner, on the rule applied in lanes 13, 14, 15 and 17. THE TWO BULLS ARE INGESTED and the transcript says on their records why they are not this.		REJECT	
Tír na nÓg, Emain Macha, Tara, Benn Gulban, Alba			numen	Irish	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. Places. This programme records people.		REJECT	
The geis			numen	Irish	Reference treatments consulted via server-side web search; see transcript citations	Not ingested. NOT A FIGURE AND NOT A REJECT SO MUCH AS A GAP IN THE SCHEMA. The geis is the machinery of the whole Fenian Cycle - a binding obligation that makes a person act against their own interest - and this registry has no field for it. Diarmuid is under one to take Gráinne and another never to hunt a boar, and both kill him. ESCALATED to the owner as a schema question, alongside lane 17's rebirth-kind question.		REJECT	
The curse of Macha			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. THE STRONGEST BLOCKED ROW IN THIS LANE. It is why the men of Ulster lie helpless through the Táin and why Cú Chulainn - whom the corpus holds - fights the whole war alone. SOURCES CHECKED: the Ernmas treatment names Macha among the three war goddesses and does not narrate the curse. EVIDENCE NEEDED: one treatment. The corpus holds the consequence and not the cause.		BLOCKED	
Airmed's herbs			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The 365 herbs that grow from Miach's grave, which Airmed sorts and Dian Cécht scatters so that nobody would ever know the cure for everything. SOURCES CHECKED: the Airmed treatment gives the healing at Mag Tuired and not this. EVIDENCE NEEDED: one treatment. It is the tradition's explanation of why medicine is incomplete.		BLOCKED	
Dian Cécht's killing of Miach			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The father who murders his son for outdoing his silver hand. SOURCES CHECKED: as above. EVIDENCE NEEDED: one treatment. Until then Miach's vitalStatus reads 'deceased' with no cause, which is the honest shape of a half-retrieved story.		BLOCKED	
Goll's killing of Cumhall			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Why Fionn and Goll are what they are to each other. SOURCES CHECKED: the Fenian treatments name both men and not the killing. EVIDENCE NEEDED: one treatment.		BLOCKED	
Elatha			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Bres's Fomorian father. SOURCES CHECKED: the Mag Tuired treatment says Bres 'went to his father's family for aid' and does not name him. EVIDENCE NEEDED: one citation.		BLOCKED	
Míl Espáine			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Whose sons the Milesians are. SOURCES CHECKED: named in the Lebor Gabála treatment without description. EVIDENCE NEEDED: one treatment.		BLOCKED	
Uisneach, Ardan and Ainnle			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Naoise's father and two brothers. SOURCES CHECKED: the treatment gives the patronymic and counts the brothers without naming them. EVIDENCE NEEDED: one citation. NOT manufactured.		BLOCKED	
Dáire mac Fiachna			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The owner of the Brown Bull, and therefore the man Medb's messengers negotiate with before the war. SOURCES CHECKED: named in the Táin treatments without description. EVIDENCE NEEDED: one treatment. STRONG ADD - the batch ingests the bull without his owner.		BLOCKED	
Fedelm			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The prophetess who tells Medb 'I see it crimson, I see it red' before the army marches. SOURCES CHECKED: returned as a title without text. EVIDENCE NEEDED: one treatment. STRONG ADD.		BLOCKED	
The king of Tír na nÓg			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Niamh's father, named in some versions. SOURCES CHECKED: the treatment gives him as 'the king of Tir na nOg'. EVIDENCE NEEDED: a version that names him.		BLOCKED	
Cú Roí, Conall Cernach, Lóegaire Búadach, Bricriu, Laeg			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Further Ulster Cycle principals - the rival king, two of the three champions of Bricriu's Feast, the man who sets them against each other, and Cú Chulainn's charioteer. SOURCES CHECKED: not researched in this session. EVIDENCE NEEDED: episode treatments. STRONG ADDS, and the next obvious Irish block.		BLOCKED	
Nemain			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Sometimes counted a fourth of the Morrígna, sometimes an aspect of the Badb. SOURCES CHECKED: the Ernmas treatment gives the trio as Badb, Macha and the Mórrígan and does not include her. NOT ingested rather than blocked on evidence: adding her would assert a count the source contradicts.		BLOCKED	
Étaín, Fuamnach and Eochaid Airem			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The Tochmarc Étaíne - and THE CORPUS HOLDS MIDIR, who is the third party to it. SOURCES CHECKED: not researched. EVIDENCE NEEDED: a treatment. STRONG ADD: the corpus holds a lover and not the woman or the husband.		BLOCKED	
Nét, Credne, Luchta, Tethra, Indech			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Further Tuatha Dé and Fomorians of Cath Maige Tuired. SOURCES CHECKED: not researched. EVIDENCE NEEDED: treatments.		BLOCKED	
Partholón, Nemed, Cesair, Fintan mac Bóchra, Tuan mac Cairill			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The earlier invasions of the Lebor Gabála, and the two men who survive all of them by changing shape. SOURCES CHECKED: not researched. EVIDENCE NEEDED: treatments. The batch ingests the LAST invasion and none of the earlier ones.		BLOCKED	
Cormac mac Airt, Conn Cétchathach, Niall Noígiallach, Labraid Loingsech			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The Cycles of Kings, for which the corpus HAS A REGISTERED ERA holding three records. SOURCES CHECKED: not researched. EVIDENCE NEEDED: treatments. Second-largest empty-era finding after the Fenian one.		BLOCKED	
Áine, Clíodhna, Flidais, Crom Cruach			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. Further goddesses and a god of sacrifice. SOURCES CHECKED: not researched. EVIDENCE NEEDED: treatments. Flagged because the corpus's Irish holdings are better balanced by sex than most traditions here and these would keep it so.		BLOCKED	
Bran mac Febail			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. The voyager of the Immram Brain, one of the oldest surviving Irish tales. SOURCES CHECKED: not researched. EVIDENCE NEEDED: a treatment.		BLOCKED	
The Children of Lir: Aoife and Fionnuala			deity	Irish	Reference treatments consulted via server-side web search; see transcript citations	BLOCKED - not ingested. THE CORPUS HOLDS LIR and not the second wife who turns his children into swans or the daughter who leads them for nine hundred years. SOURCES CHECKED: not researched, and confusable with the existing irish_aife of the Ulster Cycle, which is a DIFFERENT Aoife. EVIDENCE NEEDED: a treatment, and a qualified id when it comes.		BLOCKED	
