canonical_name	aliases	native_form	proposed_type	tradition	sources	inclusion_reason	duplicate_or_equivalent	disposition	corpus_name_hits
Yemowo	Yemòwó	Yemòwó	deity	Yoruba	Reference treatments consulted via server-side web search; see transcript citations	The consort of Obatala, in a registry holding Obatala.	New ID yoruba_yemowo	ADD	
Agemo	Àgẹmọ	Àgẹmọ	deity	Yoruba	Reference treatments consulted via server-side web search; see transcript citations	The chameleon, Olodumare's messenger in the creation account.	New ID yoruba_agemo	ADD	
Iroko	Ìrókò | Loko	Ìrókò	deity	Yoruba	Reference treatments consulted via server-side web search; see transcript citations	The spirit resident in the iroko tree, with rites attached to felling.	New ID yoruba_iroko	ADD	
Moremi Ajasoro	Mọremi Àjàṣorò | Moremi | Moremi Ajansoro	Mọremi Àjàṣorò	mortal	Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Twelfth-century queen of Ile-Ife who freed the city from the Ugbo raids; the Edi festival is hers. The registry held her husband Oranmiyan.	New ID yoruba_moremi; consort-of the pre-existing oranmiyan	ADD	
Oluorogbo	Olúorogbo	Olúorogbo	mortal	Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Moremi's only son, paid to the Esimirin river; he has his own shrine at Ile-Ife and his own worshippers.	New ID yoruba_oluorogbo	ADD	
Orompoto	Ọrọmpọtọ | Ajiun Orompoto	Ọrọmpọtọ	mortal	Yoruba	Reference treatments consulted via server-side web search; see transcript citations	First female Alaafin of Oyo, c. 1554-1562; expelled the Nupe in 1555 and founded the Oyo cavalry.	New ID yoruba_orompoto	ADD	
Ajagbo	Àjàgbó	Àjàgbó	mortal	Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Seventeenth-century Alaafin who instituted the office of Are Ona Kakanfo. The 140-year reign attributed to him is recorded as disputed.	New ID yoruba_ajagbo	ADD	
Ojigi	Ọjìgí	Ọjìgí	mortal	Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Alaafin c. 1724-1735 who brought Dahomey to annual tribute in 1730 after four incursions.	New ID yoruba_ojigi	ADD	
Gberu	Gbérú	Gbérú	mortal	Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Alaafin c. 1735-1746, forced to ritual suicide by Bashorun Jambu and the Oyo Mesi.	New ID yoruba_gberu	ADD	
Amuniwaiye	Amúniwáíyé	Amúniwáíyé	mortal	Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Alaafin c. 1738-1742, crown prince of Gberu, destroyed by the medicine man Olukoyisi.	New ID yoruba_amuniwaiye	ADD	
Onisile	Oníṣílẹ̀	Oníṣílẹ̀	mortal	Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Alaafin c. 1746-1754, associated with the Dahomey invasions that drove Tegbesu from Abomey; struck by lightning, paralysed and rejected.	New ID yoruba_onisile	ADD	
Labisi	Lábísí	Lábísí	mortal	Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Alaafin for seventeen days in July 1754, never crowned; the first of the four Gaa destroyed.	New ID yoruba_labisi	ADD	
Awonbioju	Awọnbíọjú | Awonbijou	Awọnbíọjú	mortal	Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Alaafin for 130 days in 1754; the second of the four.	New ID yoruba_awonbioju	ADD	
Agboluaje	Àgbọ́lúajé	Àgbọ́lúajé	mortal	Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Alaafin after Awonbioju, who poisoned himself when Gaa made war on his friend Elewi-odo; the third of the four.	New ID yoruba_agboluaje	ADD	
Majeogbe	Májẹ̀ọgbẹ̀	Májẹ̀ọgbẹ̀	mortal	Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Alaafin c. 1770-1772, the fourth and last of Gaa's victims and the man who poisoned and paralysed him.	New ID yoruba_majeogbe	ADD	
Bashorun Gaa	Gáà | Gaha | Basorun Gaa	Gáà	mortal	Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Head of the Oyo Mesi from 1754, who forced four successive Alaafins to ritual suicide and was executed at Akesan market c. 1774.	New ID yoruba_bashorun_gaa	ADD	
Abiodun	Abíọ́dún	Abíọ́dún	mortal	Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Alaafin c. 1770/1774-1789, who destroyed Gaa and whose reign is remembered as the empire's last good period.	New ID yoruba_alaafin_abiodun	ADD	
Aole Arogangan	Awole Arogangan | Àwọlé Arógangan	Àwọlé Arógangan	mortal	Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Alaafin 1789-1796 whose order against Iwere-Ile broke the army loose; took his own life in 1796 with the curse still quoted today.	New ID yoruba_aole_arogangan	ADD	
Afonja	Àfọ̀njá	Àfọ̀njá	mortal	Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Are Ona Kakanfo who seceded Ilorin in 1817 and was killed by the force he had raised. Death date disputed and recorded as disputed.	New ID yoruba_afonja	ADD	
Oluewu	Olúewu	Olúewu	mortal	Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Alaafin 1833-1835, killed with his eldest son at the Battle of Ilorin; the end of imperial Oyo.	New ID yoruba_oluewu	ADD	
Atiba Atobatele	Atiba | Àtìbà Atóbátẹ̀lẹ̀	Àtìbà Atóbátẹ̀lẹ̀	mortal	Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Son of Abiodun, chosen after Oluewu's death; founded New Oyo in 1838 and reigned to 1858.	New ID yoruba_atiba	ADD	
Oluyole	Olúyọ̀lé | Bashorun Oluyole | Iba Oluyole	Olúyọ̀lé	mortal	Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Grandson of Abiodun through Agbonrin; Bashorun and military leader of Ibadan, first Baale of Ibadanland, who accepted the Alaafin as nominal sovereign.	New ID yoruba_oluyole	ADD	
Ogun				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Checked as part of the 72-name sweep; already in the corpus under this tradition.	Corpus id ogun	EXISTING	ogun [Yoruba]
Eshu				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Checked as part of the 72-name sweep; already in the corpus under this tradition.	Corpus id eshu	EXISTING	eshu [Yoruba]
Orunmila				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Checked as part of the 72-name sweep; already in the corpus under this tradition.	Corpus id orunmila	EXISTING	orunmila [Yoruba]
Osanyin				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Checked as part of the 72-name sweep; already in the corpus under this tradition.	Corpus id osanyin	EXISTING	osanyin [Yoruba]
Oshun				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Checked as part of the 72-name sweep; already in the corpus under this tradition.	Corpus id oshun	EXISTING	oshun [Yoruba]
Oya				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Checked as part of the 72-name sweep; already in the corpus under this tradition.	Corpus id oya	EXISTING	oya [Yoruba]
Yemoja				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Checked as part of the 72-name sweep; already in the corpus under this tradition.	Corpus id yemoja	EXISTING	yemoja [Yoruba]
Obatala				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Checked as part of the 72-name sweep; already in the corpus under this tradition.	Corpus id obatala	EXISTING	obatala [Yoruba]
Oduduwa				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Checked as part of the 72-name sweep; already in the corpus under this tradition.	Corpus id oduduwa	EXISTING	oduduwa [Yoruba]
Olodumare				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Checked as part of the 72-name sweep; already in the corpus under this tradition.	Corpus id olodumare	EXISTING	olodumare [Yoruba]
Olokun				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Checked as part of the 72-name sweep; already in the corpus under this tradition.	Corpus id olokun	EXISTING	olokun [Yoruba]
Shango				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Checked as part of the 72-name sweep; already in the corpus under this tradition.	Corpus id shango	EXISTING	shango [Yoruba]
Aganju				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Checked as part of the 72-name sweep; already in the corpus under this tradition.	Corpus id aganju	EXISTING	aganju [Yoruba]
Babalu-Aye				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Checked as part of the 72-name sweep; already in the corpus under this tradition.	Corpus id babalu_aye	EXISTING	babalu_aye [Yoruba]
Nana Buruku				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Checked as part of the 72-name sweep; already in the corpus under this tradition.	Corpus id nana_buruku	EXISTING	nana_buruku [Yoruba]
Ibeji				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Checked as part of the 72-name sweep; already in the corpus under this tradition.	Corpus id ibeji	EXISTING	ibeji [Yoruba]
Ajaka				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Checked as part of the 72-name sweep; already in the corpus under this tradition.	Corpus id ajaka	EXISTING	ajaka [Yoruba]
Lakange				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Checked as part of the 72-name sweep; already in the corpus under this tradition.	Corpus id lakange	EXISTING	lakange [Yoruba]
Torosi				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Checked as part of the 72-name sweep; already in the corpus under this tradition.	Corpus id torosi	EXISTING	torosi [Yoruba]
Oranmiyan				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Checked as part of the 72-name sweep; already in the corpus under this tradition.	Corpus id oranmiyan	EXISTING	oranmiyan [Yoruba]
Elegua	Eleguá | Elegguá			Cuban Santería / Yoruba	Reference treatments consulted via server-side web search; see transcript citations	The Cuban name of Eshu. Yoruba Eshu and Cuban Elegua are both already in the corpus; nothing to add.	eshu [Yoruba] and santeria_elegua [Cuban Santería]	ALIAS	santeria_elegua [Cuban Santería]
Ochosi / Oxossi				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Diaspora spellings of Oshosi; carried as alt names on the new record rather than as separate records.	Alt names on yoruba_oshosi; santeria_ochosi kept as the distinct Cuban figure	ALIAS	santeria_ochosi [Cuban Santería]
Inle / Inlé				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Diaspora spellings of Erinle.	Alt names on yoruba_erinle	ALIAS	
Oshumare / Oxumaré				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Alternative and Brazilian spellings of Osumare.	Alt names on yoruba_osumare	ALIAS	
Awole				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	The commoner spelling of Aole Arogangan.	Alt name on yoruba_aole_arogangan	ALIAS	
Gaha				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	The commoner spelling of Bashorun Gaa.	Alt name on yoruba_bashorun_gaa	ALIAS	
Atobatele				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	The by-name Atiba reigned under, not a separate person.	Alt name on yoruba_atiba	ALIAS	
Awonbijou				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Alternative spelling of Awonbioju.	Alt name on yoruba_awonbioju	ALIAS	
Agaja	Agadja		mortal	Fon / Dahomey	Reference treatments consulted via server-side web search; see transcript citations	King of Dahomey whom Ojigi's four incursions brought to tribute in 1730. Absent from the registry under any tradition.	Deferred to a Fon/Dahomey pass; named in the Ojigi record without being claimed	CROSS-TRADITION SAME FIGURE	
Tegbesu			mortal	Fon / Dahomey	Reference treatments consulted via server-side web search; see transcript citations	King of Dahomey forced from Abomey in the campaigns associated with Onisile. Absent from the registry under any tradition.	Deferred to a Fon/Dahomey pass	CROSS-TRADITION SAME FIGURE	
Alimi	Shehu Alimi | Salih al-Fulani		mortal	Sokoto / Fulani	Reference treatments consulted via server-side web search; see transcript citations	The Fulani cleric whose followers took Ilorin from Afonja. A Sokoto figure, not a Yoruba one.	Deferred to a Sokoto/Fulani pass; named in the Afonja record without being claimed	CROSS-TRADITION SAME FIGURE	
Olokun (Edo)			deity	Edo	Reference treatments consulted via server-side web search; see transcript citations	The corpus already carries edo_olokun and olokun as separate records for the same theonym across two traditions.	Pre-existing cross-tradition pair; observed, not merged — merging is destructive and the tradition-key question is the owner's	CROSS-TRADITION SAME FIGURE	edo_olokun [Edo]; olokun [Yoruba]
Nana Buruku (Fon)	Nana Buluku		deity	Fon	Reference treatments consulted via server-side web search; see transcript citations	The corpus already carries fon_nana_buluku and nana_buruku for the same figure across two traditions.	Pre-existing cross-tradition pair; observed, not merged	CROSS-TRADITION SAME FIGURE	fon_nana_buluku [Fon]; nana_buruku [Yoruba]
Eshu (Edo)	Esu		deity	Edo	Reference treatments consulted via server-side web search; see transcript citations	edo_esu and eshu are the same theonym in two traditions.	Pre-existing cross-tradition pair; observed, not merged	CROSS-TRADITION SAME FIGURE	edo_esu [Edo]; eshu [Yoruba]
Orisha	Òrìṣà	Òrìṣà		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	The class term for the divinities themselves.		REJECT	
Irunmole	Irúnmọlẹ̀	Irúnmọlẹ̀		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	The class term for the primordial divinities sent from Olodumare. A category, not a figure.		REJECT	
Ajogun	Àjogun	Àjogun		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	The class of eight malevolent forces. Its head, Iku, is ingested as an individual; the class is not.	Iku ADDed as yoruba_iku	REJECT	
Egungun	Eégún	Eégún		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	The ancestral masquerade institution and the collective of ancestors it embodies — a society and a practice, not a named figure. Individual named egungun could qualify if substantiated; none was.		REJECT	
Abiku	Àbíkú	Àbíkú		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	A class of spirit children who die and return, not an individual.		REJECT	
Emere	Ẹ̀mẹ̀rẹ̀	Ẹ̀mẹ̀rẹ̀		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	A class of spirit, as above.		REJECT	
Oyo Mesi	Ọ̀yọ́ Mèsì	Ọ̀yọ́ Mèsì		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	The council of seven. An institution, not a person; its members appear as individuals where named.		REJECT	
Are Ona Kakanfo	Aàrẹ Ọ̀nà Kakanfò	Aàrẹ Ọ̀nà Kakanfò		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	An office, not a person. Ajagbo who created it and Afonja who held it are ingested.		REJECT	
Bashorun	Baṣọ̀run	Baṣọ̀run		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	An office, not a person. Gaa and Oluyole, who held it, are ingested.		REJECT	
Oro	Orò	Orò		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	The Oro society and its bullroarer cult; a society rather than a named figure on the material reachable here. The corpus hit is tahitian_oro, an unrelated figure.		REJECT	tahitian_oro [Tahitian] — name collision only
Logunede		Lògunẹdẹ		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Named in the sources as an orisha, but everything reachable in this session about him is Brazilian Candomblé practice (Logun Ede) rather than Yoruba attestation. SOURCES CHECKED: server-side web search on 'Logunede Yoruba orisha' and variants. EVIDENCE NEEDED: a reference treatment of the Yoruba figure distinguishable from the Candomblé one.		BLOCKED	
Obalufon		Ọbalùfọ̀n		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	At least two Obalufons are named in the Ife king-lists (Ogbogbodirin and Alayemore) and the session could not establish which is which, nor what is attested of either. SOURCES CHECKED: web search on Obalufon, Ife king-list. EVIDENCE NEEDED: an Ife dynastic treatment that separates the two.		BLOCKED	
Odu		Odù		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	The word names both the 256 signs of the Ifa corpus and a female figure said to be Orunmila's wife and the owner of the calabash of existence. The session could not establish which of these the tradition treats as a person. SOURCES CHECKED: web search on Odu Yoruba orisha. EVIDENCE NEEDED: a treatment that separates Odu the sign-set from Odu the figure.		BLOCKED	
Oke		Òkè		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	The hill orisha. Nothing was retrievable beyond the name and the gloss 'hill'. SOURCES CHECKED: web search on Oke Yoruba orisha. EVIDENCE NEEDED: any cited treatment of his cult or mythology.		BLOCKED	
Ayao		Ayaò		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	An orisha of the air named in diaspora lists. Nothing Yoruba-side was retrievable. SOURCES CHECKED: web search. EVIDENCE NEEDED: a Yoruba-side attestation.		BLOCKED	
Olosa		Olósà		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	The lagoon orisha. Nothing retrievable beyond the name. SOURCES CHECKED: web search. EVIDENCE NEEDED: a cited treatment.		BLOCKED	
Onile		Onílẹ̀		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	The earth, addressed in Ogboni ritual. The session could not establish whether the tradition treats Onile as a figure distinct from the earth itself. SOURCES CHECKED: web search on Onile and Ogboni. EVIDENCE NEEDED: a treatment of Ogboni ritual naming Onile as a person.		BLOCKED	
Aroni		Àrònì		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	The one-legged forest spirit associated with Osanyin. Nothing retrievable beyond the association. SOURCES CHECKED: web search. EVIDENCE NEEDED: a cited treatment.		BLOCKED	
Eguguojo		Eguguojo		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Named in the sources solely as Orompoto's predecessor and brother, with nothing else attached. He is the reciprocal Orompoto's record cannot carry. SOURCES CHECKED: web search on Eguguojo Alaafin. EVIDENCE NEEDED: any content beyond the succession line.		BLOCKED	
Oluodo		Oluodo		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Named only in the scholarly argument that his reign was absorbed into Ajagbo's. SOURCES CHECKED: web search on Ajagbo and Oluodo. EVIDENCE NEEDED: a treatment of his own reign.		BLOCKED	
Jayin		Jayin		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Appeared as an Alaafin in search listings; no content was retrieved. SOURCES CHECKED: web search. EVIDENCE NEEDED: any retrievable content.		BLOCKED	
Abipa		Abipa		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Alaafin; appeared in search listings only. Traditionally the king who returned Oyo to the old capital, but nothing was retrieved to cite. SOURCES CHECKED: web search. EVIDENCE NEEDED: retrievable content on the return from Igboho.		BLOCKED	
Obalokun		Obalokun		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Alaafin; appeared in search listings only. SOURCES CHECKED: web search. EVIDENCE NEEDED: retrievable content.		BLOCKED	
Odarawu		Odarawu		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Alaafin; appeared in search listings only. SOURCES CHECKED: web search. EVIDENCE NEEDED: retrievable content.		BLOCKED	
Ajiboyede		Ajiboyede		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Alaafin; appeared in search listings only. SOURCES CHECKED: web search. EVIDENCE NEEDED: retrievable content.		BLOCKED	
Ayibi		Ayibi		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Alaafin; appeared in search listings only. SOURCES CHECKED: web search. EVIDENCE NEEDED: retrievable content.		BLOCKED	
Elewi-odo		Elewi-odo		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Named only as the friend of Agboluaje on whom Gaa declared war. SOURCES CHECKED: web search. EVIDENCE NEEDED: anything about him independent of that episode.		BLOCKED	
Jambu		Jambu		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	The Bashorun who forced Gberu to suicide; named only in that capacity. SOURCES CHECKED: web search on Gberu and Jambu. EVIDENCE NEEDED: content on his tenure.		BLOCKED	
Olukoyisi		Olukoyisi		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	The medicine man in the Amuniwaiye legend; named only within it. SOURCES CHECKED: web search. EVIDENCE NEEDED: any independent attestation.		BLOCKED	
Laderin		Laderin		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Founder of Ilorin and Afonja's great-grandfather; named only in the genealogy Laderin-Pasin-Alugbin-Afonja. SOURCES CHECKED: web search on Afonja's lineage. EVIDENCE NEEDED: content on his own rule.		BLOCKED	
Pasin		Pasin		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Second of the Ilorin line; named only in the genealogy. SOURCES CHECKED: as above. EVIDENCE NEEDED: content on his own rule.		BLOCKED	
Alugbin		Alugbin | Alagbin		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Afonja's father; named only in the genealogy, and the two sources reachable spell him differently (Alagbin, Alugbin). SOURCES CHECKED: as above. EVIDENCE NEEDED: content on his own rule and a settled spelling.		BLOCKED	
Oluyedun		Aare Oluyedun		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Aare of Ibadan before Oluyole; named only as the man whose death made Oluyole Baale. Belongs with the Ibadan leadership below. SOURCES CHECKED: web search on Oluyole. EVIDENCE NEEDED: a treatment of his own command.		BLOCKED	
Oderinlo, Ogunmola, Ibikunle, Latoosa				Yoruba	Reference treatments consulted via server-side web search; see transcript citations	The nineteenth-century Ibadan war-chiefs. Real, absent from the registry, and partially reachable, but they belong to an Ibadan pass taken as a unit rather than to a Yoruba-pantheon batch; taking one of them here would be the arbitrary partial this census exists to prevent. SOURCES CHECKED: web search returned reference treatments for several. EVIDENCE NEEDED: none — this is a scoping decision, and it is the owner's to confirm.		BLOCKED	
Agbonyin		Agbonyin		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	Abiodun's daughter, murdered by Gaa; named only as the cause of his fall. She is also Oluyole's mother under the name Omoba Agbonrin in another treatment, and the session could not establish whether these are one woman or two. SOURCES CHECKED: web search on Abiodun, Gaa and Oluyole. EVIDENCE NEEDED: a treatment that settles whether Agbonyin and Agbonrin are the same person.		BLOCKED	
Oyabi of Ajase		Oyabi		Yoruba	Reference treatments consulted via server-side web search; see transcript citations	The Are Ona Kakanfo whose soldiers took Gaa. Named only in that episode. SOURCES CHECKED: web search on Gaa's fall. EVIDENCE NEEDED: content on his own command.		BLOCKED	
