canonical_name	aliases	native_form	proposed_type	tradition	sources	inclusion_reason	duplicate_or_equivalent	disposition	corpus_name_hits
Bawon Samdi			deity	Haitian Vodou	Reference treatments consulted via server-side web search during lane 28; no new research was needed or possible	Ruler of the graveyard and the aspect the corpus already held. NOT DUPLICATED; the new Bawon record points at him with has-aspect, written from the new record's end only.	Already in corpus: vodou_bawon_samdi	EXISTING	hit: vodou_bawon_samdi
Ogou Feray			deity	Haitian Vodou	Reference treatments consulted via server-side web search during lane 28; no new research was needed or possible	The warrior-smith. Not duplicated; Ogou Badagri points at him.	Already in corpus: vodou_ogou	EXISTING	hit: vodou_ogou
Gede Nibo			deity	Haitian Vodou	Reference treatments consulted via server-side web search during lane 28; no new research was needed or possible	Leader of the spirits of the dead. Not duplicated; the two new Barons point at him with of-the-gede-nation-with.	Already in corpus: vodou_gede_nibo	EXISTING	hit: vodou_gede_nibo
Ogou Balendjo			deity	Haitian Vodou	Reference treatments consulted via server-side web search during lane 28; no new research was needed or possible	The healing Ogou, created by lane 28. Not duplicated; Ogou Badagri points at him.	Already in corpus: vodou_ogou_balendjo	EXISTING	hit: vodou_ogou_balendjo
Mèt Kalfou			deity	Haitian Vodou	Reference treatments consulted via server-side web search during lane 28; no new research was needed or possible	Created by lane 28. Not duplicated; the new Bawon record draws the master-magicians edge lane 28 could not.	Already in corpus: vodou_kalfou	EXISTING	hit: vodou_kalfou
Gran Bwa			deity	Haitian Vodou	Reference treatments consulted via server-side web search during lane 28; no new research was needed or possible	Created by lane 28, and the third member of the master-magicians triad the source names. Already edged to Kalfou.	Already in corpus: vodou_gran_bwa	EXISTING	hit: vodou_gran_bwa
the Gede (as a figure)			n/a	Haitian Vodou	Reference treatments consulted via server-side web search during lane 28; no new research was needed or possible	A FAMILY OF LWA AND THEREFORE A CLASS OF SPIRIT - the rejection applied to the nagas, tsen, gyalpo and mamo in lane 27 and to the nanchon in lane 28. The bare name is removed from Gede Nibo and nothing is put in its place.		REJECT	n/a
Bawon Kriminel			n/a	Haitian Vodou	Reference treatments consulted via server-side web search during lane 28; no new research was needed or possible	Named in the practice literature as a further Baron. NOT IN THE RETRIEVED MATERIAL, and this session has no research budget left; censused BLOCKED below rather than invented from the pattern of the other three.		REJECT	n/a
Bawon Kriminel and the rest of the Bawon			unresolved	Haitian Vodou	Reference treatments consulted via server-side web search during lane 28; no new research was needed or possible	The three aspects this batch frees are the three the retrieved source names. Others exist in the practice literature and none was retrievable - this session's web-search budget was exhausted during lane 28. NOTHING IS EXTRAPOLATED FROM THE SHAPE OF THE THREE.		BLOCKED	n/a
the rest of the Gede family			unresolved	Haitian Vodou	Reference treatments consulted via server-side web search during lane 28; no new research was needed or possible	Still the largest family of lwa in the religion and still nearly absent from the corpus. The ALIAS half of that blocker is now cleared; the SOURCING half is not.		BLOCKED	n/a
the rest of the Nago Ogou			unresolved	Haitian Vodou	Reference treatments consulted via server-side web search during lane 28; no new research was needed or possible	Ogou Shango, Ogou Panama and others. The retrieved treatment names only Feray, Badagri and Balendjo, and all three are now records.		BLOCKED	n/a
a corpus-wide alias audit			unresolved	Haitian Vodou	Reference treatments consulted via server-side web search during lane 28; no new research was needed or possible	NOT A FIGURE AND THE OBVIOUS NEXT STEP. This defect was found by hand, in one tradition, because lane 28 happened to read an alias list closely. THE SAME DEFECT IS LIKELY ELSEWHERE IN 6,707 RECORDS and nothing in CI would catch it: a name that is a separate figure sitting in another figure's alt list produces no test failure, no collision and no sweep miss. A scripted pass - every alias that is ALSO a primary elsewhere, every alias a source describes as a distinct figure - is now possible because the permission exists, and is recommended.		BLOCKED	n/a
