canonical_name	aliases	native_form	proposed_type	tradition	sources	inclusion_reason	duplicate_or_equivalent	disposition	corpus_name_hits
Tigran	Tigranes; Tigran Yervanduni	Տիգրան	mortal	Armenian	Reference treatments consulted via server-side web search; see transcript citations	The legendary Armenian king who kills Azhdahak. ID QUALIFIED as armenian_tigran_haykazuni, because the name belongs to several historical Armenian kings and this is Khorenatsi's legendary one.	New ID armenian_tigran_haykazuni	ADD	
Azhdahak	Ajdahak; Astyages	Աժդահակ	mortal	Armenian	Reference treatments consulted via server-side web search; see transcript citations	A DRAGON IN THE OLDER TALES AND A MEDIAN KING IN KHORENATSI, who marries Tigran's sister as part of a plot to kill her brother. TYPE mortal AND NOT numen deliberately: the record states the dragon layer in its lifecycle and etymology rather than in its type. No edge to the Zoroastrian Azi Dahaka.	New ID armenian_azhdahak	ADD	
Tigranuhi	Tigranouhi	Տիգրանուհի	mortal	Armenian	Reference treatments consulted via server-side web search; see transcript citations	Tigran's sister, married to Azhdahak in a plot against her brother, WHOM SHE WARNS. The fourth woman in this programme married across a border to make a peace that is a trap - after Freawaru, Hildeburh and Creiddylad - AND THE ONLY ONE OF THE FOUR WHOSE WARNING WORKS. Her name is her brother's with a suffix.	New ID armenian_tigranuhi	ADD	
Vahe		Վահե	mortal	Armenian	Reference treatments consulted via server-side web search; see transcript citations	The last king of the Haykazuni line in Khorenatsi's traditional history. THE CORPUS HELD TWELVE MEMBERS OF A DYNASTY AND NOT ITS END.	New ID armenian_vahe	ADD	
Artashes	Artaxias	Արտաշես	mortal	Armenian	Reference treatments consulted via server-side web search; see transcript citations	The king of the Vipasank', who throws a red cord with a golden ring round the Alan princess and carries her off. FILLS A REGISTERED ERA THAT HELD NOBODY. The record also says its era label is wrong - see the audit.	New ID armenian_artashes	ADD	
Satenik	Satinik; Sathenik	Սաթենիկ	mortal	Armenian	Reference treatments consulted via server-side web search; see transcript citations	The Alan princess taken by the cord and made queen. THE EPIC IS FRANK ABOUT THE ABDUCTION - its own line says the ring caused much pain to the tender maiden - and the record keeps that rather than rendering it as a courtship.	New ID armenian_satenik	ADD	
Artavazd	Artavasdes	Արտավազդ	mortal	Armenian	Reference treatments consulted via server-side web search; see transcript citations	Cursed by his own father and thrown by the spirits of Masis into a chasm, where he is chained and ALIVE, and where his escape would end the world; smiths strike their anvils at New Year so the links hold. vitalStatus IS RECORDED AS living AND THAT IS THE POINT OF HIM.	New ID armenian_artavazd	ADD	
Argavan	Argam	Արգավան	mortal	Armenian	Reference treatments consulted via server-side web search; see transcript citations	The man who lays a feast as a trap for Artashes and is fought by Artashes's son. A TREACHEROUS FEAST, the third in this programme.	New ID armenian_argavan	ADD	
Keri Toros	Uncle Toros	Քեռի Թորոս	mortal	Armenian	Reference treatments consulted via server-side web search; see transcript citations	THE ONE FIGURE WHO IS IN ALL FOUR BRANCHES of the Sasna Tsrer, and the corpus held seven Sassoun records without him. The sources call him 'immutable', which in an epic about four generations of men who go mad in battle and die is the whole of his function.	New ID armenian_keri_toros	ADD	
Dzenov Ohan	Dzenov Hovhan; Ohan of the Loud Voice	Ձենով Օհան	mortal	Armenian	Reference treatments consulted via server-side web search; see transcript citations	David's uncle, A HERO WHOSE EPITHET IS A NOISE.	New ID armenian_dzenov_ohan	ADD	
Khandut	Khantout	Խանդութ	mortal	Armenian	Reference treatments consulted via server-side web search; see transcript citations	David of Sassoun's wife and Mher the Younger's mother. THE CORPUS HELD BOTH MEN AND NEITHER COULD SAY WHERE THE SECOND CAME FROM.	New ID armenian_khandut	ADD	
Armaghan	Armaghan Khatun	Արմաղան	mortal	Armenian	Reference treatments consulted via server-side web search; see transcript citations	Mher the Elder's wife and David of Sassoun's mother. THE CORPUS HELD FOUR GENERATIONS OF MEN AND ONE WOMAN - Tsovinar, who conceives from a spring - and not the two who carry the line through the generations after her. Lane 16's mechanism exactly.	New ID armenian_armaghan	ADD	
Amanor		Amanor		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: Given by the treatments as the same god under another name, with a 'possibly' the record keeps.	Alias on armenian_vanatur	ALIAS	armenian_vanatur
Nimrod		Nimrod		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: The identification the tradition itself makes for Bel.	Alias on armenian_bel	ALIAS	armenian_bel
Togarmah		Togarmah		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: The biblical form of the name.	Alias on armenian_torgom	ALIAS	armenian_torgom
Astyages		Astyages		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: Khorenatsi's identification of the Median king.	Alias on armenian_azhdahak	ALIAS	armenian_azhdahak
Artaxias		Artaxias		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: The Greek form.	Alias on armenian_artashes	ALIAS	armenian_artashes
Mher		Mher		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: The Armenian development of Mihr's name - and, separately, the name of two pre-existing Sasna Tsrer records, which is why the alias row matters.	Alias on armenian_mihr	ALIAS	armenian_mihr
Sandaramet		Sandaramet		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: A variant form.	Alias on armenian_spandaramet	ALIAS	armenian_spandaramet
Tiur		Tiur		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: A variant form.	Alias on armenian_tir	ALIAS	armenian_tir
Barshamin		Barshamin		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: A variant form.	Alias on armenian_barsamin	ALIAS	armenian_barsamin
Argam		Argam		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: Given for the same figure in the tradition.	Alias on armenian_argavan	ALIAS	armenian_argavan
Khantout		Khantout		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: The commoner English spelling.	Alias on armenian_khandut	ALIAS	armenian_khandut
Uncle Toros		Uncle Toros		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Alias, not a record: Keri is 'maternal uncle'; the title is half the name.	Alias on armenian_keri_toros	ALIAS	armenian_keri_toros
Aramazd		Aramazd		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held. The father of the gods - and the corpus did not hold the god he is said to have replaced.	Existing ID armenian_aramazd	EXISTING	armenian_aramazd
Anahit		Anahit		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held.	Existing ID armenian_anahit	EXISTING	armenian_anahit
Astghik		Astghik		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held.	Existing ID armenian_astghik	EXISTING	armenian_astghik
Vahagn		Vahagn		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held - VAHAGN VISHAPAKAGH, 'the dragon-reaper', IN A CORPUS WITH NO DRAGON. Azhdahak is now in it.	Existing ID armenian_vahagn	EXISTING	armenian_vahagn
Hayk		Hayk		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held - and not Bel, whom he shoots, nor Torgom, his father.	Existing ID armenian_hayk	EXISTING	armenian_hayk
Aram		Aram		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held.	Existing ID armenian_aram	EXISTING	armenian_aram
Ara the Beautiful		Ara the Beautiful		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held, with Shamiram - and the aralez who are called to revive him are rejected as a collective.	Existing ID armenian_ara_the_beautiful	EXISTING	armenian_ara_the_beautiful
Shamiram		Shamiram		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held.	Existing ID armenian_shamiram	EXISTING	armenian_shamiram
Aramaneak		Aramaneak		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held. Khorenatsi's Armanak, born to Hayk while he was still in Babylon.	Existing ID armenian_aramaneak	EXISTING	armenian_aramaneak
Aramayis		Aramayis		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held.	Existing ID armenian_aramayis	EXISTING	armenian_aramayis
Amasia		Amasia		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held.	Existing ID armenian_amasia	EXISTING	armenian_amasia
Gegham		Gegham		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held.	Existing ID armenian_gegham	EXISTING	armenian_gegham
Harma		Harma		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held.	Existing ID armenian_harma	EXISTING	armenian_harma
Nuard		Nuard		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held.	Existing ID armenian_nuard	EXISTING	armenian_nuard
Sisak		Sisak		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held.	Existing ID armenian_sisak	EXISTING	armenian_sisak
Anushavan Sosanver		Anushavan Sosanver		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held.	Existing ID armenian_anushavan_sosanver	EXISTING	armenian_anushavan_sosanver
David of Sassoun		David of Sassoun		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held - and not his mother, his wife, his uncle or his mentor.	Existing ID armenian_david_of_sassoun	EXISTING	armenian_david_of_sassoun
Mher the Elder		Mher the Elder		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held - and not his wife.	Existing ID armenian_mher_the_elder	EXISTING	armenian_mher_the_elder
Mher the Younger		Mher the Younger		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held, with no parentIds - and not his mother.	Existing ID armenian_mher_the_younger	EXISTING	armenian_mher_the_younger
Sanasar		Sanasar		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held.	Existing ID armenian_sanasar	EXISTING	armenian_sanasar
Baghdasar		Baghdasar		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held.	Existing ID armenian_baghdasar	EXISTING	armenian_baghdasar
Misra Melik		Misra Melik		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held. The Egyptian king of the cycle.	Existing ID armenian_misra_melik	EXISTING	armenian_misra_melik
Tsovinar		Tsovinar		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Already in corpus: Held - the ONE woman of the Sassoun house the corpus had.	Existing ID armenian_tsovinar	EXISTING	armenian_tsovinar
Mithra		Mithra		Armenian	Reference treatments consulted via server-side web search; see transcript citations	The Iranian god whose name Mihr is. Held under Zoroastrian; NO EDGE, on the rule since lane 13.	Cross-tradition: zoroastrian_mithra	CROSS-TRADITION SAME FIGURE	zoroastrian_mithra
Aži Dahāka		Aži Dahāka		Armenian	Reference treatments consulted via server-side web search; see transcript citations	The Avestan three-headed serpent whose name becomes both a dragon-word and a king's name in Armenian. THE NAME TRAVELLED AND THE FIGURE CHANGED SHAPE AND SPECIES ALONG THE WAY; no edge.	Cross-tradition: zoroastrian_azhi_dahaka	CROSS-TRADITION SAME FIGURE	zoroastrian_azhi_dahaka
Spenta Armaiti		Spenta Armaiti		Armenian	Reference treatments consulted via server-side web search; see transcript citations	The Zoroastrian amesha spenta of the EARTH, whose name in Armenian came to mean the UNDERWORLD. Recorded in Spandaramet's etymology, not as an edge.	Cross-tradition: zoroastrian	CROSS-TRADITION SAME FIGURE	zoroastrian
Marduk		Marduk		Armenian	Reference treatments consulted via server-side web search; see transcript citations	'Bel' is his title, and Khorenatsi's Bel is a person in an Armenian story. No edge; the Akkadian belu is in the etymology.	Cross-tradition: mesopotamian_marduk	CROSS-TRADITION SAME FIGURE	mesopotamian_marduk
Baʿal Šamin		Baʿal Šamin		Armenian	Reference treatments consulted via server-side web search; see transcript citations	The Semitic 'lord of the heavens' whose title Barsamin's name is. No edge.	Cross-tradition: phoenician_baalshamin	CROSS-TRADITION SAME FIGURE	phoenician_baalshamin
Apollo		Apollo		Armenian	Reference treatments consulted via server-side web search; see transcript citations	The equation ancient writers made for Tir. An ancient interpretatio, recorded as prose - the handling lane 22 gave Tacitus's Mercury and the Alcis.	Cross-tradition: greek_hesiod_apollo	CROSS-TRADITION SAME FIGURE	greek_hesiod_apollo
Hades		Hades		Armenian	Reference treatments consulted via server-side web search; see transcript citations	The equation made for Spandaramet. Same handling.	Cross-tradition: greek_hesiod_hades	CROSS-TRADITION SAME FIGURE	greek_hesiod_hades
Semiramis		Semiramis		Armenian	Reference treatments consulted via server-side web search; see transcript citations	The Assyrian queen behind Shamiram, whom the corpus already holds under the Armenian key.	Cross-tradition: armenian_shamiram	CROSS-TRADITION SAME FIGURE	armenian_shamiram
Togarmah of the Georgians		Togarmah of the Georgians		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Leonti Mroveli makes the same ancestor the founder of the Georgian nation. No Georgian record is created and no edge drawn: a shared ancestor-claim in two national genealogies is a fact about two historiographies.	Cross-tradition: georgian	CROSS-TRADITION SAME FIGURE	georgian
the aralez		the aralez		Armenian	Reference treatments consulted via server-side web search; see transcript citations	THE MOST DISTINCTIVE THING IN ARMENIAN MYTHOLOGY, AND REJECTED. Winged dog-like spirits who come down to lick a dead hero's wounds and bring him back, and whom Shamiram calls on for Ara. A COLLECTIVE OF UNNAMED BEINGS, on the ground that rejected the Cwn Annwn in lane 19 and the Matronae in lane 22 - and it costs this batch a figure whose two principals the corpus already holds.		REJECT	
the vishaps		the vishaps		Armenian	Reference treatments consulted via server-side web search; see transcript citations	The dragons. A CLASS - and the vishap-stones are objects besides.		REJECT	
the shahapet		the shahapet		Armenian	Reference treatments consulted via server-side web search; see transcript citations	The protective spirit of the hearth and the fields. A CLASS: there is one per household.		REJECT	
the dogs of Artavazd		the dogs of Artavazd		Armenian	Reference treatments consulted via server-side web search; see transcript citations	The hounds that gnaw his chains. ANIMALS IDENTIFIED BY AN OWNER, the rejection applied to five horses, two hounds and Balder's foal - and here it costs the record its most-told detail, which the lifecycle carries as prose instead.		REJECT	
Navasard		Navasard		Armenian	Reference treatments consulted via server-side web search; see transcript citations	The New Year feast at the end of July. A FESTIVAL - and Vanatur, whose feast it is, is ingested.		REJECT	
Vardavar		Vardavar		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Astghik's water festival. A FESTIVAL.		REJECT	
Garni		Garni		Armenian	Reference treatments consulted via server-side web search; see transcript citations	The temple of Mihr. A PLACE - and the only pre-Christian temple still standing in Armenia.		REJECT	
Bagaharich		Bagaharich		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Mihr's cult centre. A PLACE.		REJECT	
Masis		Masis		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Mount Ararat, under which Artavazd is chained. A PLACE.		REJECT	
Sassoun		Sassoun		Armenian	Reference treatments consulted via server-side web search; see transcript citations	The province the Daredevils are of. A PLACE.		REJECT	
Movses Khorenatsi		Movses Khorenatsi		Armenian	Reference treatments consulted via server-side web search; see transcript citations	THE SOURCE FOR MOST OF THIS BATCH, and a fifth-century historian. Not a figure of the tradition - the restraint lane 20 applied to Elias Lönnrot and lane 21 to Bede and Asser.		REJECT	
Garegin Srvantdziants		Garegin Srvantdziants		Armenian	Reference treatments consulted via server-side web search; see transcript citations	WHO WROTE THE SASNA TSRER DOWN IN 1873, and the reason the registered era 'modern-collection' exists. A nineteenth-century cleric and collector. THE ERA STAYS EMPTY, which is the honest disposition - exactly lane 20's Lönnrot decision, met a second time.		REJECT	
Angegh		Angegh		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Named by the sources as a pagan god venerated mainly in the province of Angegh in south-western Armenia, and as one of the two deities run together in Tork Angegh's name. The retrieved material gives the name and the province and no act of his own, so the compound is ingested as one record and this half is a row.		BLOCKED	
Yervand and Yervaz		Yervand and Yervaz		Armenian	Reference treatments consulted via server-side web search; see transcript citations	The legendary king of the evil eye and his brother, of Khorenatsi's cycle. Named in the tradition; the retrieved treatments give the line without the episodes.		BLOCKED	
Kadmos and Shara		Kadmos and Shara		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Two more of the Haykazuni line, of whom Shara is the glutton the district of Shirak is named from. Same want.		BLOCKED	
Gohar		Gohar		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Named in the Sasna Tsrer material; the retrieved treatment lists David's household without her.		BLOCKED	
Ismil Khatun		Ismil Khatun		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Msra Melik's mother, and the reason the fight with David is a family matter. Named in the cycle and not in what was retrieved.		BLOCKED	
Trdat III		Trdat III		Armenian	Reference treatments consulted via server-side web search; see transcript citations	The king of the conversion, whom the tradition turns into a boar until Gregory heals him. A TRANSFORMATION STORY ATTACHED TO A HISTORICAL KING, and whether this registry holds him turns on where the Lönnrot line falls for a figure who is both - which is the question, not the evidence.		BLOCKED	
Gregory the Illuminator		Gregory the Illuminator		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Likewise: a historical bishop with a legend attached, in the pit at Khor Virap for thirteen years.		BLOCKED	
Vahagn's birth-song		Vahagn's birth-song		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Khorenatsi quotes four lines of it - the reed in the sea, the flame, the smoke, the youth with hair of fire - and says it was sung to the lyre in his own day. A TEXT and not a figure, recorded here because it is the oldest surviving Armenian poetry and the corpus holds its subject without it.		BLOCKED	
Anahit's golden statue		Anahit's golden statue		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Carried off by Roman soldiers and melted down. An object, and the most famous single fact about her cult.		BLOCKED	
the Armenian months' eponyms		the Armenian months' eponyms		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Several Armenian month-names carry theonyms - Tre from Tir, Areg, Ahekan. A calendar, and a source for the gods rather than a set of figures.		BLOCKED	
Ara II		Ara II		Armenian	Reference treatments consulted via server-side web search; see transcript citations	The son the tradition gives Ara the Beautiful, whom Shamiram sets over Armenia. The corpus holds Anushavan Sosanver in that position and whether they are the same person is exactly what would need settling.		BLOCKED	
Artashes II and the historical Artaxiads		Artashes II and the historical Artaxiads		Armenian	Reference treatments consulted via server-side web search; see transcript citations	The historical kings behind the Vipasank'. A dynasty-list, and the era-label question on Artashes's record comes before any of them.		BLOCKED	
the Alans of the Vipasank'		the Alans of the Vipasank'		Armenian	Reference treatments consulted via server-side web search; see transcript citations	Satenik's people, and the army on the far bank. A PEOPLE.		BLOCKED	
the genii of Mount Masis		the genii of Mount Masis		Armenian	Reference treatments consulted via server-side web search; see transcript citations	The spirits who throw Artavazd into the chasm. A COLLECTIVE of unnamed beings.		BLOCKED	
the smiths who strike the anvil at New Year		the smiths who strike the anvil at New Year		Armenian	Reference treatments consulted via server-side web search; see transcript citations	The living people whose blows keep Artavazd's chains whole. A PRACTICE and a category of person - recorded because it is a cult record on a record this batch ingests, and the practice is on Artavazd's cultRecords rather than as a figure.		BLOCKED	
