canonical_name	aliases	native_form	proposed_type	tradition	sources	inclusion_reason	duplicate_or_equivalent	disposition	corpus_name_hits
Yofiel	Jophiel; Yofi'el; Iofiel		numen	Jewish mythology (rabbinic-kabbalistic)	Reference treatment of the Princes of the Presence in Hekhalot literature (web research pass, lane 35)	Named among the Princes of the Presence in Hekhalot literature - a RABBINIC attestation, and the sole basis on which he is authored	Appears also in the Hermetic Qabalah sefirot table as 'Jophiel'; THAT table is censused REJECT below and is expressly not the basis for this record	ADD	none
Kemuel	Kemu'el; Qemuel		numen	Jewish mythology (rabbinic-kabbalistic)	Louis Ginzberg, The Legends of the Jews, vol. III, 'Moses and the Angels Strive for the Torah'	The porter of the firmament, in charge of twelve thousand angels of destruction; the first door Moses had to get past on his ascent, and the one he struck	-	ADD	none
Hadarniel	Hadraniel; Hadarni'el		numen	Jewish mythology (rabbinic-kabbalistic)	Louis Ginzberg, The Legends of the Jews, vol. III, 'Moses and the Angels Strive for the Torah'	Guardian of the second gate of heaven, who came against Moses after Kemuel	-	ADD	none
Af	Aph; Anger	אף	numen	Jewish mythology (rabbinic-kabbalistic)	Louis Ginzberg, The Legends of the Jews, vol. III, 'Moses and the Angels Strive for the Torah'	One of the two angels of destruction in the last heaven, five hundred parasangs high and forged of black and red fire, created at the beginning of the world to execute God's will	-	ADD	none
Hemah	Chemah; Wrath	חמה	numen	Jewish mythology (rabbinic-kabbalistic)	Louis Ginzberg, The Legends of the Jews, vol. III, 'Moses and the Angels Strive for the Torah'	The second of that pair; the sources never name one without the other, so authoring one alone would have turned a pair into a singleton	-	ADD	none
Lailah	Laylah; the angel of conception; the angel Night	לילה	numen	Jewish mythology (rabbinic-kabbalistic)	Reference treatment of Lailah (web research pass, lane 35); Midrash Tanhuma	The angel in charge of conception and pregnancy, who carries the drop before God and asks what shall become of it	-	ADD	none
Ridya	Ridya; Ridia; the angel of rain		numen	Jewish mythology (rabbinic-kabbalistic)	Babylonian Talmud, Taanit 25b	The angel of rain, who appears in the form of a three-year-old calf with cleft lips - a body, a form and a folio	-	ADD	none
Dumah	Duma; the angel of silence	דומה	numen	Jewish mythology (rabbinic-kabbalistic)	Babylonian Talmud, Berakhot 18b; Shabbat 152b; Zohar	The angel of silence with authority over the wicked dead, who receives the soul on its departure; THE CORPUS HELD NO JEWISH AFTERLIFE AT ALL	-	ADD	none
Shekhinah	Shekhina; Shechinah; the Divine Presence; the Matronit; God's Bride	שכינה	numen	Jewish mythology (rabbinic-kabbalistic)	Reference treatment of the Shekhinah (web research pass, lane 35); Zohar	The indwelling Presence: genderless in early rabbinic usage, God's Bride in the Zohar, the tenth emanation, who goes into exile with Israel	-	ADD	none
Ha-Satan	Satan; the Accuser; the Adversary; the Angel of Death; the yetzer hara	השטן	numen	Jewish mythology (rabbinic-kabbalistic)	Babylonian Talmud, Bava Batra (Reish Lakish); Zechariah 3:1; 1 Chronicles 21:1	The Accuser; Reish Lakish holds that Satan, the yetzer hara and the Angel of Death are ALL ONE, so the Angel of Death is carried as an alias rather than authored separately	Identified with the pre-existing jewish_samael in the sources, while the same sources note Samael is NOT the angel of death in the Talmud; the overlap is recorded as a relation, not resolved by merging	ADD	none
Azazel	Azael; Aza'el; Uzza	עזאזל	numen	Jewish mythology (rabbinic-kabbalistic)	Babylonian Talmud, Yoma 67b	One of the two leaders of the fallen: he refused repentance and was bound in the desert, becoming the source of sorcery	-	ADD	none
Shemhazai	Samyaza; Semyaza; Azza; Shamhazai		numen	Jewish mythology (rabbinic-kabbalistic)	Babylonian Talmud, Yoma 67b	Leader of the Watchers, who compelled the others to take human wives and repents by hanging upside down between heaven and earth; the Talmud pairs him with Azael TO CONTRAST THEM	-	ADD	none
Mastema	Mastemah; the Prince of Mastema		numen	Jewish mythology (rabbinic-kabbalistic)	Book of Jubilees	Chief of the demons engendered by the Watchers, who petitions God for his own host and receives it	-	ADD	none
Rahab, minister of the sea	Rahab the sar shel yam; the minister of the sea; the ruler of the sea	רהב	numen	Jewish mythology (rabbinic-kabbalistic)	Babylonian Talmud, Bava Batra 74b; Job 26:12	The minister of the sea who refused God's command at the creation and was struck and killed; the Talmud's distinct development of the name	The Israelite sea-monster is held under its own key as yahwism_rahab; the PRIMARY NAME HERE IS QUALIFIED so the two do not collide, as jewish_leviathan already sits beside yahwism_leviathan	ADD	HIT: 'Rahab' resolved to yahwism_rahab [Ancient Israelite religion / Yahwism]
Ketev Meriri	Qetev Meriri; the noonday demon; the bitter destruction	קטב מרירי	numen	Jewish mythology (rabbinic-kabbalistic)	Babylonian Talmud, Pesachim 111b	A named noonday demon with a body, a habitat and a season - not a creature class; his power peaks between the seventeenth of Tammuz and the ninth of Av	-	ADD	none
Og of Bashan	Og; Og the giant; Og melekh ha-Bashan	עוג	numen	Jewish mythology (rabbinic-kabbalistic)	Reference treatment of Og (web research pass, lane 35); Deuteronomy 3:11	The giant king of Bashan, measured by his bedstead and, the later rabbis argue, by his own cubits	-	ADD	none
Eisheth Zenunim	Eisheth; Isheth Zenunim; the Woman of Whoredom		numen	Jewish mythology (rabbinic-kabbalistic)	Reference treatment of the four demon queens (web research pass, lane 35); Zohar	THE FOURTH OF THE FOUR DEMON QUEENS. The corpus already held Lilith, Naamah and Agrat bat Mahlat and not her - a set held incomplete with nothing in the data to mark the gap	-	ADD	none
Azrael	Azriel; Izrail		(unknown)	Jewish mythology (rabbinic-kabbalistic)	Reference treatment of Azrael (web research pass, lane 35)	Candidate: the Angel of Death under its popular name	-	BLOCKED	EXACT UNCERTAINTY: THE RESEARCH FOUND HE IS NOT THERE - the Hebrew Bible does not mention an angel by this name, and it appears in neither the Talmud nor the Midrashim; a SIMILAR name, Azriel, appears in the Zohar. The office is carried as an alias of Ha-Satan on Reish Lakish's identification instead
Belial	Beliar		(unknown)	Jewish mythology (rabbinic-kabbalistic)	Book of Jubilees	Candidate: a devilish entity named in Jubilees	-	BLOCKED	EXACT UNCERTAINTY: the only attestation found says he is mentioned twice in Jubilees and is PROBABLY IDENTICAL to Mastema. Authoring a second record would assert a distinction the evidence explicitly declines to make
Zagzagel	Zagzagael		(unknown)	Jewish mythology (rabbinic-kabbalistic)	Reference treatment of the Princes of the Presence in Hekhalot literature (web research pass, lane 35)	Candidate: a Hekhalot angel	-	BLOCKED	EXACT UNCERTAINTY: attested in the evidence found as one clause, 'Zagzagel is the Angel of Wisdom', with no narrative, office-detail or locus
Suriya / Seganzegael	Surya; Seganzagael		(unknown)	Jewish mythology (rabbinic-kabbalistic)	Reference treatment of the Princes of the Presence in Hekhalot literature (web research pass, lane 35)	Candidates: names in the Hekhalot list of Princes of the Presence	-	BLOCKED	EXACT UNCERTAINTY: named in a list and nothing further. Akatriel and Anafiel are authored from the SAME passage because each has substance there; these two do not, and a name in a list is not a figure
Abaddon	Apollyon		(unknown)	Jewish mythology (rabbinic-kabbalistic)	(none found)	Candidate: the angel or place of destruction	-	BLOCKED	EXACT UNCERTAINTY: searched in this pass and not substantiated; nothing was returned distinguishing the figure from the place-name
Ein Sof	Ayn Sof; the Infinite		(unknown)	Jewish mythology (rabbinic-kabbalistic)	(not researched this pass)	Candidate: the hidden, attributeless Godhead of kabbalah	-	BLOCKED	EXACT UNCERTAINTY: NO DEDICATED RESEARCH WAS DONE IN THIS PASS. Whether the attributeless Infinite is a figure in this registry's sense is a question for the owner, not a call for a lane to make in passing - the corpus's existing jewish_adam_kadmon shows abstractions CAN be held here, which is exactly why the question deserves a decision rather than a guess
Tzaphkiel / Tzadkiel / Kamael / Haniel / Jophiel-as-Binah	the sefirot-archangel set		(occult system)	Jewish mythology (rabbinic-kabbalistic)	Reference treatment of the sefirot-to-archangel correspondence (web research pass, lane 35)	Candidates: five archangels supplied by the widely-reproduced sefirot correspondence table	-	REJECT	THE ATTRIBUTION IS HERMETIC QABALAH, A WESTERN OCCULT SYSTEM, NOT RABBINIC OR CLASSICAL KABBALAH, and the source supplying the table says so itself. Ingesting five records under a key labelled rabbinic-kabbalistic on that basis is precisely the 'unsupported modern inventions' rule's case. Yofiel is authored ABOVE on his separate Hekhalot attestation, and his record says so explicitly
Yahoel	Jaoel		(alias)	Jewish mythology (rabbinic-kabbalistic)	3 Enoch 48d	Candidate: an angel named in 3 Enoch	jewish_metatron	REJECT	ATTESTED IN THE EVIDENCE FOUND ONLY AS ONE OF METATRON'S SEVENTY NAMES. That is an alias of a record the corpus already holds, not a separate figure
Seraphim / Cherubim / Ophanim / Hayyot	the angelic orders		(classes)	Jewish mythology (rabbinic-kabbalistic)	Reference treatment of Jewish angelology (web research pass, lane 35)	Candidates: the orders of the angelic host	-	REJECT	GENERIC CLASSES, not figures - the standing rule that rejected the nanchon, the Gede, the nagas and the tsen
Nephilim	the giants		(class)	Jewish mythology (rabbinic-kabbalistic)	Book of Jubilees	Candidate: the offspring of the Watchers and human women	-	REJECT	A CLASS, not a figure. Their chief, Mastema, is authored; the class is not
the ten sefirot	Keter; Chokhmah; Binah; Chesed; Gevurah; Tiferet; Netzach; Hod; Yesod; Malkuth		(emanations)	Jewish mythology (rabbinic-kabbalistic)	Reference treatment of the Shekhinah and the emanations (web research pass, lane 35)	Candidates: the ten emanations of the kabbalistic tree	-	REJECT	EMANATIONS AND ATTRIBUTES OF THE DIVINE, NOT PERSONS. The tenth, Malkuth, is the Shekhinah, who IS authored - as the Presence the tradition personifies, not as a slot on a diagram
shedim / mazzikin / dybbuk	the classes of spirit		(classes)	Jewish mythology (rabbinic-kabbalistic)	Reference treatment of Jewish demonology (web research pass, lane 35)	Candidates: the general categories of Jewish spirit-beings	-	REJECT	CLASSES OF SPIRIT, not figures. Named individuals from within them - Ashmedai, Ketev Meriri, Agrat bat Mahlat - are held; the categories are not
Metatron	(see record)		(see record)	Jewish mythology (rabbinic-kabbalistic)	(see record)	Already held: the transformed Enoch, prince of the Presence	jewish_metatron	EXISTING	exact id match
Sandalphon	(see record)		(see record)	Jewish mythology (rabbinic-kabbalistic)	(see record)	Already held: Metatron's counterpart	jewish_sandalphon	EXISTING	exact id match
Raziel	(see record)		(see record)	Jewish mythology (rabbinic-kabbalistic)	(see record)	Already held: keeper of secrets	jewish_raziel	EXISTING	exact id match
Samael	(see record)		(see record)	Jewish mythology (rabbinic-kabbalistic)	(see record)	Already held: the accuser Michael is set against	jewish_samael	EXISTING	exact id match
Lilith	(see record)		(see record)	Jewish mythology (rabbinic-kabbalistic)	(see record)	Already held: first of the four demon queens	jewish_lilith	EXISTING	exact id match
Naamah	(see record)		(see record)	Jewish mythology (rabbinic-kabbalistic)	(see record)	Already held: second of the four demon queens	jewish_naamah	EXISTING	exact id match
Agrat bat Mahlat	(see record)		(see record)	Jewish mythology (rabbinic-kabbalistic)	(see record)	Already held: third of the four demon queens	jewish_agrat_bat_mahlat	EXISTING	exact id match
Ashmedai	(see record)		(see record)	Jewish mythology (rabbinic-kabbalistic)	(see record)	Already held: king of the demons	jewish_ashmedai	EXISTING	exact id match
Adam Kadmon	(see record)		(see record)	Jewish mythology (rabbinic-kabbalistic)	(see record)	Already held: the primordial anthropos	jewish_adam_kadmon	EXISTING	exact id match
Behemoth	(see record)		(see record)	Jewish mythology (rabbinic-kabbalistic)	(see record)	Already held: the great land-beast	jewish_behemoth	EXISTING	exact id match
Leviathan	(see record)		(see record)	Jewish mythology (rabbinic-kabbalistic)	(see record)	Already held: the great sea-beast; also held under the Yahwism key	jewish_leviathan	EXISTING	exact id match
Ziz	(see record)		(see record)	Jewish mythology (rabbinic-kabbalistic)	(see record)	Already held: the great bird	jewish_ziz	EXISTING	exact id match
